Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNC_M_R
752,Water,Water,Water,Water,Water,Wetland,Water,Water
753,Water,Water,Water,Water,Water,Wetland,Water,Forest
754,Water,Water,Water,Water,Water,Bareland,Water,Wetland
755,Water,Water,Water,Water,Water,Bareland,Water,Water
756,Water,Water,Water,Water,Water,Bareland,Water,Forest
757,Water,Water,Water,Water,Water,Built-up,Water,Grassland
758,Water,Water,Water,Water,Water,Water,Wetland,Grassland
759,Water,Water,Water,Water,Water,Water,Wetland,Wetland
760,Water,Water,Water,Water,Water,Water,Wetland,Water
761,Water,Water,Water,Water,Water,Water,Wetland,Forest
762,Water,Water,Water,Water,Water,Water,Water,Grassland
763,Water,Water,Water,Water,Water,Water,Water,Wetland
764,Water,Water,Water,Water,Water,Water,Water,Water
765,Water,Water,Water,Water,Water,Water,Water,Forest
766,Water,Water,Water,Water,Water,Water,Forest,Water
767,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
768,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
769,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
770,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
771,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
772,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
773,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
774,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
775,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
776,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
777,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
778,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
779,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
780,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
781,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
782,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
783,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
784,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
785,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
786,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
787,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
788,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
789,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
790,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
791,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
792,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
793,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
794,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
795,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
796,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
797,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
798,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
799,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
800,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
801,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
802,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
803,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
804,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
805,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
806,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
807,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
808,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
809,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
810,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
811,Water,Forest,Water,Water,Water,Wetland,Water,Forest
812,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
813,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
814,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
815,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
816,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
817,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
818,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
819,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
820,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
821,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
822,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
823,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
824,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
825,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
826,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
827,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
828,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
829,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
830,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
831,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
832,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
833,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
834,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
835,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
836,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
837,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
838,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
839,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
840,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
841,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
842,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
843,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
844,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
845,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
846,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
847,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
848,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
849,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
850,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
851,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
852,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
853,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
854,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
855,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
856,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
857,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
858,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
859,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
860,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
861,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
862,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
863,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
864,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
865,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
866,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
867,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
868,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
869,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
870,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
871,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
872,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
873,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
874,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
875,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
876,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
877,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
878,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
879,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
880,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
881,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
882,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
883,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
884,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
885,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
886,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
887,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
888,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
889,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
890,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
891,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
892,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
893,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
894,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
895,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
896,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
897,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
898,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
899,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
900,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
901,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
902,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
903,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
904,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
905,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
906,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
907,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
908,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
909,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
910,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
911,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
912,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
913,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
914,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
915,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
916,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
917,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
918,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
919,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
920,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
921,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
922,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
923,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
924,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
925,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
926,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
927,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
928,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
929,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
930,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
931,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
932,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
933,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
934,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
935,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
936,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
937,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
938,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
939,Forest,NULL,Water,NULL,Water,Water,Water,Water
940,Forest,NULL,Water,NULL,Water,Water,Water,Forest
941,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
942,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
943,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
944,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
945,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
946,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
947,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
948,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
949,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
950,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
951,Forest,NULL,Water,Water,Water,Grassland,Water,Water
952,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
953,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
954,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
955,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
956,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
957,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
958,Forest,NULL,Water,Water,Water,Wetland,Water,Water
959,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
960,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
961,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
962,Forest,NULL,Water,Water,Water,Water,Wetland,Water
963,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
964,Forest,NULL,Water,Water,Water,Water,Water,Grassland
965,Forest,NULL,Water,Water,Water,Water,Water,Wetland
966,Forest,NULL,Water,Water,Water,Water,Water,Water
967,Forest,NULL,Water,Water,Water,Water,Water,Forest
968,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
969,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
970,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
971,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
972,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
973,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
974,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
975,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
976,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
977,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
978,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
979,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
980,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
981,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
982,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
983,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
984,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
985,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
986,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
987,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
988,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
989,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
990,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
991,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
992,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
993,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
994,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
995,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
996,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
997,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
998,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
999,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1000,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1001,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1002,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1003,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1004,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1005,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1006,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1007,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1008,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1009,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1010,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1011,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1012,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1013,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
1014,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
1015,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1016,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1017,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1018,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1019,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1020,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1021,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1022,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1023,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1024,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1025,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1026,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1027,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1028,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1029,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1030,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1031,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1032,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1033,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1034,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1035,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1036,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1037,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1038,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1039,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1040,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1041,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1042,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1043,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1044,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1045,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1046,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1047,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1048,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1049,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1050,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1051,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1052,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1053,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1054,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1055,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1056,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1057,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1058,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1059,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1060,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1061,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1062,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1063,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1064,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1065,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1066,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1067,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1068,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1069,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1070,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1071,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1072,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1073,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1074,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1075,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1076,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1077,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1078,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1079,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1080,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1081,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1082,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1083,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1084,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1085,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1086,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1087,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1088,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1089,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1090,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1091,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1092,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1093,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1094,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1095,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1096,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1097,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1098,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1099,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1100,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1101,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1102,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1103,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1104,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1105,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1106,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1107,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1108,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1109,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1110,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
