Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVQ_M_R
2219,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2220,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
2221,Water,Forest,Water,Water,Water,NULL,NULL,Water
2222,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2223,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2224,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2225,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2226,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2227,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2228,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2229,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2230,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2231,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2232,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2233,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2234,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2235,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2236,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2237,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2238,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2239,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2240,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2241,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2242,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2243,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Cropland
2244,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
2245,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2246,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2247,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2248,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2249,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2250,Permanent_ice_and_snow,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2251,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2252,Permanent_ice_and_snow,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2253,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2254,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2255,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2256,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2257,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2258,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2259,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2260,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2261,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2262,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2263,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2264,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2265,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2266,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2267,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2268,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2269,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2270,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2271,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2272,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2273,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2274,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2275,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2276,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2277,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2278,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2279,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2280,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2281,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2282,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2283,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2284,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2285,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2286,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2287,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2288,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2289,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2290,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2291,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2292,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2293,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2294,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2295,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2296,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2297,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2298,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2299,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2300,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2301,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2302,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2303,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2304,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2305,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2306,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2307,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2308,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2309,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2310,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2311,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2312,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2313,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2314,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2315,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2316,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2317,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2318,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2319,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2320,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2321,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2322,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2323,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2324,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2325,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2326,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2327,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2328,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2329,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2330,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2331,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2332,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2333,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2334,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2335,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2336,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2337,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2338,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2339,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2340,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2341,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2342,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2343,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2344,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2345,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2346,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2347,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2348,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2349,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2350,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2351,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2352,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2353,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2354,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2355,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2356,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2357,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2358,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2359,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2360,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2361,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2362,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2363,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2364,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2365,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2366,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2367,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2368,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2369,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2370,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2371,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2372,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2373,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2374,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
2375,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2376,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2377,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2378,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2379,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2380,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2381,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2382,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2383,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2384,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
2385,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2386,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2387,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2388,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2389,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2390,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2391,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2392,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2393,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2394,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2395,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2396,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2397,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2398,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2399,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2400,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2401,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2402,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2403,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2404,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2405,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2406,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2407,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2408,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2409,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2410,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2411,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2412,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2413,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2414,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2415,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2416,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2417,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2418,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2419,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2420,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2421,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2422,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2423,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2424,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2425,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2426,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2427,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2428,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2429,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2430,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2431,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2432,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2433,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2434,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2435,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2436,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2437,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2438,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2439,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2440,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2441,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2442,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2443,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2444,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2445,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2446,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2447,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2448,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2449,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2450,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2451,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2452,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2453,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2454,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2455,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2456,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2457,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2458,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2459,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2460,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2461,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2462,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2463,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2464,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2465,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2466,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2467,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2468,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2469,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2470,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2471,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2472,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2473,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2474,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2475,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2476,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2477,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2478,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2479,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2480,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2481,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2482,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2483,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2484,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2485,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2486,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2487,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2488,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2489,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2490,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2491,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2492,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2493,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2494,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
2495,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
2496,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2497,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2498,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2499,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2500,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2501,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2502,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2503,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2504,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2505,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2506,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2507,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2508,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2509,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2510,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2511,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2512,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2513,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2514,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2515,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2516,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2517,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2518,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2519,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2520,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2521,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2522,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2523,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2524,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2525,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2526,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2527,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2528,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2529,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2530,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2531,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2532,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2533,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2534,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2535,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2536,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2537,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2538,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2539,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2540,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2541,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2542,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2543,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2544,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2545,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2546,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2547,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2548,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2549,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2550,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2551,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2552,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2553,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2554,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
