Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRC_M_R
15205,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
15206,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
15207,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
15208,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
15209,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
15210,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
15211,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
15212,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
15213,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15214,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
15215,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
15216,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15217,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
15218,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
15219,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
15220,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
15221,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
15222,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
15223,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
15224,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15225,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
15226,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
15227,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
15228,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
15229,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
15230,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
15231,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
15232,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
15233,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15234,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
15235,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15236,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15237,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15238,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
15239,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15240,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
15241,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
15242,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
15243,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15244,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
15245,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
15246,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
15247,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
15248,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
15249,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15250,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15251,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15252,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15253,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15254,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15255,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
15256,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
15257,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15258,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
15259,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15260,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15261,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15262,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15263,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15264,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15265,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15266,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
15267,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
15268,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
15269,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
15270,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15271,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
15272,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
15273,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
15274,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
15275,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
15276,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
15277,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
15278,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
15279,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
15280,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
15281,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
15282,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
15283,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
15284,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15285,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15286,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15287,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15288,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15289,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
15290,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
15291,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
15292,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15293,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15294,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15295,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15296,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15297,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
15298,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
15299,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
15300,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15301,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15302,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15303,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
15304,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15305,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15306,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15307,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15308,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
15309,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
15310,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
15311,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15312,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
15313,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
15314,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
15315,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15316,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
15317,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
15318,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
15319,Forest,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
15320,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
15321,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
15322,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest,Forest
15323,Forest,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
15324,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
15325,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
15326,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
15327,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
15328,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
15329,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
15330,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
15331,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
15332,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
15333,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
15334,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
15335,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
15336,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
15337,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
15338,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
15339,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
15340,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
15341,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
15342,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
15343,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
15344,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
15345,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
15346,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
15347,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
15348,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
15349,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
15350,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
15351,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
15352,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
15353,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
15354,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
15355,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
15356,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
15357,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
15358,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
15359,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
15360,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
15361,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
15362,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
15363,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15364,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
15365,Forest,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
15366,Forest,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
15367,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
15368,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
15369,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
15370,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
15371,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
15372,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
15373,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
15374,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
15375,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
15376,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
15377,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
15378,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
15379,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
15380,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
15381,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
15382,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
15383,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
15384,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
15385,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
15386,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
15387,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
15388,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15389,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
15390,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
15391,Forest,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
15392,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
15393,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
15394,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
15395,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
15396,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
15397,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Grassland,Grassland
15398,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
15399,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
15400,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
15401,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
15402,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
15403,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15404,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
15405,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
15406,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
15407,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
15408,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
15409,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15410,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
15411,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
15412,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
15413,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
15414,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
15415,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
15416,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
15417,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
15418,Forest,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Forest
15419,Forest,Water,Built-up,Water,Non_Wetland,NULL,Shrubland,Forest
15420,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
15421,Forest,Water,Water,NULL,Water,NULL,Shrubland,Forest
15422,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
15423,Forest,Water,Water,NULL,Water,NULL,Water,Forest
15424,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
15425,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
15426,Forest,Water,Water,NULL,Water,Water,Shrubland,Forest
15427,Forest,Water,Water,NULL,Water,Water,Water,Water
15428,Forest,Water,Water,NULL,Water,Water,Water,Forest
15429,Forest,Water,Water,NULL,Water,Water,Forest,Forest
15430,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
15431,Forest,Water,Water,NULL,Water,Forest,Shrubland,Forest
15432,Forest,Water,Water,NULL,Water,Forest,Water,Forest
15433,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
15434,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
15435,Forest,Water,Water,Non_Water,Water,NULL,Shrubland,Forest
15436,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
15437,Forest,Water,Water,Non_Water,Water,Shrubland,Shrubland,Forest
15438,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Forest
15439,Forest,Water,Water,Non_Water,Water,Water,NULL,Grassland
15440,Forest,Water,Water,Non_Water,Water,Water,Water,Water
15441,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
15442,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
15443,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
15444,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
15445,Forest,Water,Water,Water,Water,NULL,NULL,Forest
15446,Forest,Water,Water,Water,Water,NULL,Shrubland,Forest
15447,Forest,Water,Water,Water,Water,NULL,Water,Wetland
15448,Forest,Water,Water,Water,Water,NULL,Water,Forest
15449,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Forest
15450,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
15451,Forest,Water,Water,Water,Water,Shrubland,Forest,Forest
15452,Forest,Water,Water,Water,Water,Water,Shrubland,Water
15453,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
15454,Forest,Water,Water,Water,Water,Water,Water,Water
15455,Forest,Water,Water,Water,Water,Water,Water,Forest
15456,Forest,Water,Water,Water,Water,Water,Forest,Forest
15457,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
15458,Forest,Water,Water,Water,Water,Forest,Water,Wetland
15459,Forest,Water,Water,Water,Water,Forest,Water,Forest
15460,Forest,Water,Water,Water,Water,Forest,Forest,Forest
15461,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15462,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15463,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15464,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
15465,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15466,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15467,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15468,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
15469,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
15470,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
15471,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
15472,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
15473,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15474,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
15475,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
15476,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15477,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15478,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15479,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
15480,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
15481,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
15482,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
15483,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
15484,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15485,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
15486,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
15487,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
15488,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
15489,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
15490,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
15491,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
15492,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
15493,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Cropland
15494,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
15495,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
15496,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
15497,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
15498,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
15499,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
15500,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
15501,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
15502,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
15503,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
15504,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
15505,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
15506,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
15507,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
15508,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
15509,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
15510,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
15511,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
15512,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15513,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
15514,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
15515,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
15516,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
15517,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Cropland
15518,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
15519,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
15520,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
15521,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
15522,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
15523,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
15524,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
15525,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15526,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15527,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
15528,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
15529,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
15530,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
15531,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15532,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15533,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
15534,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15535,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
15536,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
15537,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15538,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Cropland
15539,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
15540,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
15541,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
15542,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
15543,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
15544,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
15545,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15546,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
15547,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
15548,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
15549,Forest,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
15550,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
15551,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
15552,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
15553,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
15554,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
15555,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
15556,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
15557,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
15558,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
15559,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
