Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEC_M_R
735,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
736,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
737,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
738,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
739,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
740,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
741,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
742,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
743,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
744,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
745,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
746,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
747,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
748,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
749,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
750,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
751,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
752,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
753,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
754,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
755,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
756,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
757,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
758,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
759,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
760,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
761,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
762,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
763,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
764,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
765,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
766,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
767,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
768,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
769,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
770,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
771,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
772,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
773,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
774,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
775,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
776,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
777,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
778,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
779,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
780,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
781,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
782,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
783,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
784,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
785,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
786,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
787,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
788,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
789,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
790,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
791,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
792,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
793,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
794,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
795,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
796,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
797,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
798,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
799,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
800,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
801,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
802,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
803,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
804,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
805,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
806,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
807,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
808,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
809,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
810,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
811,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
812,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
813,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
814,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
815,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
816,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
817,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
818,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
820,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
821,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
822,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
823,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
824,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
825,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
826,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
827,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
828,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
829,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
830,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
831,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
832,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
833,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
834,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
835,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
836,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
837,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
838,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
839,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
840,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
841,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
842,Forest,Forest,Water,NULL,Water,Water,Grassland,Grassland
843,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
844,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
845,Forest,Forest,Water,NULL,Water,Water,Water,Forest
846,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
847,Forest,Forest,Water,NULL,Water,Forest,NULL,Water
848,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
849,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
850,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
851,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
852,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
853,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
854,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
855,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
856,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
857,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
858,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
859,Forest,Forest,Water,Water,Water,NULL,NULL,Water
860,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
861,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
862,Forest,Forest,Water,Water,Water,NULL,Water,Forest
863,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
864,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
865,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
866,Forest,Forest,Water,Water,Water,Water,NULL,Forest
867,Forest,Forest,Water,Water,Water,Water,Forest,Water
868,Forest,Forest,Water,Water,Water,Forest,NULL,Water
869,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
870,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
871,Forest,Forest,Water,Water,Water,Forest,Water,Forest
872,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
873,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
874,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
875,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
876,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
877,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
878,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
879,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
880,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
881,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
882,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
883,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
884,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
885,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
886,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
887,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
888,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
889,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
890,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
891,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
892,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
893,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
894,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
895,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
896,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
897,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
898,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
899,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
900,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
901,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
902,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
903,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
904,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
905,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
906,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
907,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
908,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
909,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
910,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
911,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
912,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
913,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
914,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
915,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
916,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
917,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
918,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
919,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
920,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
921,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
922,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
923,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
924,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
925,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
926,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
927,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
928,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
929,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
930,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
931,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
932,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
933,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
934,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
935,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
936,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
937,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
938,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
939,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
940,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
941,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
942,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
943,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
944,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
945,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
946,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
947,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
948,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
949,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
950,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
951,Forest,Forest,Forest,Water,Non_Wetland,Grassland,NULL,Forest
952,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
953,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
954,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
955,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Forest
956,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
957,Forest,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
958,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
959,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
960,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
