Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R
10166,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
10167,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
10168,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
10169,Forest,Water,Water,Non_Water,Water,Water,Water,Water
10170,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
10171,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
10172,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
10173,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
10174,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
10175,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
10176,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
10177,Forest,Water,Water,Water,Water,Shrubland,Water,Water
10178,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
10179,Forest,Water,Water,Water,Water,Shrubland,Forest,Forest
10180,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
10181,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
10182,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
10183,Forest,Water,Water,Water,Water,Wetland,Water,Water
10184,Forest,Water,Water,Water,Water,Wetland,Water,Forest
10185,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
10186,Forest,Water,Water,Water,Water,Water,Wetland,Water
10187,Forest,Water,Water,Water,Water,Water,Wetland,Forest
10188,Forest,Water,Water,Water,Water,Water,Water,Water
10189,Forest,Water,Water,Water,Water,Water,Water,Forest
10190,Forest,Water,Water,Water,Water,Water,Forest,Water
10191,Forest,Water,Water,Water,Water,Water,Forest,Forest
10192,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
10193,Forest,Water,Water,Water,Water,Forest,Wetland,Water
10194,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
10195,Forest,Water,Water,Water,Water,Forest,Water,Water
10196,Forest,Water,Water,Water,Water,Forest,Water,Forest
10197,Forest,Water,Water,Water,Water,Forest,Forest,Water
10198,Forest,Water,Water,Water,Water,Forest,Forest,Forest
10199,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
10200,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10201,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
10202,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10203,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10204,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10205,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10206,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
10207,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10208,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10209,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10210,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
10211,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10212,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
10213,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10214,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10215,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
10216,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10217,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10218,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10219,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10220,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
10221,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10222,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10223,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10224,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10225,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10226,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
10227,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10228,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10229,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
10230,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10231,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10232,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10233,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
10234,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10235,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10236,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
10237,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10238,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
10239,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
10240,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
10241,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
10242,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
10243,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10244,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
10245,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
10246,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
10247,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
10248,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
10249,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
10250,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
10251,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10252,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10253,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
10254,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10255,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10256,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
10257,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10258,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
10259,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
10260,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
10261,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
10262,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10263,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10264,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
10265,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
10266,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10267,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10268,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10269,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
10270,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
10271,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
10272,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
10273,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10274,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
10275,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
10276,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10277,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
10278,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
10279,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
10280,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
10281,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10282,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
10283,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10284,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10285,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
10286,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
10287,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
10288,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
10289,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
10290,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
10291,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
10292,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
10293,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
10294,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
10295,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
10296,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
10297,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
10298,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
10299,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
10300,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
10301,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
10302,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
10303,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
10304,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
10305,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
10306,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
10307,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
10308,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
10309,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
10310,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
10311,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
10312,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Grassland
10313,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
10314,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
10315,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10316,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10317,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10318,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10319,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10320,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10321,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
10322,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10323,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10324,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10325,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
10326,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10327,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10328,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10329,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10330,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
10331,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10332,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10333,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10334,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
10335,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10336,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10337,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10338,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10339,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10340,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10341,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10342,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10343,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10344,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10345,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10346,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
10347,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10348,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
10349,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10350,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
10351,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
10352,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
10353,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
10354,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
10355,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
10356,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10357,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
10358,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10359,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10360,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10361,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
10362,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10363,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10364,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10365,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10366,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10367,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10368,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
10369,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10370,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10371,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10372,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
10373,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10374,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10375,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
10376,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10377,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10378,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10379,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
10380,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
10381,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
10382,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10383,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10384,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
10385,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
10386,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
10387,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
10388,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
10389,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
10390,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10391,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
10392,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10393,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
10394,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
10395,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10396,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10397,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10398,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
10399,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
10400,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10401,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10402,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
10403,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10404,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
10405,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10406,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10407,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10408,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10409,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10410,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10411,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10412,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
10413,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
10414,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
10415,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
10416,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10417,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
10418,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10419,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
10420,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
10421,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
10422,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10423,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
10424,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10425,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10426,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
10427,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
10428,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10429,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
10430,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
10431,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10432,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
10433,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
10434,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10435,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10436,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10437,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10438,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
10439,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10440,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10441,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
10442,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
10443,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
10444,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
10445,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
10446,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10447,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10448,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10449,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10450,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10451,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
10452,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10453,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10454,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10455,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10456,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10457,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10458,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
10459,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10460,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10461,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
10462,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10463,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10464,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10465,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
10466,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10467,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
10468,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10469,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10470,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10471,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10472,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
10473,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10474,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10475,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10476,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10477,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10478,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10479,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10480,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10481,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10482,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10483,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10484,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10485,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10486,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10487,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10488,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10489,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10490,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
10491,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10492,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
10493,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10494,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10495,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
10496,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
10497,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10498,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
10499,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
10500,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10501,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10502,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10503,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10504,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10505,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10506,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10507,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10508,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
