Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBM_M_R
3027,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
3028,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3029,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3030,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3031,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
3032,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3033,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3034,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3035,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3036,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3037,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3038,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3039,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3040,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3041,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3042,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3043,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3044,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3045,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3046,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3047,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3048,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3049,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3050,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3051,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3052,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3053,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3054,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3055,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3056,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3057,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3058,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3059,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3060,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3061,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3062,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3063,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3064,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3065,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3066,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3067,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Forest
3068,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
3069,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3070,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3071,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3072,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3073,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3074,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3075,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3076,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3077,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3078,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3079,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
3080,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
3081,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
3082,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
3083,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
3084,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3085,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
3086,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3087,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
3088,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3089,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3090,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
3091,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
3092,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
3093,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
3094,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
3095,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3096,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
3097,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
3098,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
3099,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3100,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3101,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
3102,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
3103,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
3104,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Grassland
3105,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
3106,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
3107,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Bareland
3108,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Water
3109,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
3110,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Grassland
3111,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
3112,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Bareland
3113,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
3114,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest,Water,Forest
3115,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
3116,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3117,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3118,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3119,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3120,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3121,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3122,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3123,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3124,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
3125,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
3126,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3127,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3128,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3129,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3130,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3131,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3132,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3133,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3134,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3135,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
3136,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3137,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3138,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
3139,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3140,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
3141,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3142,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3143,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
3144,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3145,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3146,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3147,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
3148,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3149,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3150,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3151,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3152,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3153,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3154,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3155,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3156,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3157,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
3158,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3159,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3160,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3161,Water,Water,Bareland,Non_Water,Non_Wetland,Built-up,Water,Water
3162,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
3163,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3164,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3165,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3166,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
3167,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3168,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3169,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3170,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3171,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3172,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3173,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
3174,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
3175,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
3176,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3177,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
3178,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3179,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3180,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3181,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
3182,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
3183,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3184,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3185,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3186,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3187,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3188,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
3189,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
3190,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3191,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3192,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3193,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Water
3194,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3195,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3196,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3197,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3198,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
3199,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3200,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
3201,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3202,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
3203,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
3204,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3205,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3206,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
3207,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
3208,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3209,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
3210,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3211,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3212,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
3213,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
3214,Water,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3215,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Water
3216,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3217,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
3218,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
3219,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
3220,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3221,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Water
3222,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
3223,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
3224,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
3225,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
3226,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
3227,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
3228,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
3229,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3230,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3231,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3232,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Bareland
3233,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Grassland
3234,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Forest,Grassland
3235,Water,Water,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
3236,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
3237,Water,Water,Built-up,Water,Non_Wetland,Built-up,Bareland,Water
3238,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
3239,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
3240,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Water
3241,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
3242,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3243,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
3244,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
3245,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Forest
3246,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
3247,Water,Water,Water,NULL,Water,NULL,Wetland,Water
3248,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
3249,Water,Water,Water,NULL,Water,NULL,Water,Water
3250,Water,Water,Water,NULL,Water,NULL,Water,Forest
3251,Water,Water,Water,NULL,Water,NULL,Forest,Water
3252,Water,Water,Water,NULL,Water,NULL,Forest,Forest
3253,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3254,Water,Water,Water,NULL,Water,Grassland,Grassland,Bareland
3255,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
3256,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
3257,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
3258,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
3259,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
3260,Water,Water,Water,NULL,Water,Grassland,Bareland,Grassland
3261,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
3262,Water,Water,Water,NULL,Water,Grassland,Water,Bareland
3263,Water,Water,Water,NULL,Water,Grassland,Water,Water
3264,Water,Water,Water,NULL,Water,Grassland,Water,Forest
3265,Water,Water,Water,NULL,Water,Grassland,Forest,Grassland
3266,Water,Water,Water,NULL,Water,Grassland,Forest,Water
3267,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
3268,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
3269,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
3270,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
3271,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
3272,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
3273,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
3274,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
3275,Water,Water,Water,NULL,Water,Bareland,Water,Water
3276,Water,Water,Water,NULL,Water,Bareland,Water,Forest
3277,Water,Water,Water,NULL,Water,Bareland,Forest,Water
3278,Water,Water,Water,NULL,Water,Built-up,Grassland,Water
3279,Water,Water,Water,NULL,Water,Built-up,Wetland,Water
3280,Water,Water,Water,NULL,Water,Built-up,Bareland,Grassland
3281,Water,Water,Water,NULL,Water,Built-up,Bareland,Water
3282,Water,Water,Water,NULL,Water,Built-up,Built-up,Bareland
3283,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
3284,Water,Water,Water,NULL,Water,Built-up,Built-up,Forest
3285,Water,Water,Water,NULL,Water,Built-up,Water,Water
3286,Water,Water,Water,NULL,Water,Built-up,Water,Forest
3287,Water,Water,Water,NULL,Water,Built-up,Forest,Water
3288,Water,Water,Water,NULL,Water,Water,NULL,Forest
3289,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
3290,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
3291,Water,Water,Water,NULL,Water,Water,Grassland,Water
3292,Water,Water,Water,NULL,Water,Water,Grassland,Forest
3293,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
3294,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
3295,Water,Water,Water,NULL,Water,Water,Wetland,Water
3296,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3297,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
3298,Water,Water,Water,NULL,Water,Water,Bareland,Water
3299,Water,Water,Water,NULL,Water,Water,Bareland,Forest
3300,Water,Water,Water,NULL,Water,Water,Water,Grassland
3301,Water,Water,Water,NULL,Water,Water,Water,Bareland
3302,Water,Water,Water,NULL,Water,Water,Water,Water
3303,Water,Water,Water,NULL,Water,Water,Water,Forest
3304,Water,Water,Water,NULL,Water,Water,Forest,Grassland
3305,Water,Water,Water,NULL,Water,Water,Forest,Bareland
3306,Water,Water,Water,NULL,Water,Water,Forest,Water
3307,Water,Water,Water,NULL,Water,Water,Forest,Forest
3308,Water,Water,Water,NULL,Water,Forest,Grassland,Water
3309,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
3310,Water,Water,Water,NULL,Water,Forest,Wetland,Water
3311,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
3312,Water,Water,Water,NULL,Water,Forest,Water,Water
3313,Water,Water,Water,NULL,Water,Forest,Water,Forest
3314,Water,Water,Water,NULL,Water,Forest,Forest,Water
3315,Water,Water,Water,NULL,Water,Forest,Forest,Forest
3316,Water,Water,Water,Non_Water,Water,NULL,Grassland,Water
3317,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
3318,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3319,Water,Water,Water,Non_Water,Water,NULL,Water,Water
3320,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
3321,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
3322,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
3323,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
3324,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Bareland
3325,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Water
3326,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
3327,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
3328,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
3329,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3330,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
3331,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
3332,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
3333,Water,Water,Water,Non_Water,Water,Grassland,Forest,Grassland
3334,Water,Water,Water,Non_Water,Water,Grassland,Forest,Forest
3335,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
3336,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
3337,Water,Water,Water,Non_Water,Water,Bareland,Forest,Water
3338,Water,Water,Water,Non_Water,Water,Built-up,Bareland,Forest
3339,Water,Water,Water,Non_Water,Water,Built-up,Water,Water
3340,Water,Water,Water,Non_Water,Water,Built-up,Water,Forest
3341,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
3342,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
3343,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
3344,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3345,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3346,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3347,Water,Water,Water,Non_Water,Water,Water,Bareland,Bareland
3348,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
3349,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
3350,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
3351,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
3352,Water,Water,Water,Non_Water,Water,Water,Water,Water
3353,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3354,Water,Water,Water,Non_Water,Water,Water,Forest,Grassland
3355,Water,Water,Water,Non_Water,Water,Water,Forest,Water
3356,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
3357,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
3358,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3359,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
3360,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
3361,Water,Water,Water,Water,Water,NULL,Grassland,Forest
3362,Water,Water,Water,Water,Water,NULL,Wetland,Water
3363,Water,Water,Water,Water,Water,NULL,Wetland,Forest
3364,Water,Water,Water,Water,Water,NULL,Water,Water
3365,Water,Water,Water,Water,Water,NULL,Water,Forest
3366,Water,Water,Water,Water,Water,NULL,Forest,Water
3367,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
3368,Water,Water,Water,Water,Water,Grassland,NULL,Forest
3369,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
3370,Water,Water,Water,Water,Water,Grassland,Grassland,Water
3371,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
3372,Water,Water,Water,Water,Water,Grassland,Wetland,Water
3373,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
3374,Water,Water,Water,Water,Water,Grassland,Water,Grassland
3375,Water,Water,Water,Water,Water,Grassland,Water,Bareland
3376,Water,Water,Water,Water,Water,Grassland,Water,Water
3377,Water,Water,Water,Water,Water,Grassland,Water,Forest
3378,Water,Water,Water,Water,Water,Grassland,Forest,Grassland
3379,Water,Water,Water,Water,Water,Grassland,Forest,Water
3380,Water,Water,Water,Water,Water,Grassland,Forest,Forest
3381,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
3382,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
3383,Water,Water,Water,Water,Water,Bareland,Wetland,Water
3384,Water,Water,Water,Water,Water,Bareland,Water,Grassland
3385,Water,Water,Water,Water,Water,Bareland,Water,Bareland
3386,Water,Water,Water,Water,Water,Bareland,Water,Water
3387,Water,Water,Water,Water,Water,Bareland,Water,Forest
3388,Water,Water,Water,Water,Water,Bareland,Forest,Water
3389,Water,Water,Water,Water,Water,Built-up,Bareland,Water
3390,Water,Water,Water,Water,Water,Built-up,Built-up,Water
3391,Water,Water,Water,Water,Water,Built-up,Water,Grassland
3392,Water,Water,Water,Water,Water,Built-up,Water,Bareland
3393,Water,Water,Water,Water,Water,Built-up,Water,Water
3394,Water,Water,Water,Water,Water,Built-up,Water,Forest
3395,Water,Water,Water,Water,Water,Water,Grassland,Grassland
3396,Water,Water,Water,Water,Water,Water,Grassland,Water
3397,Water,Water,Water,Water,Water,Water,Grassland,Forest
3398,Water,Water,Water,Water,Water,Water,Wetland,Bareland
3399,Water,Water,Water,Water,Water,Water,Wetland,Water
3400,Water,Water,Water,Water,Water,Water,Wetland,Forest
3401,Water,Water,Water,Water,Water,Water,Bareland,Water
3402,Water,Water,Water,Water,Water,Water,Bareland,Forest
3403,Water,Water,Water,Water,Water,Water,Built-up,Water
3404,Water,Water,Water,Water,Water,Water,Water,Grassland
3405,Water,Water,Water,Water,Water,Water,Water,Bareland
3406,Water,Water,Water,Water,Water,Water,Water,Water
3407,Water,Water,Water,Water,Water,Water,Water,Forest
3408,Water,Water,Water,Water,Water,Water,Forest,Grassland
3409,Water,Water,Water,Water,Water,Water,Forest,Water
3410,Water,Water,Water,Water,Water,Water,Forest,Forest
3411,Water,Water,Water,Water,Water,Forest,Grassland,Water
3412,Water,Water,Water,Water,Water,Forest,Grassland,Forest
3413,Water,Water,Water,Water,Water,Forest,Wetland,Water
3414,Water,Water,Water,Water,Water,Forest,Wetland,Forest
3415,Water,Water,Water,Water,Water,Forest,Water,Grassland
3416,Water,Water,Water,Water,Water,Forest,Water,Water
3417,Water,Water,Water,Water,Water,Forest,Water,Forest
3418,Water,Water,Water,Water,Water,Forest,Forest,Water
3419,Water,Water,Water,Water,Water,Forest,Forest,Forest
