Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDE_M_R
684,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
685,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
686,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
687,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
688,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
690,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
691,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
692,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
693,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
694,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
695,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
696,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
697,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
698,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
699,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
700,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
701,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
702,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
703,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
704,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
705,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
706,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
707,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
708,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
709,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
710,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
711,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
712,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
713,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
714,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
715,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
716,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
717,Wetland,Water,Water,Water,Water,NULL,NULL,Water
718,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
719,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
720,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
721,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
722,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
723,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
724,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
725,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
726,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
727,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
728,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
729,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
730,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
731,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
732,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
733,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
734,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
735,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
736,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
737,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
738,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
739,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
740,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
741,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
742,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
743,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
744,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
745,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
746,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
747,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
748,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
749,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
750,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
751,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
752,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
753,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
754,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
755,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
756,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
757,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
758,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
759,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
760,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
761,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
762,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
763,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
764,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
765,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
766,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
767,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
768,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
769,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
770,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
772,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
773,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
774,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
775,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
776,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
777,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
778,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
779,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
780,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
781,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
782,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
783,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
784,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
785,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
786,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
787,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
788,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
789,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
790,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
791,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
792,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
793,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
794,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
795,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
796,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
797,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
798,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
799,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
800,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
801,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
802,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
803,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
804,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
805,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
806,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
807,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
808,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
809,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
810,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
811,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
812,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
813,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
814,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
815,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
816,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
817,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
818,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
819,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
820,Bareland,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
821,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
822,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
823,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
824,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
825,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
826,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
827,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
828,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
829,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
830,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
831,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
832,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
833,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
834,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
835,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
836,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
837,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
838,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
839,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
840,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
842,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
843,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
844,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
845,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
846,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
847,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
848,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
849,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
850,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
852,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
853,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
854,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
855,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
856,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
857,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
858,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
859,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
860,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
861,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
862,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
863,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
864,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
865,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
866,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
867,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
868,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
869,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
870,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
871,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
872,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
873,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
874,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
875,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
876,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
877,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
878,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
879,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
880,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
881,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
882,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
883,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
884,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
885,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
886,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
887,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
888,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
889,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
890,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
891,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
892,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
893,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
894,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
895,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
896,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
897,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
898,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
899,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
900,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
901,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
902,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
903,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
904,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
905,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
906,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
907,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
908,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
909,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
910,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
911,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
912,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
913,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
914,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
915,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
916,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
917,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
918,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
919,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
920,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
921,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
922,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
923,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
924,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
925,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
926,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
927,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
928,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
929,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
930,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
931,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
932,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
933,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
934,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
935,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
936,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
937,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
938,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
939,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
940,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
941,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
942,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
943,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
944,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
945,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
946,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
947,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
948,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
949,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
950,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
951,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
952,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
953,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
954,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
955,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
956,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
957,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
958,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
959,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
960,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
961,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
962,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
963,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
964,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
965,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
966,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
967,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
968,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
969,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
970,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
971,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
972,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
973,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
974,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
975,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
976,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
977,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
978,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
979,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
980,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
981,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
982,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
983,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
984,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
985,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
986,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
987,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
989,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
990,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
992,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
993,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
994,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
995,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
996,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
998,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
999,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1000,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1001,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1002,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1005,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1006,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1007,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1008,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1009,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1010,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1012,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1013,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1015,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1016,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1017,Bareland,Built-up,Water,Water,Water,NULL,NULL,Wetland
1018,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1019,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1020,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1021,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
