Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQK_M_R
8767,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8768,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
8769,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8770,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
8771,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
8772,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
8773,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
8774,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
8775,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
8776,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8777,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
8778,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8779,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
8780,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
8781,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8782,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
8783,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8784,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8785,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8786,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8787,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8788,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
8789,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8790,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
8791,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
8792,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
8793,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
8794,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8795,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
8796,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
8797,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8798,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8799,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
8800,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8801,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8802,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8803,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8804,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
8805,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
8806,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
8807,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
8808,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
8809,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
8810,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
8811,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8812,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
8813,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
8814,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
8815,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
8816,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
8817,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
8818,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
8819,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
8820,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
8821,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8822,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
8823,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
8824,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
8825,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
8826,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
8827,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
8828,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
8829,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8830,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8831,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
8832,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
8833,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
8834,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
8835,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
8836,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
8837,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
8838,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
8839,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
8840,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
8841,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8842,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
8843,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
8844,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8845,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8846,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
8847,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
8848,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
8849,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8850,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
8851,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8852,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8853,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8854,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8855,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
8856,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
8857,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8858,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8859,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8860,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
8861,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8862,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8863,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
8864,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
8865,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
8866,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
8867,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
8868,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8869,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8870,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
8871,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
8872,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8873,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8874,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8875,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8876,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
8877,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
8878,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
8879,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
8880,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8881,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8882,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8883,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8884,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8885,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8886,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8887,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8888,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8889,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8890,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8891,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
8892,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
8893,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8894,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8895,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
8896,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8897,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8898,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8899,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
8900,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
8901,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
8902,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8903,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8904,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8905,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Forest
8906,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
8907,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
8908,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
8909,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
8910,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
8911,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
8912,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Forest
8913,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
8914,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
8915,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
8916,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
8917,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
8918,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
8919,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
8920,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
8921,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
8922,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
8923,Forest,NULL,Water,NULL,Water,Forest,NULL,Wetland
8924,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
8925,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
8926,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
8927,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,NULL
8928,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Forest
8929,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
8930,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Water
8931,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
8932,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
8933,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
8934,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
8935,Forest,NULL,Water,Non_Water,Water,Water,NULL,Water
8936,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
8937,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Wetland
8938,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
8939,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
8940,Forest,NULL,Water,Water,Water,Grassland,NULL,Water
8941,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
8942,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
8943,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
8944,Forest,NULL,Water,Water,Water,Wetland,Grassland,Water
8945,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
8946,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
8947,Forest,NULL,Water,Water,Water,Water,NULL,Forest
8948,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
8949,Forest,NULL,Water,Water,Water,Water,Grassland,Water
8950,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
8951,Forest,NULL,Water,Water,Water,Water,Water,Wetland
8952,Forest,NULL,Water,Water,Water,Forest,NULL,Wetland
8953,Forest,NULL,Water,Water,Water,Forest,NULL,Forest
8954,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8955,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8956,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8957,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
8958,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8959,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8960,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8961,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8962,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8963,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8964,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
8965,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8966,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8967,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8968,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8969,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8970,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8971,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8972,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8973,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8974,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8975,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8976,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
8977,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8978,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8979,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8980,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8981,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8982,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8983,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8984,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8985,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8986,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8987,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8988,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8989,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8990,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8991,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8992,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
8993,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8994,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8995,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
8996,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8997,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8998,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8999,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9000,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
9001,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9002,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9003,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9004,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9005,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9006,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9007,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9008,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9009,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9010,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9011,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
9012,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9013,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
9014,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9015,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
9016,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9017,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
9018,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9019,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9020,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9021,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9022,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9023,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9024,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
9025,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9026,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9027,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9028,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9029,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
9030,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
9031,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
9032,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9033,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
9034,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9035,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
9036,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
9037,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
9038,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,NULL
9039,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
9040,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
9041,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9042,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
9043,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9044,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
9045,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9046,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9047,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9048,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
9049,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9050,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9051,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9052,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
9053,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9054,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9055,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9056,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9057,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9058,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9059,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9060,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9061,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
9062,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
9063,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
9064,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9065,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
9066,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9067,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9068,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9069,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9070,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
9071,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9072,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
9073,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9074,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9075,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9076,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9077,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
9078,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
9079,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9080,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
9081,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9082,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9083,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
9084,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9085,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9086,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
9087,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9088,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
9089,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9090,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
9091,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9092,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
9093,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
9094,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
9095,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
9096,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
9097,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9098,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9099,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9100,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
9101,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9102,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9103,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9104,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
9105,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9106,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
9107,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9108,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
9109,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
