Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUN_M_R
3070,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3071,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3072,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
3073,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
3074,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Water
3075,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
3076,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
3077,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
3078,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
3079,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3080,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3081,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
3082,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
3083,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
3084,Water,Water,Water,Non_Water,Water,Water,Water,Water
3085,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3086,Water,Water,Water,Non_Water,Water,Water,Forest,Water
3087,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3088,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
3089,Water,Water,Water,Water,Water,NULL,Wetland,Water
3090,Water,Water,Water,Water,Water,NULL,Wetland,Forest
3091,Water,Water,Water,Water,Water,NULL,Water,Water
3092,Water,Water,Water,Water,Water,NULL,Water,Forest
3093,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
3094,Water,Water,Water,Water,Water,Shrubland,Water,Water
3095,Water,Water,Water,Water,Water,Shrubland,Water,Forest
3096,Water,Water,Water,Water,Water,Grassland,Water,Grassland
3097,Water,Water,Water,Water,Water,Grassland,Water,Water
3098,Water,Water,Water,Water,Water,Grassland,Water,Forest
3099,Water,Water,Water,Water,Water,Wetland,Wetland,Water
3100,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
3101,Water,Water,Water,Water,Water,Wetland,Water,Grassland
3102,Water,Water,Water,Water,Water,Wetland,Water,Water
3103,Water,Water,Water,Water,Water,Wetland,Water,Forest
3104,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
3105,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
3106,Water,Water,Water,Water,Water,Bareland,Bareland,Water
3107,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
3108,Water,Water,Water,Water,Water,Bareland,Water,Grassland
3109,Water,Water,Water,Water,Water,Bareland,Water,Wetland
3110,Water,Water,Water,Water,Water,Bareland,Water,Bareland
3111,Water,Water,Water,Water,Water,Bareland,Water,Water
3112,Water,Water,Water,Water,Water,Bareland,Water,Forest
3113,Water,Water,Water,Water,Water,Water,Shrubland,Water
3114,Water,Water,Water,Water,Water,Water,Grassland,Grassland
3115,Water,Water,Water,Water,Water,Water,Grassland,Water
3116,Water,Water,Water,Water,Water,Water,Wetland,Grassland
3117,Water,Water,Water,Water,Water,Water,Wetland,Water
3118,Water,Water,Water,Water,Water,Water,Wetland,Forest
3119,Water,Water,Water,Water,Water,Water,Bareland,Water
3120,Water,Water,Water,Water,Water,Water,Bareland,Forest
3121,Water,Water,Water,Water,Water,Water,Water,Grassland
3122,Water,Water,Water,Water,Water,Water,Water,Wetland
3123,Water,Water,Water,Water,Water,Water,Water,Bareland
3124,Water,Water,Water,Water,Water,Water,Water,Water
3125,Water,Water,Water,Water,Water,Water,Water,Forest
3126,Water,Water,Water,Water,Water,Water,Forest,Water
3127,Water,Water,Water,Water,Water,Water,Forest,Forest
3128,Water,Water,Water,Water,Water,Forest,Grassland,Forest
3129,Water,Water,Water,Water,Water,Forest,Wetland,Forest
3130,Water,Water,Water,Water,Water,Forest,Water,Water
3131,Water,Water,Water,Water,Water,Forest,Water,Forest
3132,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3133,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3134,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3135,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3136,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3137,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3138,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3139,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3140,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
3141,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3142,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3143,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3144,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3145,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3146,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3147,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3148,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3149,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3150,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3151,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3152,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3153,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3154,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3155,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3156,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3157,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
3158,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3159,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3160,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3161,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3162,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3163,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3164,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3165,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3166,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3167,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3168,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3169,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
3170,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3171,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3172,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3173,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3174,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3175,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3176,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3177,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3178,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3179,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3180,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3181,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3182,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3183,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3184,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3185,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3186,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3187,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3188,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3189,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3190,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3191,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3192,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3193,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3194,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3195,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3196,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3197,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3198,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3199,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3200,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3201,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3202,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3203,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3204,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3205,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3206,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3207,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3208,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3209,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3210,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3211,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3212,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3213,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3214,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3215,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3216,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3217,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3218,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3219,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3220,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3221,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3222,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3223,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3224,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3225,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3226,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3227,Water,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3228,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3229,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3230,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3231,Water,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3232,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
3233,Water,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3234,Water,Forest,Water,Water,Water,Bareland,Bareland,Forest
3235,Water,Forest,Water,Water,Water,Water,Wetland,Forest
3236,Water,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3237,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3238,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3239,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3240,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3241,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
3242,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3243,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3244,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3245,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3246,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3247,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3248,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3249,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3250,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3251,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3252,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3253,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3254,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3255,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3256,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3257,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3258,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3259,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3260,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3261,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3262,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3263,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3264,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3265,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3266,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3267,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3268,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3269,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3270,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3271,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3272,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3273,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3274,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3275,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3276,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3277,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3278,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3279,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3280,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3281,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3282,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3283,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3284,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
3285,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3286,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3287,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3288,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3289,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3290,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3291,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3292,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3293,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3294,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3295,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3296,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3297,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3298,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3299,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
3300,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
3301,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3302,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3303,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3304,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3305,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3306,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Water,Water
3307,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3308,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3309,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3310,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
3311,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3312,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3313,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3314,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3315,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3316,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water,Wetland,Bareland
3317,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
3318,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3319,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
3320,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Water
3321,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3322,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3323,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
3324,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
3325,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland,Wetland,Water
3326,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
3327,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3328,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3329,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3330,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3331,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3332,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3333,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3334,Permanent_ice_and_snow,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3335,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3336,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3337,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3338,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3339,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3340,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3341,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3342,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3343,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3344,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3345,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3346,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3347,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3348,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3349,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Water
3350,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3351,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3352,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3353,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3354,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3355,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
3356,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3357,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Wetland,Grassland
3358,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Bareland,Bareland
3359,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3360,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3361,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3362,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3363,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3364,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3365,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3366,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3367,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3368,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3369,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3370,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3371,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3372,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3373,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3374,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3375,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3376,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3377,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3378,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3379,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3380,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3381,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
3382,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3383,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3384,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3385,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3386,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3387,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3388,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3389,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3390,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3391,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3392,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3393,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3394,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3395,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3396,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
