Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXR_M_R
5614,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
5615,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5616,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
5617,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
5618,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
5619,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5620,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
5621,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Wetland
5622,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
5623,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
5624,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Water
5625,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5626,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5627,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
5628,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5629,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5630,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5631,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5632,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5633,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
5634,Water,Water,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
5635,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
5636,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
5637,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
5638,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5639,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5640,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5641,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
5642,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5643,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
5644,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5645,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5646,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5647,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
5648,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
5649,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5650,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5651,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5652,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
5653,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
5654,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
5655,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
5656,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
5657,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
5658,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
5659,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
5660,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
5661,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
5662,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
5663,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
5664,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
5665,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
5666,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
5667,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5668,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5669,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5670,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
5671,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5672,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5673,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
5674,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
5675,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
5676,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Bareland
5677,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
5678,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5679,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5680,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
5681,Water,Water,Wetland,NULL,Wetland,Water,Water,Built-up
5682,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
5683,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
5684,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
5685,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
5686,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
5687,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
5688,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
5689,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5690,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
5691,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
5692,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
5693,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
5694,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5695,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
5696,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
5697,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5698,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
5699,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5700,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
5701,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5702,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5703,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5704,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5705,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5706,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
5707,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5708,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5709,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5710,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5711,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5712,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5713,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5714,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
5715,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5716,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
5717,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
5718,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5719,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5720,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5721,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5722,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5723,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5724,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5725,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5726,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5727,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5728,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5729,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5730,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5731,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
5732,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5733,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
5734,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
5735,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Bareland
5736,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
5737,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5738,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
5739,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5740,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5741,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5742,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5743,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5744,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
5745,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5746,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5747,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
5748,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5749,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5750,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
5751,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
5752,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5753,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5754,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
5755,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5756,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
5757,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5758,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5759,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
5760,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
5761,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5762,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5763,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
5764,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
5765,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
5766,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
5767,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5768,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
5769,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5770,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5771,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
5772,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
5773,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Forest
5774,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
5775,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
5776,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
5777,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5778,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
5779,Water,Water,Wetland,Water,Wetland,Cropland,Water,Wetland
5780,Water,Water,Wetland,Water,Wetland,Cropland,Water,Forest
5781,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5782,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
5783,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5784,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5785,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
5786,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
5787,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
5788,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
5789,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5790,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
5791,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5792,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
5793,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
5794,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
5795,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Grassland
5796,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
5797,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5798,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
5799,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5800,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
5801,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5802,Water,Water,Wetland,Water,Wetland,Built-up,Water,Built-up
5803,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
5804,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
5805,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
5806,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
5807,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
5808,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
5809,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
5810,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
5811,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
5812,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
5813,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
5814,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5815,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
5816,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
5817,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
5818,Water,Water,Wetland,Water,Wetland,Water,Built-up,Grassland
5819,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
5820,Water,Water,Wetland,Water,Wetland,Water,Built-up,Forest
5821,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
5822,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
5823,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
5824,Water,Water,Wetland,Water,Wetland,Water,Water,Water
5825,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
5826,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
5827,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
5828,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
5829,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
5830,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Grassland
5831,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
5832,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
5833,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
5834,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
5835,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
5836,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
5837,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
5838,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
5839,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Water
5840,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
5841,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
5842,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
5843,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
5844,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5845,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
5846,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5847,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5848,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5849,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5850,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
5851,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
5852,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
5853,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5854,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5855,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5856,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
5857,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5858,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5859,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
5860,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5861,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
5862,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
5863,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5864,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5865,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5866,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
5867,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5868,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5869,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5870,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5871,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5872,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5873,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5874,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5875,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
5876,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5877,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5878,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5879,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5880,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
5881,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5882,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5883,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
5884,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
5885,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5886,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5887,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5888,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5889,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5890,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5891,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5892,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
5893,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5894,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5895,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
5896,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5897,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5898,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5899,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5900,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5901,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5902,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5903,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
5904,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
5905,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
5906,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5907,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5908,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5909,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5910,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5911,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5912,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5913,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5914,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5915,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
5916,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
5917,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Water
5918,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
5919,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
5920,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5921,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
5922,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
5923,Water,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Water
5924,Water,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
5925,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
5926,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
5927,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
5928,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5929,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
5930,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
5931,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5932,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
5933,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
5934,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5935,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
5936,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
5937,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
5938,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
5939,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Water
5940,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
5941,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
5942,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
5943,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
5944,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
5945,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
5946,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
5947,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
5948,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
5949,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
5950,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5951,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
5952,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
5953,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Water
5954,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
5955,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
5956,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
5957,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5958,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5959,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
5960,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
5961,Water,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
5962,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5963,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5964,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5965,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5966,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5967,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
5968,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5969,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
5970,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
5971,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5972,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
5973,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
5974,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5975,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5976,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
5977,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5978,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5979,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Wetland
5980,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
5981,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5982,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5983,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5984,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
