Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWG_M_R
6083,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6084,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
6085,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6086,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6087,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
6088,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6089,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
6090,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
6091,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
6092,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6093,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6094,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
6095,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
6096,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6097,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
6098,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6099,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6100,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6101,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
6102,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
6103,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6104,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6105,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6106,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6107,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6108,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6109,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
6110,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6111,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6112,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
6113,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6114,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
6115,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
6116,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
6117,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6118,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
6119,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6120,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
6121,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
6122,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6123,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
6124,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
6125,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
6126,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
6127,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
6128,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
6129,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
6130,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
6131,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
6132,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
6133,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
6134,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
6135,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
6136,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6137,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
6138,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
6139,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
6140,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6141,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6142,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
6143,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6144,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6145,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
6146,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
6147,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
6148,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
6149,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
6150,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
6151,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6152,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
6153,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6154,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
6155,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
6156,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
6157,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6158,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
6159,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
6160,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6161,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6162,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
6163,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
6164,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6165,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6166,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6167,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6168,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6169,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6170,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
6171,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
6172,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
6173,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
6174,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6175,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6176,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6177,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6178,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6179,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
6180,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6181,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6182,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6183,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6184,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
6185,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
6186,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
6187,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
6188,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
6189,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
6190,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
6191,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
6192,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
6193,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
6194,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
6195,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
6196,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
6197,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6198,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
6199,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
6200,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
6201,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6202,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
6203,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
6204,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
6205,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
6206,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
6207,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
6208,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
6209,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
6210,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
6211,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
6212,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
6213,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6214,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
6215,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
6216,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
6217,Water,Water,Wetland,Water,Wetland,Water,Water,Water
6218,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
6219,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
6220,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
6221,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
6222,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
6223,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
6224,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Grassland
6225,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
6226,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6227,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
6228,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
6229,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
6230,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
6231,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
6232,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
6233,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
6234,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
6235,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
6236,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
6237,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6238,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
6239,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
6240,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
6241,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
6242,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
6243,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
6244,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
6245,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
6246,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6247,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
6248,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6249,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6250,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6251,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
6252,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
6253,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
6254,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
6255,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
6256,Water,Water,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
6257,Water,Water,Built-up,Water,Non_Wetland,Bareland,Shrubland,Grassland
6258,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
6259,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
6260,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
6261,Water,Water,Water,NULL,Water,NULL,NULL,Water
6262,Water,Water,Water,NULL,Water,NULL,NULL,Forest
6263,Water,Water,Water,NULL,Water,NULL,Grassland,Water
6264,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
6265,Water,Water,Water,NULL,Water,NULL,Wetland,Water
6266,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
6267,Water,Water,Water,NULL,Water,NULL,Water,Grassland
6268,Water,Water,Water,NULL,Water,NULL,Water,Water
6269,Water,Water,Water,NULL,Water,NULL,Water,Forest
6270,Water,Water,Water,NULL,Water,NULL,Forest,Water
6271,Water,Water,Water,NULL,Water,NULL,Forest,Forest
6272,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
6273,Water,Water,Water,NULL,Water,Shrubland,NULL,Forest
6274,Water,Water,Water,NULL,Water,Shrubland,Grassland,Forest
6275,Water,Water,Water,NULL,Water,Shrubland,Wetland,Forest
6276,Water,Water,Water,NULL,Water,Shrubland,Water,Water
6277,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
6278,Water,Water,Water,NULL,Water,Shrubland,Forest,Water
6279,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
6280,Water,Water,Water,NULL,Water,Grassland,NULL,Water
6281,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
6282,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
6283,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
6284,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
6285,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
6286,Water,Water,Water,NULL,Water,Grassland,Water,Water
6287,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
6288,Water,Water,Water,NULL,Water,Wetland,NULL,Bareland
6289,Water,Water,Water,NULL,Water,Wetland,NULL,Water
6290,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
6291,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
6292,Water,Water,Water,NULL,Water,Wetland,Grassland,Bareland
6293,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
6294,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
6295,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
6296,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
6297,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
6298,Water,Water,Water,NULL,Water,Wetland,Water,Water
6299,Water,Water,Water,NULL,Water,Wetland,Water,Forest
6300,Water,Water,Water,NULL,Water,Wetland,Forest,Water
6301,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
6302,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
6303,Water,Water,Water,NULL,Water,Bareland,NULL,Cropland
6304,Water,Water,Water,NULL,Water,Bareland,NULL,Bareland
6305,Water,Water,Water,NULL,Water,Bareland,NULL,Water
6306,Water,Water,Water,NULL,Water,Bareland,NULL,Forest
6307,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
6308,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
6309,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
6310,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
6311,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
6312,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
6313,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
6314,Water,Water,Water,NULL,Water,Bareland,Water,Water
6315,Water,Water,Water,NULL,Water,Bareland,Forest,Grassland
6316,Water,Water,Water,NULL,Water,Bareland,Forest,Water
6317,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
6318,Water,Water,Water,NULL,Water,Built-up,Water,Grassland
6319,Water,Water,Water,NULL,Water,Water,NULL,Grassland
6320,Water,Water,Water,NULL,Water,Water,NULL,Cropland
6321,Water,Water,Water,NULL,Water,Water,NULL,Wetland
6322,Water,Water,Water,NULL,Water,Water,NULL,Bareland
6323,Water,Water,Water,NULL,Water,Water,NULL,Water
6324,Water,Water,Water,NULL,Water,Water,NULL,Forest
6325,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
6326,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
6327,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
6328,Water,Water,Water,NULL,Water,Water,Grassland,Water
6329,Water,Water,Water,NULL,Water,Water,Grassland,Forest
6330,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
6331,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
6332,Water,Water,Water,NULL,Water,Water,Wetland,Water
6333,Water,Water,Water,NULL,Water,Water,Wetland,Forest
6334,Water,Water,Water,NULL,Water,Water,Water,Grassland
6335,Water,Water,Water,NULL,Water,Water,Water,Wetland
6336,Water,Water,Water,NULL,Water,Water,Water,Bareland
6337,Water,Water,Water,NULL,Water,Water,Water,Water
6338,Water,Water,Water,NULL,Water,Water,Water,Forest
6339,Water,Water,Water,NULL,Water,Water,Forest,Grassland
6340,Water,Water,Water,NULL,Water,Water,Forest,Wetland
6341,Water,Water,Water,NULL,Water,Water,Forest,Water
6342,Water,Water,Water,NULL,Water,Water,Forest,Forest
6343,Water,Water,Water,NULL,Water,Forest,NULL,Water
6344,Water,Water,Water,NULL,Water,Forest,NULL,Forest
6345,Water,Water,Water,NULL,Water,Forest,Wetland,Water
6346,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
6347,Water,Water,Water,NULL,Water,Forest,Water,Grassland
6348,Water,Water,Water,NULL,Water,Forest,Water,Water
6349,Water,Water,Water,NULL,Water,Forest,Water,Forest
6350,Water,Water,Water,NULL,Water,Forest,Forest,Water
6351,Water,Water,Water,NULL,Water,Forest,Forest,Forest
6352,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
6353,Water,Water,Water,Non_Water,Water,NULL,Water,Water
6354,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
6355,Water,Water,Water,Non_Water,Water,Wetland,NULL,Grassland
6356,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
6357,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
6358,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
6359,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
6360,Water,Water,Water,Non_Water,Water,Wetland,Forest,Grassland
6361,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
6362,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
6363,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
6364,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
6365,Water,Water,Water,Non_Water,Water,Water,NULL,Water
6366,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
6367,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
6368,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
6369,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
6370,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
6371,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
6372,Water,Water,Water,Non_Water,Water,Water,Water,Water
6373,Water,Water,Water,Non_Water,Water,Water,Water,Forest
6374,Water,Water,Water,Non_Water,Water,Water,Forest,Wetland
6375,Water,Water,Water,Non_Water,Water,Water,Forest,Water
6376,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
6377,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
6378,Water,Water,Water,Water,Water,NULL,NULL,Forest
6379,Water,Water,Water,Water,Water,NULL,Grassland,Forest
6380,Water,Water,Water,Water,Water,NULL,Wetland,Forest
6381,Water,Water,Water,Water,Water,NULL,Water,Water
6382,Water,Water,Water,Water,Water,NULL,Water,Forest
6383,Water,Water,Water,Water,Water,NULL,Forest,Forest
6384,Water,Water,Water,Water,Water,Shrubland,NULL,Grassland
6385,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
6386,Water,Water,Water,Water,Water,Shrubland,Water,Forest
6387,Water,Water,Water,Water,Water,Shrubland,Forest,Forest
6388,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
6389,Water,Water,Water,Water,Water,Grassland,NULL,Forest
6390,Water,Water,Water,Water,Water,Grassland,Water,Grassland
6391,Water,Water,Water,Water,Water,Grassland,Water,Water
6392,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
6393,Water,Water,Water,Water,Water,Wetland,NULL,Water
6394,Water,Water,Water,Water,Water,Wetland,NULL,Forest
6395,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
6396,Water,Water,Water,Water,Water,Wetland,Water,Grassland
6397,Water,Water,Water,Water,Water,Wetland,Water,Water
6398,Water,Water,Water,Water,Water,Wetland,Water,Forest
6399,Water,Water,Water,Water,Water,Wetland,Forest,Water
6400,Water,Water,Water,Water,Water,Wetland,Forest,Forest
6401,Water,Water,Water,Water,Water,Bareland,NULL,Grassland
6402,Water,Water,Water,Water,Water,Bareland,NULL,Water
6403,Water,Water,Water,Water,Water,Bareland,NULL,Forest
6404,Water,Water,Water,Water,Water,Bareland,Wetland,Water
6405,Water,Water,Water,Water,Water,Bareland,Water,Grassland
6406,Water,Water,Water,Water,Water,Bareland,Water,Bareland
6407,Water,Water,Water,Water,Water,Bareland,Water,Water
6408,Water,Water,Water,Water,Water,Bareland,Water,Forest
6409,Water,Water,Water,Water,Water,Built-up,Water,Water
6410,Water,Water,Water,Water,Water,Water,NULL,Grassland
6411,Water,Water,Water,Water,Water,Water,NULL,Wetland
6412,Water,Water,Water,Water,Water,Water,NULL,Bareland
6413,Water,Water,Water,Water,Water,Water,NULL,Water
6414,Water,Water,Water,Water,Water,Water,NULL,Forest
6415,Water,Water,Water,Water,Water,Water,Shrubland,Water
6416,Water,Water,Water,Water,Water,Water,Shrubland,Forest
6417,Water,Water,Water,Water,Water,Water,Grassland,Grassland
6418,Water,Water,Water,Water,Water,Water,Grassland,Water
6419,Water,Water,Water,Water,Water,Water,Wetland,Grassland
6420,Water,Water,Water,Water,Water,Water,Wetland,Wetland
6421,Water,Water,Water,Water,Water,Water,Wetland,Bareland
6422,Water,Water,Water,Water,Water,Water,Wetland,Water
6423,Water,Water,Water,Water,Water,Water,Wetland,Forest
6424,Water,Water,Water,Water,Water,Water,Water,Grassland
6425,Water,Water,Water,Water,Water,Water,Water,Wetland
6426,Water,Water,Water,Water,Water,Water,Water,Bareland
6427,Water,Water,Water,Water,Water,Water,Water,Water
6428,Water,Water,Water,Water,Water,Water,Water,Forest
6429,Water,Water,Water,Water,Water,Water,Forest,Grassland
6430,Water,Water,Water,Water,Water,Water,Forest,Wetland
6431,Water,Water,Water,Water,Water,Water,Forest,Water
6432,Water,Water,Water,Water,Water,Water,Forest,Forest
6433,Water,Water,Water,Water,Water,Forest,NULL,Forest
6434,Water,Water,Water,Water,Water,Forest,Grassland,Forest
6435,Water,Water,Water,Water,Water,Forest,Water,Water
6436,Water,Water,Water,Water,Water,Forest,Water,Forest
6437,Water,Water,Water,Water,Water,Forest,Forest,Forest
6438,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6439,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6440,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
6441,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6442,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6443,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6444,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
6445,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6446,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6447,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6448,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
6449,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
6450,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
6451,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6452,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6453,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6454,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6455,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6456,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
6457,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6458,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6459,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6460,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6461,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
6462,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6463,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6464,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6465,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6466,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6467,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6468,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6469,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6470,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6471,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6472,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6473,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6474,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6475,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6476,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6477,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6478,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
6479,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6480,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6481,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6482,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6483,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
