Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNF_M_R
3759,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3760,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
3761,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3762,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3763,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3764,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3765,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3766,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3767,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3768,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3769,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3770,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3771,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3772,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3773,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3774,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3775,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3776,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
3777,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3778,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3779,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3780,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3781,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3782,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3783,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3784,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3785,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3786,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3787,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3788,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3789,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3790,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3791,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3792,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3793,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3794,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3795,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3796,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
3797,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3798,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
3799,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3800,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3801,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3802,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3803,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3804,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3805,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3806,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3807,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3808,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3809,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3810,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3811,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3812,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3813,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3814,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3815,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3816,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3817,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3818,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3819,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
3820,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3821,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
3822,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3823,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3824,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3825,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3826,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3827,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3828,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3829,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3830,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3831,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
3832,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3833,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
3834,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
3835,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3836,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
3837,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
3838,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3839,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
3840,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3841,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3842,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3843,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3844,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
3845,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3846,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3847,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3848,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
3849,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3850,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3851,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3852,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3853,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3854,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3855,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
3856,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3857,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
3858,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3859,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3860,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3861,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3862,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3863,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3864,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
3865,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3866,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3867,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3868,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3869,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
3870,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3871,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
3872,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3873,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3874,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3875,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3876,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3877,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
3878,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3879,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
3880,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
3881,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
3882,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
3883,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
3884,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
3885,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
3886,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
3887,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3888,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
3889,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3890,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
3891,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
3892,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3893,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
3894,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
3895,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
3896,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
3897,Forest,NULL,Water,Water,Water,NULL,NULL,Water
3898,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
3899,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3900,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3901,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3902,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3903,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3904,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3905,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3906,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3907,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3908,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3909,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3910,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3911,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3912,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3913,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3914,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
3915,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3916,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3917,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3918,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
3919,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
3920,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3921,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3922,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3923,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3924,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3925,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3926,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3927,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3928,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3929,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3930,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3931,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3932,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3933,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3934,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
3935,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3936,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3937,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3938,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3939,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3940,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3941,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3942,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3943,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3944,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3945,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3946,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3947,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3948,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3949,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3950,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3951,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3952,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3953,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3954,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3955,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3956,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3957,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3958,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3959,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3960,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3961,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3962,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3963,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3964,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3965,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3966,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
3967,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3968,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3969,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3970,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3971,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3972,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3973,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3974,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3975,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3976,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3977,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3978,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3979,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3980,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3981,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3982,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3983,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3984,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
3985,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3986,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
3987,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3988,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
3989,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3990,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3991,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
3992,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
3993,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3994,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3995,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3996,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3997,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3998,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3999,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4000,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
4001,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
4002,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
4003,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
4004,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
4005,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
4006,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
4007,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
4008,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
4009,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
4010,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4011,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4012,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
4013,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4014,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4015,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4016,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
4017,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4018,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4019,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4020,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
4021,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
4022,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4023,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4024,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4025,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
4026,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4027,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4028,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4029,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
4030,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
4031,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
4032,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
4033,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
4034,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
4035,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
4036,Forest,Cropland,Water,NULL,Water,NULL,NULL,Built-up
4037,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
4038,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
4039,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
4040,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
4041,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
4042,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
4043,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
4044,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
4045,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
4046,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
4047,Forest,Cropland,Water,Water,Water,NULL,NULL,Cropland
4048,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
4049,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
4050,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
4051,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4052,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4053,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4054,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4055,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4056,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4057,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4058,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4059,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4060,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4061,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4062,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4063,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4064,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4065,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
4066,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4067,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
4068,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
4069,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4070,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4071,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4072,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4073,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4074,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4075,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4076,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4077,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4078,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4079,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4080,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4081,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4082,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4083,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4084,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
4085,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4086,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4087,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4088,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4089,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4090,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4091,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4092,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4093,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4094,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
4095,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4096,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
4097,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
4098,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
