Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRT_M_R
8751,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8752,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8753,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8754,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8755,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
8756,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8757,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8758,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
8759,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8760,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8761,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8762,Forest,NULL,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
8763,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
8764,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
8765,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
8766,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
8767,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8768,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
8769,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
8770,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
8771,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8772,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8773,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8774,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
8775,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
8776,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
8777,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
8778,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
8779,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
8780,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
8781,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest,Forest
8782,Forest,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
8783,Forest,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
8784,Forest,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
8785,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8786,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
8787,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
8788,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Forest
8789,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
8790,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
8791,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
8792,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
8793,Forest,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
8794,Forest,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
8795,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
8796,Forest,NULL,NULL,Water,Non_Wetland,Forest,NULL,Forest
8797,Forest,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
8798,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
8799,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8800,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8801,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8802,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8803,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8804,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8805,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8806,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8807,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8808,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8809,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8810,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8811,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8812,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8813,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
8814,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8815,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8816,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8817,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
8818,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8819,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8820,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
8821,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
8822,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8823,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8824,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
8825,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8826,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8827,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
8828,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8829,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8830,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8831,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
8832,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
8833,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8834,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8835,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8836,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8837,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8838,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8839,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8840,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8841,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8842,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8843,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8844,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8845,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8846,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8847,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8848,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8849,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8850,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8851,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8852,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8853,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
8854,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8855,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8856,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8857,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8858,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8859,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8860,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8861,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8862,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8863,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
8864,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8865,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8866,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
8867,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8868,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8869,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8870,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8871,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8872,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
8873,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
8874,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
8875,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8876,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8877,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
8878,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8879,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8880,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8881,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8882,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8883,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8884,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8885,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8886,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8887,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8888,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8889,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8890,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8891,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8892,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8893,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8894,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8895,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8896,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8897,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8898,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8899,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8900,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8901,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8902,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8903,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
8904,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8905,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8906,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8907,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8908,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8909,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8910,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
8911,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
8912,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
8913,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
8914,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8915,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8916,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8917,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
8918,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
8919,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8920,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8921,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8922,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
8923,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
8924,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8925,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
8926,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
8927,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8928,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8929,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8930,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
8931,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8932,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8933,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8934,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8935,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8936,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
8937,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8938,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8939,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8940,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8941,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
8942,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8943,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8944,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
8945,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8946,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
8947,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
8948,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
8949,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
8950,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8951,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8952,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8953,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8954,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8955,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
8956,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
8957,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
8958,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
8959,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8960,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
8961,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8962,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
8963,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8964,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
8965,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
8966,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
8967,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
8968,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8969,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
8970,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8971,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
8972,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
8973,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
8974,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8975,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8976,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8977,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8978,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8979,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8980,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8981,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8982,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
8983,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8984,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8985,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8986,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
8987,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8988,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8989,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8990,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8991,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8992,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8993,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8994,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8995,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8996,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8997,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8998,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8999,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
9000,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9001,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9002,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
9003,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
9004,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
9005,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
9006,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9007,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9008,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
9009,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
9010,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9011,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9012,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
9013,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
9014,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
9015,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9016,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
9017,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
9018,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
9019,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
9020,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
9021,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
9022,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
9023,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
9024,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
9025,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
9026,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
9027,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
9028,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
9029,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
9030,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
9031,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9032,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9033,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9034,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
9035,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9036,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
9037,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
9038,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
9039,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
9040,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
9041,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
9042,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
9043,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
9044,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
9045,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
9046,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
9047,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
9048,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
9049,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
9050,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
9051,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
9052,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9053,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
9054,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9055,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9056,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9057,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9058,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
9059,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9060,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9061,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Bareland
9062,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9063,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
9064,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9065,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9066,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9067,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9068,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9069,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9070,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9071,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9072,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9073,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
9074,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9075,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9076,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
