Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMF_M_R
7413,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
7414,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7415,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7416,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
7417,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
7418,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
7419,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
7420,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
7421,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7422,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
7423,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7424,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7425,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7426,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7427,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7428,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
7429,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
7430,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7431,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7432,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
7433,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
7434,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7435,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
7436,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
7437,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7438,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
7439,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7440,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7441,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7442,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
7443,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7444,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7445,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
7446,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
7447,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
7448,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
7449,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
7450,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
7451,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
7452,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
7453,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
7454,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
7455,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7456,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
7457,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
7458,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
7459,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
7460,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
7461,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7462,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
7463,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
7464,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
7465,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7466,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Cropland
7467,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7468,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7469,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7470,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7471,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7472,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7473,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7474,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7475,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7476,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7477,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7478,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
7479,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7480,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7481,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
7482,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7483,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7484,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7485,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
7486,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
7487,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7488,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
7489,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
7490,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7491,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7492,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7493,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7494,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
7495,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7496,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7497,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7498,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7499,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7500,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7501,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7502,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7503,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
7504,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
7505,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Bareland
7506,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7507,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7508,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7509,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7510,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7511,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7512,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7513,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7514,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7515,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7516,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
7517,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7518,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7519,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7520,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
7521,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
7522,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
7523,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
7524,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
7525,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
7526,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
7527,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
7528,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7529,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
7530,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7531,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7532,Water,Water,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
7533,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7534,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
7535,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
7536,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
7537,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
7538,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
7539,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7540,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
7541,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
7542,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
7543,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
7544,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7545,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7546,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7547,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
7548,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7549,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
7550,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7551,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7552,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
7553,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
7554,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7555,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7556,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7557,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
7558,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
7559,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
7560,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
7561,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
7562,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
7563,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
7564,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7565,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7566,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
7567,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7568,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
7569,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7570,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
7571,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
7572,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
7573,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
7574,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Bareland
7575,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
7576,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
7577,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
7578,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7579,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
7580,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
7581,Water,Water,Bareland,Water,Non_Wetland,Bareland,Shrubland,Water
7582,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
7583,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7584,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7585,Water,Water,Water,NULL,Water,NULL,NULL,NULL
7586,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
7587,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
7588,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
7589,Water,Water,Water,NULL,Water,NULL,NULL,Water
7590,Water,Water,Water,NULL,Water,NULL,NULL,Forest
7591,Water,Water,Water,NULL,Water,NULL,Shrubland,Grassland
7592,Water,Water,Water,NULL,Water,NULL,Shrubland,Bareland
7593,Water,Water,Water,NULL,Water,NULL,Water,Grassland
7594,Water,Water,Water,NULL,Water,NULL,Water,Cropland
7595,Water,Water,Water,NULL,Water,NULL,Water,Bareland
7596,Water,Water,Water,NULL,Water,NULL,Water,Water
7597,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
7598,Water,Water,Water,NULL,Water,Shrubland,NULL,Water
7599,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
7600,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
7601,Water,Water,Water,NULL,Water,Shrubland,Water,Water
7602,Water,Water,Water,NULL,Water,Cropland,NULL,Bareland
7603,Water,Water,Water,NULL,Water,Cropland,Water,Water
7604,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
7605,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
7606,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
7607,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
7608,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
7609,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
7610,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
7611,Water,Water,Water,NULL,Water,Wetland,Water,Water
7612,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
7613,Water,Water,Water,NULL,Water,Bareland,NULL,Bareland
7614,Water,Water,Water,NULL,Water,Bareland,NULL,Water
7615,Water,Water,Water,NULL,Water,Bareland,Shrubland,NULL
7616,Water,Water,Water,NULL,Water,Bareland,Shrubland,Grassland
7617,Water,Water,Water,NULL,Water,Bareland,Shrubland,Wetland
7618,Water,Water,Water,NULL,Water,Bareland,Shrubland,Bareland
7619,Water,Water,Water,NULL,Water,Bareland,Shrubland,Water
7620,Water,Water,Water,NULL,Water,Bareland,Wetland,NULL
7621,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
7622,Water,Water,Water,NULL,Water,Bareland,Wetland,Wetland
7623,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
7624,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
7625,Water,Water,Water,NULL,Water,Bareland,Water,NULL
7626,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
7627,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
7628,Water,Water,Water,NULL,Water,Bareland,Water,Water
7629,Water,Water,Water,NULL,Water,Bareland,Water,Forest
7630,Water,Water,Water,NULL,Water,Water,NULL,Cropland
7631,Water,Water,Water,NULL,Water,Water,NULL,Bareland
7632,Water,Water,Water,NULL,Water,Water,NULL,Water
7633,Water,Water,Water,NULL,Water,Water,Shrubland,NULL
7634,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
7635,Water,Water,Water,NULL,Water,Water,Shrubland,Cropland
7636,Water,Water,Water,NULL,Water,Water,Shrubland,Wetland
7637,Water,Water,Water,NULL,Water,Water,Shrubland,Bareland
7638,Water,Water,Water,NULL,Water,Water,Shrubland,Water
7639,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
7640,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
7641,Water,Water,Water,NULL,Water,Water,Wetland,Water
7642,Water,Water,Water,NULL,Water,Water,Bareland,Water
7643,Water,Water,Water,NULL,Water,Water,Water,Grassland
7644,Water,Water,Water,NULL,Water,Water,Water,Cropland
7645,Water,Water,Water,NULL,Water,Water,Water,Wetland
7646,Water,Water,Water,NULL,Water,Water,Water,Bareland
7647,Water,Water,Water,NULL,Water,Water,Water,Water
7648,Water,Water,Water,NULL,Water,Water,Forest,Water
7649,Water,Water,Water,Non_Water,Water,Wetland,Shrubland,Grassland
7650,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
7651,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
7652,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
7653,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
7654,Water,Water,Water,Non_Water,Water,Bareland,Shrubland,Wetland
7655,Water,Water,Water,Non_Water,Water,Bareland,Shrubland,Water
7656,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Wetland
7657,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
7658,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
7659,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
7660,Water,Water,Water,Non_Water,Water,Water,Shrubland,NULL
7661,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
7662,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
7663,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
7664,Water,Water,Water,Non_Water,Water,Water,Water,Water
7665,Water,Water,Water,Water,Water,NULL,NULL,Grassland
7666,Water,Water,Water,Water,Water,NULL,NULL,Bareland
7667,Water,Water,Water,Water,Water,NULL,NULL,Water
7668,Water,Water,Water,Water,Water,NULL,Water,Grassland
7669,Water,Water,Water,Water,Water,NULL,Water,Bareland
7670,Water,Water,Water,Water,Water,NULL,Water,Water
7671,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
7672,Water,Water,Water,Water,Water,Shrubland,Wetland,Water
7673,Water,Water,Water,Water,Water,Shrubland,Wetland,Forest
7674,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
7675,Water,Water,Water,Water,Water,Shrubland,Water,Water
7676,Water,Water,Water,Water,Water,Shrubland,Water,Forest
7677,Water,Water,Water,Water,Water,Cropland,Water,Water
7678,Water,Water,Water,Water,Water,Wetland,Shrubland,Water
7679,Water,Water,Water,Water,Water,Wetland,Wetland,Water
7680,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
7681,Water,Water,Water,Water,Water,Wetland,Water,Wetland
7682,Water,Water,Water,Water,Water,Wetland,Water,Water
7683,Water,Water,Water,Water,Water,Bareland,NULL,Water
7684,Water,Water,Water,Water,Water,Bareland,Shrubland,NULL
7685,Water,Water,Water,Water,Water,Bareland,Shrubland,Water
7686,Water,Water,Water,Water,Water,Bareland,Shrubland,Forest
7687,Water,Water,Water,Water,Water,Bareland,Wetland,NULL
7688,Water,Water,Water,Water,Water,Bareland,Wetland,Water
7689,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
7690,Water,Water,Water,Water,Water,Bareland,Water,Wetland
7691,Water,Water,Water,Water,Water,Bareland,Water,Bareland
7692,Water,Water,Water,Water,Water,Bareland,Water,Water
7693,Water,Water,Water,Water,Water,Water,NULL,Grassland
7694,Water,Water,Water,Water,Water,Water,NULL,Water
7695,Water,Water,Water,Water,Water,Water,Shrubland,Grassland
7696,Water,Water,Water,Water,Water,Water,Shrubland,Cropland
7697,Water,Water,Water,Water,Water,Water,Shrubland,Water
7698,Water,Water,Water,Water,Water,Water,Wetland,Water
7699,Water,Water,Water,Water,Water,Water,Water,Grassland
7700,Water,Water,Water,Water,Water,Water,Water,Wetland
7701,Water,Water,Water,Water,Water,Water,Water,Bareland
7702,Water,Water,Water,Water,Water,Water,Water,Water
7703,Water,Water,Water,Water,Water,Water,Forest,Water
7704,Water,Water,Water,Water,Water,Forest,Water,Water
7705,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7706,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7707,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7708,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7709,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
7710,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7711,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7712,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7713,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7714,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
7715,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7716,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
7717,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
7718,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
7719,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7720,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7721,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7722,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7723,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
7724,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
7725,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7726,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7727,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7728,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7729,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7730,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7731,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
7732,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7733,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7734,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7735,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7736,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7737,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7738,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7739,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
7740,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7741,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
7742,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
7743,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
7744,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7745,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
7746,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
7747,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
7748,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7749,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
7750,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7751,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Cropland
7752,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
7753,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
7754,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
7755,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
7756,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
7757,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
7758,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
7759,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
7760,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
7761,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
7762,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7763,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
7764,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
7765,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7766,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7767,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
7768,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7769,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7770,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
7771,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
7772,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
7773,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
7774,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7775,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7776,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
7777,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
7778,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7779,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
7780,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
7781,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
7782,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
7783,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
7784,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
7785,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
7786,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
7787,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,NULL
7788,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
7789,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
7790,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
