Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRH_M_R
7185,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7186,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
7187,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7188,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7189,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,NULL
7190,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
7191,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7192,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
7193,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7194,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7195,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7196,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
7197,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
7198,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
7199,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7200,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7201,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
7202,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
7203,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
7204,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7205,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7206,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7207,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7208,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7209,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
7210,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
7211,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
7212,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7213,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
7214,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7215,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7216,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7217,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7218,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7219,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
7220,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7221,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
7222,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
7223,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7224,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
7225,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
7226,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
7227,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
7228,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7229,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7230,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7231,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7232,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
7233,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7234,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
7235,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
7236,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
7237,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
7238,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
7239,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7240,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7241,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7242,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7243,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
7244,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
7245,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
7246,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
7247,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
7248,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
7249,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
7250,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
7251,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
7252,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
7253,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
7254,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
7255,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
7256,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
7257,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
7258,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7259,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
7260,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
7261,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
7262,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
7263,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
7264,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
7265,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
7266,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
7267,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7268,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7269,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7270,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7271,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
7272,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7273,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7274,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7275,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7276,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
7277,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7278,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7279,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7280,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7281,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7282,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7283,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7284,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
7285,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7286,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
7287,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7288,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
7289,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7290,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7291,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7292,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
7293,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7294,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7295,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7296,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7297,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7298,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7299,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
7300,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7301,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Water
7302,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
7303,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
7304,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
7305,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7306,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7307,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7308,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7309,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7310,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7311,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7312,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7313,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
7314,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7315,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
7316,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
7317,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
7318,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
7319,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
7320,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
7321,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7322,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
7323,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7324,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,NULL
7325,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7326,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
7327,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7328,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7329,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7330,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
7331,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7332,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
7333,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7334,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7335,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
7336,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
7337,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
7338,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7339,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
7340,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
7341,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
7342,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Water
7343,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7344,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
7345,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7346,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
7347,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
7348,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
7349,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
7350,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
7351,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7352,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
7353,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7354,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7355,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7356,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
7357,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
7358,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
7359,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
7360,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
7361,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Forest
7362,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
7363,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
7364,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
7365,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
7366,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
7367,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Forest,Wetland
7368,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Forest,Water
7369,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
7370,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
7371,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
7372,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Cropland
7373,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
7374,Water,Water,Cropland,Water,Non_Wetland,Water,Water,NULL
7375,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
7376,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
7377,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7378,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
7379,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
7380,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
7381,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
7382,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,NULL
7383,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
7384,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
7385,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
7386,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
7387,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
7388,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
7389,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
7390,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
7391,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
7392,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
7393,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
7394,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7395,Water,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Water
7396,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
7397,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
7398,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
7399,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
7400,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,NULL
7401,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
7402,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7403,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
7404,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
7405,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Water
7406,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
7407,Water,Water,Wetland,NULL,Wetland,Water,NULL,Cropland
7408,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
7409,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
7410,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
7411,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
7412,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Cropland
7413,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
7414,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
7415,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7416,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
7417,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7418,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
7419,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
7420,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
7421,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
7422,Water,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Bareland
7423,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
7424,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7425,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7426,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
7427,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
7428,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
7429,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
7430,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
7431,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
7432,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
7433,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
7434,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
7435,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
7436,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
7437,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
7438,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Wetland
7439,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
7440,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7441,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7442,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7443,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
7444,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
7445,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
7446,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
7447,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
7448,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
7449,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Forest
7450,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
7451,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7452,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
7453,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7454,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7455,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7456,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,NULL
7457,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
7458,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
7459,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7460,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7461,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
7462,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
7463,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
7464,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
7465,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
7466,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
7467,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
7468,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
7469,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
7470,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
7471,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
7472,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
7473,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
7474,Water,Water,Wetland,Water,Wetland,Bareland,Water,NULL
7475,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
7476,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
7477,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
7478,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
7479,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
7480,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7481,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
7482,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
7483,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
7484,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
7485,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7486,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
7487,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Forest,Water
7488,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
7489,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
7490,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7491,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
7492,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
7493,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7494,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7495,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Wetland
7496,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Wetland
7497,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
7498,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
7499,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
7500,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
7501,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
7502,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
7503,Water,Water,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
7504,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7505,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7506,Water,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
7507,Water,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Water
7508,Water,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
7509,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
7510,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7511,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
7512,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7513,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
7514,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7515,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7516,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7517,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
7518,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Forest,Wetland
7519,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
7520,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,NULL
7521,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Wetland
7522,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Forest
7523,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
7524,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Wetland
7525,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
7526,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
7527,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
7528,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7529,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
7530,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
7531,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
7532,Water,Water,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
7533,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7534,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7535,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,NULL
7536,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Forest,NULL
7537,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
