Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPK_M_R
1044,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1045,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1046,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1047,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1048,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1050,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1051,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1052,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1053,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1054,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1055,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1056,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1057,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1059,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1060,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1061,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1062,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1063,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1064,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1065,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
