Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCF_M_R
11629,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
11630,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
11631,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
11632,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
11633,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
11634,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
11635,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
11636,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
11637,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
11638,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
11639,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
11640,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
11641,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
11642,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
11643,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
11644,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
11645,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
11646,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
11647,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
11648,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
11649,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
11650,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
11651,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
11652,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
11653,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
11654,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
11655,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11656,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
11657,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
11658,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11659,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
11660,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
11661,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
11662,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
11663,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
11664,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
11665,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
11666,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
11667,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
11668,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
11669,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
11670,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
11671,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11672,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
11673,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
11674,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
11675,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
11676,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
11677,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
11678,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
11679,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
11680,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
11681,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
11682,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
11683,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
11684,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
11685,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
11686,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
11687,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
11688,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
11689,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
11690,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
11691,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
11692,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
11693,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
11694,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
11695,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
11696,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
11697,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
11698,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
11699,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
11700,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
11701,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
11702,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
11703,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
11704,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
11705,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
11706,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11707,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11708,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Water
11709,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
11710,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
11711,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
11712,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
11713,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
11714,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11715,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11716,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
11717,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
11718,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
11719,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
11720,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
11721,Forest,Water,Water,NULL,Water,NULL,Water,Water
11722,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
11723,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
11724,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
11725,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
11726,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
11727,Forest,Water,Water,NULL,Water,Wetland,Water,Water
11728,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
11729,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
11730,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
11731,Forest,Water,Water,NULL,Water,Bareland,NULL,Water
11732,Forest,Water,Water,NULL,Water,Bareland,NULL,Forest
11733,Forest,Water,Water,NULL,Water,Bareland,Shrubland,Water
11734,Forest,Water,Water,NULL,Water,Bareland,Shrubland,Forest
11735,Forest,Water,Water,NULL,Water,Bareland,Wetland,Bareland
11736,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
11737,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
11738,Forest,Water,Water,NULL,Water,Bareland,Water,Water
11739,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
11740,Forest,Water,Water,NULL,Water,Bareland,Forest,Bareland
11741,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
11742,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
11743,Forest,Water,Water,NULL,Water,Water,NULL,Water
11744,Forest,Water,Water,NULL,Water,Water,NULL,Forest
11745,Forest,Water,Water,NULL,Water,Water,Shrubland,Water
11746,Forest,Water,Water,NULL,Water,Water,Wetland,Water
11747,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
11748,Forest,Water,Water,NULL,Water,Water,Water,Bareland
11749,Forest,Water,Water,NULL,Water,Water,Water,Water
11750,Forest,Water,Water,NULL,Water,Water,Water,Forest
11751,Forest,Water,Water,NULL,Water,Water,Forest,Water
11752,Forest,Water,Water,NULL,Water,Water,Forest,Forest
11753,Forest,Water,Water,NULL,Water,Forest,NULL,Water
11754,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
11755,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
11756,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
11757,Forest,Water,Water,NULL,Water,Forest,Water,Grassland
11758,Forest,Water,Water,NULL,Water,Forest,Water,Water
11759,Forest,Water,Water,NULL,Water,Forest,Water,Forest
11760,Forest,Water,Water,NULL,Water,Forest,Forest,Water
11761,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
11762,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
11763,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
11764,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
11765,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Water
11766,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
11767,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
11768,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
11769,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
11770,Forest,Water,Water,Non_Water,Water,Bareland,NULL,Forest
11771,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
11772,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
11773,Forest,Water,Water,Non_Water,Water,Bareland,Water,Bareland
11774,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
11775,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
11776,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Water
11777,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Forest
11778,Forest,Water,Water,Non_Water,Water,Water,Shrubland,Water
11779,Forest,Water,Water,Non_Water,Water,Water,Water,Water
11780,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
11781,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
11782,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
11783,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
11784,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
11785,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
11786,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
11787,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
11788,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
11789,Forest,Water,Water,Water,Water,NULL,Water,Forest
11790,Forest,Water,Water,Water,Water,NULL,Forest,Forest
11791,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
11792,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
11793,Forest,Water,Water,Water,Water,Wetland,Water,Water
11794,Forest,Water,Water,Water,Water,Wetland,Water,Forest
11795,Forest,Water,Water,Water,Water,Wetland,Forest,Water
11796,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
11797,Forest,Water,Water,Water,Water,Bareland,NULL,Water
11798,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
11799,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
11800,Forest,Water,Water,Water,Water,Bareland,Water,Bareland
11801,Forest,Water,Water,Water,Water,Bareland,Water,Water
11802,Forest,Water,Water,Water,Water,Bareland,Water,Forest
11803,Forest,Water,Water,Water,Water,Bareland,Forest,Water
11804,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
11805,Forest,Water,Water,Water,Water,Water,Wetland,Forest
11806,Forest,Water,Water,Water,Water,Water,Water,Water
11807,Forest,Water,Water,Water,Water,Water,Water,Forest
11808,Forest,Water,Water,Water,Water,Water,Forest,Water
11809,Forest,Water,Water,Water,Water,Water,Forest,Forest
11810,Forest,Water,Water,Water,Water,Forest,Wetland,Water
11811,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
11812,Forest,Water,Water,Water,Water,Forest,Water,Water
11813,Forest,Water,Water,Water,Water,Forest,Water,Forest
11814,Forest,Water,Water,Water,Water,Forest,Forest,Water
11815,Forest,Water,Water,Water,Water,Forest,Forest,Forest
11816,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11817,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
11818,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11819,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
11820,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11821,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11822,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11823,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
11824,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11825,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
11826,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11827,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
11828,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
11829,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
11830,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11831,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11832,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11833,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11834,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11835,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11836,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
11837,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11838,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
11839,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
11840,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11841,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
11842,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11843,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
11844,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11845,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
11846,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11847,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
11848,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11849,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11850,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
11851,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11852,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
11853,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11854,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
11855,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
11856,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11857,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
11858,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11859,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11860,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
11861,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11862,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11863,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
11864,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
11865,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
11866,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
11867,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11868,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
11869,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
11870,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
11871,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11872,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
11873,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
11874,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11875,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Water,Forest
11876,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11877,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
11878,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
11879,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11880,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
11881,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
11882,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
11883,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
11884,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,NULL
11885,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11886,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
11887,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11888,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11889,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11890,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11891,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
11892,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
11893,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Bareland
11894,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
11895,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11896,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
11897,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
11898,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
11899,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11900,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
11901,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
11902,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
11903,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
11904,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11905,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
11906,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
11907,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
11908,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
11909,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
11910,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
11911,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11912,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
11913,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
11914,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Bareland
11915,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
11916,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
11917,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
11918,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
11919,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11920,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
11921,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
11922,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11923,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
11924,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
11925,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
11926,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11927,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
11928,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11929,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
11930,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
11931,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
11932,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
11933,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
11934,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,NULL
11935,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
11936,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
11937,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
11938,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
11939,Forest,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,NULL
11940,Forest,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
11941,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
11942,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
11943,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
11944,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
11945,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
11946,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
11947,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
11948,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
11949,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
11950,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
11951,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
11952,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
11953,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
11954,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
11955,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
11956,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
11957,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11958,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11959,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11960,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
11961,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
11962,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
11963,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11964,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11965,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11966,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
11967,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
11968,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11969,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11970,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11971,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
11972,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11973,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
11974,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11975,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
11976,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11977,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
11978,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11979,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11980,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11981,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
11982,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11983,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
11984,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
11985,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11986,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11987,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11988,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
11989,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
11990,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11991,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11992,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11993,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11994,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11995,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11996,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11997,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11998,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11999,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
