Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R
1587,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1588,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
1589,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1590,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1591,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
1592,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
1593,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1594,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1595,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water
1596,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1597,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1598,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1599,Bareland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1600,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
1601,Bareland,Wetland,Wetland,Water,Wetland,NULL,Forest
1602,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Water
1603,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1604,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
1605,Bareland,Wetland,Water,NULL,Water,NULL,Grassland
1606,Bareland,Wetland,Water,NULL,Water,NULL,Bareland
1607,Bareland,Wetland,Water,NULL,Water,NULL,Water
1608,Bareland,Wetland,Water,NULL,Water,NULL,Forest
1609,Bareland,Wetland,Water,Non_Water,Water,NULL,Forest
1610,Bareland,Wetland,Water,Water,Water,NULL,Grassland
1611,Bareland,Wetland,Water,Water,Water,NULL,Bareland
1612,Bareland,Wetland,Water,Water,Water,NULL,Water
1613,Bareland,Wetland,Water,Water,Water,NULL,Forest
1614,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1615,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1616,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1617,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
1618,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1619,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1620,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1621,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1622,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1623,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1624,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
1625,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1626,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1627,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
1628,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1629,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Forest
1630,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1631,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1632,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
1633,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Water
1634,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1635,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1636,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1637,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1638,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1639,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1640,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1641,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1642,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1643,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1644,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1645,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1646,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1647,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1648,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1649,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1650,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1651,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1652,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
1653,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1654,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1655,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1656,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1657,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1658,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1659,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1660,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
1661,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1662,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1663,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1664,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1665,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1666,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
1667,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1668,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
1669,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1670,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1671,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1672,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1673,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1674,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1675,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1676,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1677,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1678,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1679,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1680,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1681,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1682,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1683,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1684,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1685,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1686,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1687,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up
1688,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1689,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1690,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
1691,Bareland,Bareland,Water,NULL,Water,NULL,Grassland
1692,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
1693,Bareland,Bareland,Water,NULL,Water,NULL,Water
1694,Bareland,Bareland,Water,NULL,Water,NULL,Forest
1695,Bareland,Bareland,Water,Non_Water,Water,NULL,Grassland
1696,Bareland,Bareland,Water,Non_Water,Water,NULL,Bareland
1697,Bareland,Bareland,Water,Non_Water,Water,NULL,Water
1698,Bareland,Bareland,Water,Water,Water,NULL,Grassland
1699,Bareland,Bareland,Water,Water,Water,NULL,Bareland
1700,Bareland,Bareland,Water,Water,Water,NULL,Water
1701,Bareland,Bareland,Water,Water,Water,NULL,Forest
1702,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1703,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland
1704,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1705,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1706,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1707,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1708,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1709,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
1710,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
1711,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1712,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1713,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1714,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1715,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
1716,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
1717,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
1718,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland
1719,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,Bareland
1720,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1721,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1722,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
1723,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1724,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1725,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1726,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
1727,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
1728,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1729,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
1730,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1731,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1732,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1733,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1734,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1735,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
1736,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Water
1737,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1738,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1739,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1740,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1741,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland
1742,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1743,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
1744,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL
1745,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1746,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
1747,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
1748,Bareland,Built-up,Water,Water,Water,NULL,Grassland
1749,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1750,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
1751,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Water
1752,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1753,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Bareland
1754,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Water
1755,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Forest
1756,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland
1757,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1758,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1759,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1760,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1761,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1762,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1763,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1764,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1765,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1766,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1767,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1768,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1769,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1770,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1771,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1772,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1773,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1774,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1775,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1776,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Forest
1777,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1778,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1779,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water
1780,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1781,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1782,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1783,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1784,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1785,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water
1786,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Forest
1787,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
1788,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
1789,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
1790,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
1791,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1792,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
1793,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1794,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
1795,Bareland,Water,Wetland,Water,Wetland,NULL,Water
1796,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
1797,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Bareland
1798,Bareland,Water,Water,NULL,Water,NULL,Grassland
1799,Bareland,Water,Water,NULL,Water,NULL,Bareland
1800,Bareland,Water,Water,NULL,Water,NULL,Water
1801,Bareland,Water,Water,NULL,Water,NULL,Forest
1802,Bareland,Water,Water,Non_Water,Water,NULL,Grassland
1803,Bareland,Water,Water,Non_Water,Water,NULL,Bareland
1804,Bareland,Water,Water,Non_Water,Water,NULL,Water
1805,Bareland,Water,Water,Non_Water,Water,NULL,Forest
1806,Bareland,Water,Water,Water,Water,NULL,Grassland
1807,Bareland,Water,Water,Water,Water,NULL,Bareland
1808,Bareland,Water,Water,Water,Water,NULL,Water
1809,Bareland,Water,Water,Water,Water,NULL,Forest
1810,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1811,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1812,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
1813,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1814,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1815,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
1816,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1817,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1818,Bareland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1819,Bareland,Water,Forest,Water,Non_Wetland,NULL,Bareland
1820,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
1821,Bareland,Water,Forest,Water,Non_Wetland,NULL,Forest
1822,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland
1823,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1824,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest
1825,Bareland,Forest,NULL,Water,Non_Wetland,NULL,Bareland
1826,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1827,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1828,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1829,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1830,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1831,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water
1832,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1833,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1834,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1835,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Water
1836,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1837,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1838,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1839,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1840,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1841,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1842,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Bareland
1843,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Water
1844,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1845,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1846,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1847,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1848,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1849,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1850,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
1851,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
1852,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Water
1853,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1854,Bareland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1855,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
1856,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1857,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland
1858,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1859,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1860,Bareland,Forest,Water,NULL,Water,NULL,Bareland
1861,Bareland,Forest,Water,NULL,Water,NULL,Forest
1862,Bareland,Forest,Water,Water,Water,NULL,Bareland
1863,Bareland,Forest,Water,Water,Water,NULL,Forest
1864,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1865,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1866,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1867,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Water
1868,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1869,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1870,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
1871,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1872,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1873,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1874,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Bareland
1875,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Water
1876,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1877,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1878,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1879,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up
1880,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water
1881,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1882,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1883,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
1884,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water
1885,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
1886,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1887,Water,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1888,Water,NULL,NULL,Water,Non_Wetland,NULL,Water
1889,Water,NULL,NULL,Water,Non_Wetland,NULL,Forest
1890,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1891,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1892,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1893,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1894,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1895,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1896,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1897,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1898,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1899,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1900,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1901,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1902,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1903,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1904,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1905,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1906,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1907,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1908,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1909,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1910,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1911,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1912,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1913,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1914,Water,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1915,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
1916,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1917,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
1918,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1919,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1920,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1921,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1922,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1923,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1924,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
1925,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1926,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1927,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1928,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water
1929,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1930,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1931,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1932,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
1933,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1934,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1935,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1936,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1937,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1938,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1939,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1940,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1941,Water,NULL,Wetland,Water,Wetland,NULL,Water
1942,Water,NULL,Wetland,Water,Wetland,NULL,Forest
1943,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1944,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1945,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1946,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water
1947,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
1948,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1949,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1950,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1951,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1952,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1953,Water,NULL,Water,NULL,Water,NULL,Grassland
1954,Water,NULL,Water,NULL,Water,NULL,Wetland
1955,Water,NULL,Water,NULL,Water,NULL,Bareland
1956,Water,NULL,Water,NULL,Water,NULL,Water
1957,Water,NULL,Water,NULL,Water,NULL,Forest
1958,Water,NULL,Water,Non_Water,Water,NULL,Grassland
1959,Water,NULL,Water,Non_Water,Water,NULL,Bareland
1960,Water,NULL,Water,Non_Water,Water,NULL,Water
1961,Water,NULL,Water,Non_Water,Water,NULL,Forest
1962,Water,NULL,Water,Water,Water,NULL,Grassland
1963,Water,NULL,Water,Water,Water,NULL,Wetland
1964,Water,NULL,Water,Water,Water,NULL,Bareland
1965,Water,NULL,Water,Water,Water,NULL,Water
1966,Water,NULL,Water,Water,Water,NULL,Forest
1967,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL
