Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLJ_M_R
2284,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2285,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2286,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2287,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2288,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2289,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2290,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2291,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2292,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2293,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2294,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2295,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2296,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2297,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2298,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2299,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2300,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2301,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2302,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2303,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2304,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2305,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2306,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2307,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2308,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2309,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2310,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2311,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2312,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2313,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2314,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2315,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2316,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2317,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2318,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2319,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2320,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2321,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2322,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2323,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2324,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2325,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2326,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2327,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2328,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2329,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
2330,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2331,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
2332,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
2333,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2334,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2335,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2336,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2337,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2338,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2339,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2340,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2341,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2342,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2343,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2344,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2345,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2346,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2347,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2348,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2349,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2350,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2351,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2352,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2353,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2354,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2355,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2356,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2357,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2358,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2359,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2360,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2361,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2362,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2363,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2364,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2365,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2366,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2367,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2368,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2369,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2370,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2371,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2372,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2373,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2374,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2375,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2376,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2377,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2378,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2379,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2380,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2381,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2382,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2383,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2384,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2385,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2386,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2387,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Forest
2388,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
2389,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2390,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2391,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2392,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2393,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2394,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2395,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2396,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2397,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2398,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
2399,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2400,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2401,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2402,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2403,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2404,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2405,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2406,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2407,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2408,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2409,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2410,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2411,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2412,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2413,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2414,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2415,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2416,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2417,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2418,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2419,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2420,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2421,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2422,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2423,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2424,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2425,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2426,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2427,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2428,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2429,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2430,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2431,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2432,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2433,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2434,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2435,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2436,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2437,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2438,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2439,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2440,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2441,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2442,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2443,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2444,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2445,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2446,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2447,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2448,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2449,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2450,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2451,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2452,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2453,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2454,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2455,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2456,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2457,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2458,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2459,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2460,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2461,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2462,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2463,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2464,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2465,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2466,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2467,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2468,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2469,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2470,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2471,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2472,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2473,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2474,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2475,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2476,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2477,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
2478,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2479,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2480,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2481,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2482,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2483,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2484,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2485,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2486,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2487,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2488,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2489,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2490,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2491,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2492,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2493,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2494,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2495,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2496,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2497,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2498,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2499,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2500,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2501,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2502,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2503,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2504,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2505,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2506,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2507,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2508,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2509,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2510,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2511,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2512,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2513,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2514,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2515,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2516,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2517,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2518,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2519,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2520,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2521,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2522,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2523,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2524,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2525,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2526,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2527,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2528,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2529,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2530,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2531,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2532,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2533,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2534,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2535,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2536,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2537,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2538,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2539,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2540,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2541,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2542,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2543,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2544,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2545,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2546,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2547,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2548,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2549,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2550,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2551,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2552,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2553,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2554,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2555,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2556,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2557,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2558,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2559,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2560,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2561,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2562,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2563,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2564,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2565,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2566,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2567,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2568,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2569,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2570,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2571,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2572,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2573,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2574,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2575,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2576,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2577,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2578,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2579,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2580,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2581,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2582,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2583,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2584,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2585,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2586,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2587,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2588,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2589,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2590,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2591,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2592,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2593,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2594,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2595,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2596,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2597,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2598,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2599,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
