Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBN_M_R
2177,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2178,Water,Water,Forest,Water,Non_Wetland,Built-up,Bareland,Forest
2179,Water,Water,Forest,Water,Non_Wetland,Built-up,Water,Water
2180,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2181,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2182,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2183,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2184,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2185,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
2186,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
2187,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2188,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
2189,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2190,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2191,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2192,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2193,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2194,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2195,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2196,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2197,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2198,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2199,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
2200,Water,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
2201,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2202,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2203,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2204,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2205,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2206,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2207,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2208,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2209,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2210,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2211,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2212,Water,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2213,Water,Forest,Water,NULL,Water,NULL,Wetland,Grassland
2214,Water,Forest,Water,NULL,Water,Water,Water,Forest
2215,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
2216,Water,Forest,Water,Water,Water,Water,Water,Water
2217,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2218,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2219,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2220,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2221,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2222,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2223,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2224,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2225,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Water
2226,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2227,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2228,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2229,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2230,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2231,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2232,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2233,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2234,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2235,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2236,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2237,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2238,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2239,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2240,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2241,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2242,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2243,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2244,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2245,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2246,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2247,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2248,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2249,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2250,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2251,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
2252,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2253,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2254,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2255,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2256,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2257,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2258,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2259,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2260,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2261,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2262,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2263,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2264,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2265,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2266,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2267,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2268,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2269,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2270,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2271,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2272,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2273,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2274,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2275,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2276,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2277,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2278,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2279,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2280,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2281,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2282,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2283,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2284,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2285,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2286,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2287,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2288,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2289,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2290,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2291,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2292,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2293,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2294,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2295,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2296,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2297,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2298,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
2299,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2300,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
2301,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2302,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2303,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2304,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2305,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2306,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2307,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2308,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2309,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2310,Forest,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
2311,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2312,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2313,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
2314,Forest,NULL,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
2315,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
2316,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2317,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2318,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2319,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2320,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2321,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2322,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2323,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2324,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2325,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2326,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2327,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2328,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2329,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2330,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2331,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2332,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2333,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2334,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2335,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
2336,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2337,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2338,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2339,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2340,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
2341,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2342,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
2343,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2344,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2345,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2346,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2347,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2348,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
2349,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2350,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2351,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2352,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2353,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2354,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2355,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2356,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2357,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2358,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2359,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2360,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
2361,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2362,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2363,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2364,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2365,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
2366,Forest,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Forest
2367,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2368,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2369,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2370,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2371,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2372,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
2373,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2374,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
2375,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2376,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2377,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
2378,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2379,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
2380,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
2381,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
2382,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2383,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2384,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
2385,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2386,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
2387,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2388,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2389,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2390,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2391,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2392,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2393,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2394,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2395,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
2396,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2397,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2398,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2399,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2400,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2401,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2402,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2403,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2404,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2405,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2406,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2407,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
2408,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2409,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2410,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2411,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2412,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2413,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2414,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2415,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2416,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2417,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2418,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2419,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2420,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2421,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2422,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2423,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2424,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2425,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
2426,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2427,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
2428,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2429,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
2430,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2431,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2432,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2433,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2434,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2435,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2436,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2437,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2438,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
2439,Forest,NULL,Water,NULL,Water,NULL,Wetland,Water
2440,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
2441,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2442,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2443,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
2444,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
2445,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
2446,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2447,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
2448,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
2449,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
2450,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
2451,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
2452,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2453,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Water
2454,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2455,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
2456,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
2457,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2458,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
2459,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
2460,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
2461,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
2462,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
2463,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
2464,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
2465,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
2466,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2467,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
2468,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
2469,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
2470,Forest,NULL,Water,Water,Water,Grassland,Water,Water
2471,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2472,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
2473,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2474,Forest,NULL,Water,Water,Water,Wetland,Water,Water
2475,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
2476,Forest,NULL,Water,Water,Water,Bareland,Wetland,Water
2477,Forest,NULL,Water,Water,Water,Bareland,Wetland,Forest
2478,Forest,NULL,Water,Water,Water,Bareland,Water,Water
2479,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2480,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2481,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2482,Forest,NULL,Water,Water,Water,Water,Water,Water
2483,Forest,NULL,Water,Water,Water,Water,Water,Forest
2484,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2485,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2486,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2487,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2488,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2489,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2490,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2491,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2492,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2493,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2494,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2495,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2496,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2497,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2498,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2499,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2500,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2501,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2502,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2503,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2504,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2505,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2506,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2507,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2508,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2509,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2510,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2511,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2512,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2513,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2514,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2515,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2516,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2517,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2518,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2519,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2520,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2521,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2522,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2523,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2524,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2525,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2526,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
