Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEB_M_R
2236,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2237,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2238,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2239,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2240,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2241,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2242,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2243,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2244,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2245,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2246,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2247,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2248,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2249,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2250,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2251,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2252,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2253,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
2254,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2255,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2256,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2257,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2258,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2259,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2260,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2261,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2262,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2263,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2264,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2265,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2266,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2267,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2268,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2269,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2270,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2271,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2272,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2273,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2274,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2275,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2276,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2277,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2278,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2279,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2280,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2281,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
2282,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2283,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
2284,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2285,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
2286,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
2287,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Water
2288,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Water
2289,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
2290,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
2291,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2292,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2293,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2294,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2295,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2296,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2297,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2298,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2299,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2300,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2301,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2302,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2303,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2304,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2305,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2306,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2307,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2308,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
2309,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2310,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2311,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2312,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2313,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2314,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2315,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2316,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2317,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2318,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2319,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2320,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2321,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2322,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2323,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2324,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2325,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2326,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2327,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2328,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2329,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2330,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2331,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2332,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2333,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2334,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2335,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2336,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2337,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2338,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2339,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2340,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2341,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2342,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2343,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2344,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2345,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
2346,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2347,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2348,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2349,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2350,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2351,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
2352,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2353,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2354,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2355,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2356,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2357,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2358,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2359,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2360,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2361,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2362,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2363,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2364,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2365,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2366,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2367,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2368,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2369,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2370,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2371,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2372,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2373,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2374,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2375,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2376,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2377,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2378,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2379,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2380,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2381,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2382,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2383,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2384,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2385,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2386,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2387,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2388,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2389,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2390,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2391,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2392,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2393,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2394,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2395,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2396,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2397,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2398,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2399,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2400,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2401,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2402,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2403,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2404,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2405,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2406,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2407,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2408,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2409,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2410,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2411,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2412,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2413,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2414,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2415,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2416,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
2417,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2418,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2419,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2420,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
2421,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
2422,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2423,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2424,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2425,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2426,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2427,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2428,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2429,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2430,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
2431,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2432,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2433,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
2434,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2435,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2436,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2437,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2438,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
2439,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2440,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2441,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2442,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2443,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2444,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2445,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2446,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2447,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2448,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2449,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
2450,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2451,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2452,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2453,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2454,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2455,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2456,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2457,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2458,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2459,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2460,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2461,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
2462,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2463,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2464,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2465,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
2466,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2467,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2468,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2469,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2470,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2471,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2472,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
2473,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2474,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2475,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2476,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2477,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
2478,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2479,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2480,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2481,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2482,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2483,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2484,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2485,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2486,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2487,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2488,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2489,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2490,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
2491,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2492,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
2493,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2494,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2495,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2496,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2497,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
2498,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
2499,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2500,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2501,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Water
2502,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
2503,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2504,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2505,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2506,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2507,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2508,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
2509,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2510,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2511,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2512,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2513,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2514,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2515,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2516,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2517,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2518,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2519,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2520,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2521,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2522,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2523,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2524,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2525,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2526,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2527,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2528,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2529,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2530,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
2531,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2532,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
2533,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2534,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2535,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
2536,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2537,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2538,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2539,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
2540,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2541,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2542,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2543,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2544,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2545,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2546,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2547,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2548,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2549,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2550,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2551,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2552,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2553,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2554,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2555,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2556,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2557,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2558,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2559,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2560,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2561,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2562,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
2563,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
2564,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2565,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2566,Forest,NULL,Water,Water,Water,NULL,Grassland,Forest
2567,Forest,NULL,Water,Water,Water,NULL,Water,Forest
2568,Forest,NULL,Water,Water,Water,Wetland,Grassland,Water
2569,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
2570,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2571,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
