Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R
11348,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11349,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11350,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11351,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11352,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11353,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11354,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11355,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11356,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11357,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11358,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11359,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
11360,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11361,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11362,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11363,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11364,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
11365,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11366,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11367,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11368,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11369,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11370,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11371,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11372,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11373,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11374,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
11375,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
11376,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11377,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
11378,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11379,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
11380,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
11381,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11382,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11383,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11384,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11385,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
11386,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
11387,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11388,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11389,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11390,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11391,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11392,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11393,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11394,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11395,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11396,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11397,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11398,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11399,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
11400,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11401,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11402,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
11403,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11404,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
11405,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11406,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11407,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
11408,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11409,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
11410,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11411,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
11412,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
11413,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11414,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
11415,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
11416,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11417,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
11418,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11419,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
11420,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
11421,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
11422,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11423,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11424,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11425,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
11426,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11427,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11428,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
11429,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
11430,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
11431,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
11432,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
11433,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
11434,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
11435,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
11436,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11437,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
11438,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
11439,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11440,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11441,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11442,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
11443,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11444,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
11445,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
11446,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11447,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
11448,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11449,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
11450,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11451,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11452,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11453,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
11454,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11455,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
11456,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
11457,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11458,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
11459,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11460,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
11461,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
11462,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11463,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11464,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11465,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
11466,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11467,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
11468,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
11469,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11470,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11471,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11472,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
11473,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11474,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11475,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11476,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11477,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11478,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11479,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11480,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11481,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
11482,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11483,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11484,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11485,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11486,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11487,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11488,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
11489,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11490,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
11491,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11492,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
11493,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11494,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
11495,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
11496,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11497,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11498,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11499,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11500,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11501,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11502,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11503,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
11504,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11505,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11506,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11507,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
11508,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11509,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
11510,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
11511,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11512,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
11513,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11514,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
11515,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
11516,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11517,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11518,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
11519,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
11520,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
11521,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
11522,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
11523,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
11524,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11525,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
11526,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11527,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,NULL
11528,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11529,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
11530,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11531,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
11532,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
11533,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
11534,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
11535,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11536,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
11537,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
11538,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11539,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
11540,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11541,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
11542,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
11543,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11544,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
11545,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11546,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
11547,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11548,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
11549,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
11550,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11551,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
11552,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
11553,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
11554,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
11555,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11556,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11557,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11558,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
11559,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
11560,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11561,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11562,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11563,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11564,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11565,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
11566,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
11567,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11568,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11569,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11570,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11571,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
11572,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11573,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
11574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
11575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
11577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
11578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
11579,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
11580,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
11581,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11582,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11583,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
11584,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11585,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11586,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11587,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11588,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
11589,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
11590,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11591,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
11592,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
11593,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11594,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11595,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11596,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11597,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
11598,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
11599,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
11600,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
11601,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
11602,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
11603,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11604,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11605,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11606,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11607,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11608,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
11609,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
11610,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
11611,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
11612,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11613,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
11614,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
11615,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11616,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11617,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11618,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11619,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
11620,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
11621,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
11622,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
11623,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
11624,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11625,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
11626,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
11627,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
11628,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
11629,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
11630,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
11631,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
11632,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
11633,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
11634,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11635,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
11636,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
11637,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
11638,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
11639,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
11640,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
11641,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
11642,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
11643,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
11644,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
11645,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
11646,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11647,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
11648,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11649,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11650,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11651,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11652,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11653,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11654,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11655,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11656,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11657,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
11658,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11659,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11660,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11661,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11662,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11663,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11664,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
