Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMD_M_R
1022,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1023,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1024,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1025,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1026,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1027,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1028,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1029,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1030,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1031,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1032,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1033,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1034,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1035,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1036,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1037,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1038,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1039,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1040,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1041,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1042,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1043,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1044,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1045,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1046,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1047,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1049,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1051,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1052,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1054,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1055,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1056,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1057,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1058,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1059,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1060,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1061,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1062,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1063,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1064,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1065,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1066,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1067,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1068,Wetland,Cropland,Water,Water,Water,NULL,NULL,NULL
1069,Wetland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1070,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1071,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1072,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1073,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1074,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1075,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1076,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1077,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1078,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1079,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1080,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1081,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1082,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1083,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1084,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1085,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1086,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1087,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1088,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1089,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1090,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1091,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1092,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1093,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1094,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1095,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1096,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1097,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1098,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1099,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1100,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1101,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1102,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1103,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1104,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1105,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1106,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1107,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1108,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1109,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1110,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1111,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1112,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1113,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1114,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1115,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1116,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1117,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1118,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1119,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1121,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1122,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1123,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1124,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1125,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1126,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1127,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1128,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1129,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1130,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1131,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1132,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1134,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1135,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1136,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1137,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1138,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1139,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1140,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1141,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1142,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1143,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1144,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1145,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1146,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1147,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1148,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1149,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1150,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1151,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1152,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1153,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1154,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1155,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1156,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1157,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1159,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1160,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1161,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1162,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1163,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1164,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1165,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1166,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1167,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1168,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1169,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1170,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1171,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1172,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1173,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1174,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1175,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1176,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1177,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1179,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1180,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1181,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1182,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1183,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1184,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1185,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1186,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1187,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1188,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1189,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1190,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1191,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1192,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1193,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1194,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1195,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1196,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1197,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1198,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1199,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1200,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1201,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1202,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1203,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1204,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1205,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1206,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1207,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1208,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1209,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1210,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1211,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1212,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1213,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1214,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1215,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1216,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1217,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1218,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1219,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1221,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1222,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1223,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1224,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1225,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1226,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1227,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1228,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1229,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1230,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1231,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1232,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1233,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1234,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1235,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1236,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1237,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1238,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1239,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1240,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1241,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1242,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1243,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1244,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1245,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1246,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1247,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1248,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1249,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1250,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1251,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1252,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1253,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1254,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1256,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1257,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1258,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1259,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1260,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1261,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1262,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1263,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1264,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1265,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1267,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1268,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1269,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1270,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1271,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1272,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1273,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1274,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1275,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1276,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1277,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1278,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1279,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1280,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1281,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1282,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1284,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1285,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1286,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1287,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1288,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1289,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1290,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1291,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1292,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1293,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1294,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1295,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1296,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1298,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1299,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1300,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1301,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1302,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1303,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1304,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1305,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1306,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1307,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1308,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1309,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1310,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1311,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1312,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1313,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1314,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1315,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1317,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1318,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1319,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1320,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1321,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1322,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1323,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1324,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1325,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1326,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1327,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1328,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1329,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1330,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1331,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1332,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1333,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1334,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1335,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1336,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1337,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1338,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1339,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1340,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1341,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1342,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1343,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1344,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1345,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1346,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1347,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1348,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1349,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1350,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1351,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1352,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1353,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1354,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1355,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1356,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
