Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KND_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KND_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KND_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KND_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KND_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KND_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KND_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KND_M_R
1027,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1028,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1029,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1030,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1031,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1032,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1034,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1035,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1036,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1037,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1038,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1039,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1040,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1041,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1042,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1043,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1044,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1045,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1046,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1047,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1048,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1049,Water,Water,Water,NULL,Water,NULL,NULL,Water
1050,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1051,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1052,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1053,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1054,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1055,Water,Water,Water,Water,Water,NULL,NULL,Water
1056,Water,Water,Water,Water,Water,NULL,NULL,Forest
1057,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1058,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1059,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1060,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1061,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1062,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1063,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1064,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1066,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1067,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1068,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1069,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1070,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1071,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1072,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1073,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1074,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1075,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1076,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1077,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1078,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1079,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1080,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1081,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
1082,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1083,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
1084,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1085,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1086,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1087,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1088,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1089,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1090,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1091,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1092,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1093,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1094,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1095,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1096,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1097,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1099,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1101,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1102,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1103,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1104,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1105,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1106,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1107,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1108,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1109,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1110,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1111,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1112,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1113,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1114,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1115,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1116,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1117,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1118,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1119,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1120,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1121,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1122,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1123,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1124,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1125,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1126,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1127,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1128,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1129,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1130,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1131,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1132,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1133,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1134,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1135,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1136,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1137,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1138,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1140,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1141,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1142,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1143,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1144,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1146,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1147,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1148,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1149,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1150,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1151,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1152,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1153,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1154,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1155,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1156,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1157,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1158,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1159,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1160,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1161,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1162,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1163,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1164,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1165,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1166,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1167,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1169,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1170,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1171,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1172,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1173,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1174,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1175,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1177,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1178,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1179,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1180,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1181,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1183,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1184,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1185,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1186,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1188,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1189,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1190,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1191,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1192,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1193,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1194,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1195,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1196,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1197,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
1198,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1199,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1200,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1201,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1202,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1203,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1204,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1205,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1206,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1207,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1208,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1209,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1210,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1211,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1212,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1213,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1214,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1215,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1216,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1217,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1218,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1219,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1220,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1221,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1222,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1223,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1224,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1225,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
1226,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1227,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1228,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1229,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1230,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1231,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1232,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1233,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1235,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1236,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1237,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1239,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1240,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1241,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1242,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1243,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1244,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1245,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1246,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1247,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1248,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1249,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1250,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1251,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1252,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1253,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1254,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1255,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1256,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1257,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1258,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1259,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1260,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1261,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1262,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1263,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1264,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1265,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1266,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1267,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1268,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1269,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1270,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1271,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1272,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1273,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1274,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1275,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1276,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1277,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1278,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1279,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1280,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1281,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1282,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1283,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1284,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1285,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1286,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1287,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1288,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1289,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1290,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1291,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1292,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1293,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1294,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1295,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1296,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1298,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1299,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1300,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1301,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1302,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1303,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1304,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1305,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1306,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1307,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1309,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1310,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1311,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1312,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1313,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1314,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1315,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1316,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1317,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1318,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1320,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1321,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1322,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1323,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1324,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1325,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1326,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1327,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1328,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1329,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1330,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1331,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1332,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1333,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1334,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1335,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1336,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1337,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1338,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1339,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1340,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1341,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1342,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1343,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1344,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1345,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1346,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1347,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1348,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1349,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1350,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1351,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1352,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1353,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1354,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1355,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1356,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1357,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1358,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1359,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1360,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1361,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1362,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1363,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1364,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1365,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1366,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1367,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1368,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1369,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1370,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1371,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1372,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1373,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
