Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXS_M_R
9697,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9698,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9699,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9700,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9701,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9702,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
9703,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9704,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
9705,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9706,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9707,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9708,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9709,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9710,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9711,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9712,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9713,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9714,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9715,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
9716,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9717,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9718,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9719,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9720,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9721,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9722,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9723,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9724,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9725,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9726,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
9727,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
9728,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9729,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
9730,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
9731,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9732,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9733,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9734,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9735,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
9736,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9737,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9738,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
9739,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9740,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9741,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
9742,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9743,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9744,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9745,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9746,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9747,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
9748,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9749,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9750,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
9751,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
9752,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9753,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9754,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
9755,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9756,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9757,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9758,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
9759,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9760,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
9761,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9762,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9763,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9764,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9765,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9766,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
9767,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9768,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9769,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
9770,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9771,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
9772,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9773,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9774,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9775,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9776,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9777,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9778,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9779,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9780,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9781,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9782,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9783,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9784,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9785,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9786,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9787,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9788,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9789,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
9790,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9791,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9792,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9793,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9794,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9795,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9796,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9797,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9798,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
9799,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
9800,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9801,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9802,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9803,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9804,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
9805,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9806,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9807,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
9808,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9809,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9810,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9811,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9812,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9813,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
9814,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9815,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9816,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9817,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
9818,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9819,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9820,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
9821,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9822,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
9823,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9824,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9825,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
9826,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
9827,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9828,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
9829,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9830,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9831,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9832,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
9833,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9834,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9835,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9836,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9837,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9838,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9839,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9840,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9841,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9842,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9843,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9844,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9845,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9846,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9847,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9848,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9849,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9850,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9851,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9852,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9853,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
9854,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9855,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9856,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
9857,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9858,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9859,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9860,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9861,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9862,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
9863,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9864,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9865,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9866,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9867,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9868,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9869,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9870,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9871,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9872,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9873,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9874,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
9875,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9876,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9877,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9878,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9879,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9880,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9881,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9882,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9883,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
9884,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9885,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9886,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9887,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9888,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9889,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9890,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9891,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9892,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9893,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9894,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9895,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9896,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
9897,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9898,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
9899,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9900,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9901,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9902,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9903,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9904,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9905,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9906,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9907,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9908,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9909,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9910,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
9911,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9912,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9913,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9914,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9915,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9916,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9917,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
9918,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9919,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9920,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9921,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9922,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9923,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9924,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
9925,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9926,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
9927,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9928,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
9929,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9930,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
9931,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9932,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9933,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
9934,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
9935,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
9936,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
9937,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9938,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9939,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9940,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9941,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9942,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9943,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9944,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9945,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9946,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9947,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9948,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9949,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9950,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
9951,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9952,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9953,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
9954,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9955,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9956,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
9957,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9958,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9959,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9960,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
9961,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9962,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
9963,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9964,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9965,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9966,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9967,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9968,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
9969,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9970,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
9971,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9972,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
9973,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
9974,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9975,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
9976,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9977,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
9978,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9979,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9980,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9981,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9982,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9983,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
9984,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9985,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9986,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9987,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9988,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9989,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9990,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
9991,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9992,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9993,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
9994,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
9995,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
9996,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9997,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
9998,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
9999,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
10000,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
10001,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
10002,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10003,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
10004,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
10005,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
10006,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10007,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
10008,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10009,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
10010,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10011,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
10012,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10013,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
10014,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
10015,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
10016,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
10017,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
10018,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
10019,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
10020,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10021,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
10022,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10023,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10024,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
