Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLP_M_R
11328,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
11329,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
11330,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11331,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
11332,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
11333,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
11334,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
11335,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
11336,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
11337,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
11338,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
11339,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Bareland
11340,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
11341,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
11342,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
11343,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
11344,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
11345,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
11346,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11347,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11348,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
11349,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
11350,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
11351,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
11352,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
11353,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
11354,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
11355,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
11356,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
11357,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
11358,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
11359,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
11360,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
11361,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
11362,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
11363,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
11364,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
11365,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
11366,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
11367,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
11368,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
11369,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
11370,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
11371,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11372,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
11373,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
11374,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
11375,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
11376,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
11377,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
11378,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
11379,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
11380,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
11381,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
11382,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
11383,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
11384,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
11385,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
11386,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
11387,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
11388,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
11389,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
11390,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
11391,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
11392,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
11393,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
11394,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
11395,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
11396,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
11397,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
11398,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11399,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11400,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11401,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11402,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
11403,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
11404,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
11405,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
11406,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
11407,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
11408,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
11409,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
11410,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
11411,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11412,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
11413,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
11414,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
11415,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
11416,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
11417,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
11418,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
11419,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
11420,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
11421,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
11422,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
11423,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
11424,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
11425,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
11426,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Water
11427,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
11428,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Grassland
11429,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
11430,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
11431,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
11432,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
11433,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
11434,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11435,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
11436,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
11437,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
11438,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
11439,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
11440,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11441,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
11442,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11443,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
11444,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
11445,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11446,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11447,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
11448,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
11449,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
11450,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
11451,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
11452,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
11453,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
11454,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11455,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11456,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
11457,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
11458,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
11459,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
11460,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
11461,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
11462,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
11463,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11464,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11465,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
11466,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
11467,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
11468,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
11469,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
11470,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
11471,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
11472,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
11473,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
11474,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
11475,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
11476,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Water
11477,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
11478,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11479,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11480,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
11481,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
11482,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11483,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Wetland
11484,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
11485,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Water
11486,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Water
11487,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Forest
11488,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11489,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11490,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
11491,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
11492,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
11493,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
11494,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11495,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11496,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11497,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
11498,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
11499,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
11500,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11501,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11502,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11503,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11504,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11505,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
11506,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11507,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
11508,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
11509,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
11510,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11511,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
11512,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
11513,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
11514,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
11515,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11516,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11517,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
11518,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11519,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11520,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
11521,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11522,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11523,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11524,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11525,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
11526,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11527,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
11528,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
11529,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
11530,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
11531,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11532,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11533,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
11534,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11535,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11536,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11537,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
11538,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
11539,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11540,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11541,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
11542,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
11543,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11544,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11545,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11546,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
11547,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11548,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11549,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11550,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
11551,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
11552,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
11553,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
11554,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
11555,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
11556,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11557,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
11558,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
11559,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11560,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
11561,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
11562,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
11563,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11564,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11565,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11566,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
11567,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
11568,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
11569,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
11570,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
11571,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
11572,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
11573,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
11574,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
11575,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
11576,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
11577,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
11578,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
11579,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
11580,Forest,NULL,Water,NULL,Water,NULL,Grassland,Wetland
11581,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
11582,Forest,NULL,Water,NULL,Water,NULL,Forest,NULL
11583,Forest,NULL,Water,NULL,Water,NULL,Forest,Grassland
11584,Forest,NULL,Water,NULL,Water,NULL,Forest,Wetland
11585,Forest,NULL,Water,NULL,Water,NULL,Forest,Water
11586,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
11587,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
11588,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
11589,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
11590,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
11591,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
11592,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
11593,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
11594,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
11595,Forest,NULL,Water,NULL,Water,Grassland,NULL,Wetland
11596,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
11597,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
11598,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
11599,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
11600,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
11601,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
11602,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
11603,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
11604,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
11605,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
11606,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
11607,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
11608,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
11609,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
11610,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
11611,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
11612,Forest,NULL,Water,NULL,Water,Wetland,Forest,Water
11613,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
11614,Forest,NULL,Water,NULL,Water,Bareland,NULL,Wetland
11615,Forest,NULL,Water,NULL,Water,Bareland,NULL,Bareland
11616,Forest,NULL,Water,NULL,Water,Bareland,NULL,Forest
11617,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
11618,Forest,NULL,Water,NULL,Water,Bareland,Wetland,NULL
11619,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
11620,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
11621,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
11622,Forest,NULL,Water,NULL,Water,Bareland,Forest,Water
11623,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
11624,Forest,NULL,Water,NULL,Water,Water,NULL,Water
11625,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
11626,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
11627,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
11628,Forest,NULL,Water,NULL,Water,Forest,Wetland,NULL
11629,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
11630,Forest,NULL,Water,NULL,Water,Forest,Forest,NULL
11631,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
11632,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
11633,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
11634,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
11635,Forest,NULL,Water,Non_Water,Water,NULL,Water,Forest
11636,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Forest
11637,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
11638,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Forest
11639,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
11640,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
11641,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
11642,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
11643,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
11644,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Forest
11645,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Forest
11646,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Wetland
11647,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
11648,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
11649,Forest,NULL,Water,Water,Water,NULL,NULL,Water
11650,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
11651,Forest,NULL,Water,Water,Water,NULL,Grassland,Water
11652,Forest,NULL,Water,Water,Water,NULL,Forest,Water
11653,Forest,NULL,Water,Water,Water,Shrubland,Forest,Forest
11654,Forest,NULL,Water,Water,Water,Grassland,NULL,Grassland
11655,Forest,NULL,Water,Water,Water,Wetland,NULL,Wetland
11656,Forest,NULL,Water,Water,Water,Wetland,NULL,Water
11657,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
11658,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
11659,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
11660,Forest,NULL,Water,Water,Water,Wetland,Water,Water
11661,Forest,NULL,Water,Water,Water,Wetland,Forest,Wetland
11662,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
11663,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
11664,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
11665,Forest,NULL,Water,Water,Water,Water,Grassland,Water
11666,Forest,NULL,Water,Water,Water,Water,Forest,Water
11667,Forest,NULL,Water,Water,Water,Forest,NULL,Wetland
11668,Forest,NULL,Water,Water,Water,Forest,Grassland,Forest
11669,Forest,NULL,Water,Water,Water,Forest,Water,Forest
11670,Forest,NULL,Water,Water,Water,Forest,Forest,Water
11671,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
11672,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11673,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11674,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11675,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
11676,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11677,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11678,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
