Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWA_M_R
741,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
742,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
743,Water,Water,Water,NULL,Water,NULL,Water,Grassland
744,Water,Water,Water,NULL,Water,NULL,Water,Water
745,Water,Water,Water,NULL,Water,NULL,Water,Forest
746,Water,Water,Water,NULL,Water,Grassland,Water,Water
747,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
748,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
749,Water,Water,Water,NULL,Water,Wetland,Water,Water
750,Water,Water,Water,NULL,Water,Wetland,Water,Forest
751,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
752,Water,Water,Water,NULL,Water,Water,Wetland,Water
753,Water,Water,Water,NULL,Water,Water,Wetland,Forest
754,Water,Water,Water,NULL,Water,Water,Water,Grassland
755,Water,Water,Water,NULL,Water,Water,Water,Wetland
756,Water,Water,Water,NULL,Water,Water,Water,Bareland
757,Water,Water,Water,NULL,Water,Water,Water,Water
758,Water,Water,Water,NULL,Water,Water,Water,Forest
759,Water,Water,Water,NULL,Water,Water,Forest,Grassland
760,Water,Water,Water,NULL,Water,Water,Forest,Water
761,Water,Water,Water,NULL,Water,Water,Forest,Forest
762,Water,Water,Water,NULL,Water,Forest,Water,Water
763,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
764,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
765,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
766,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
767,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
768,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
769,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
770,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
771,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
772,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
773,Water,Water,Water,Non_Water,Water,Water,Water,Water
774,Water,Water,Water,Non_Water,Water,Water,Water,Forest
775,Water,Water,Water,Non_Water,Water,Water,Forest,Water
776,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
777,Water,Water,Water,Non_Water,Water,Forest,Water,Water
778,Water,Water,Water,Water,Water,NULL,Water,Water
779,Water,Water,Water,Water,Water,NULL,Water,Forest
780,Water,Water,Water,Water,Water,Grassland,Water,Grassland
781,Water,Water,Water,Water,Water,Grassland,Water,Wetland
782,Water,Water,Water,Water,Water,Grassland,Water,Water
783,Water,Water,Water,Water,Water,Grassland,Water,Forest
784,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
785,Water,Water,Water,Water,Water,Wetland,Wetland,Water
786,Water,Water,Water,Water,Water,Wetland,Water,Grassland
787,Water,Water,Water,Water,Water,Wetland,Water,Water
788,Water,Water,Water,Water,Water,Wetland,Water,Forest
789,Water,Water,Water,Water,Water,Wetland,Forest,Water
790,Water,Water,Water,Water,Water,Water,Wetland,Grassland
791,Water,Water,Water,Water,Water,Water,Wetland,Wetland
792,Water,Water,Water,Water,Water,Water,Wetland,Bareland
793,Water,Water,Water,Water,Water,Water,Wetland,Water
794,Water,Water,Water,Water,Water,Water,Wetland,Forest
795,Water,Water,Water,Water,Water,Water,Water,Grassland
796,Water,Water,Water,Water,Water,Water,Water,Wetland
797,Water,Water,Water,Water,Water,Water,Water,Bareland
798,Water,Water,Water,Water,Water,Water,Water,Water
799,Water,Water,Water,Water,Water,Water,Water,Forest
800,Water,Water,Water,Water,Water,Water,Forest,Wetland
801,Water,Water,Water,Water,Water,Water,Forest,Bareland
802,Water,Water,Water,Water,Water,Water,Forest,Water
803,Water,Water,Water,Water,Water,Water,Forest,Forest
804,Water,Water,Water,Water,Water,Forest,Water,Water
805,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
806,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
807,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
808,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
809,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
810,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
811,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
812,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
813,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
814,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
815,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
816,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
817,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
818,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
819,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
820,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
821,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
822,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
823,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
824,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
825,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
826,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
827,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
828,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
829,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
830,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
831,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
832,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
833,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
834,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
835,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
836,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
837,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
838,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
839,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
840,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
841,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
842,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
843,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
844,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
845,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
846,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
847,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
848,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
849,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
850,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
851,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
852,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
853,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
854,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
855,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
856,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
857,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
858,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
859,Water,Forest,Water,Water,Water,Water,Water,Grassland
860,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
861,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
862,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
863,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
864,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
865,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
866,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
867,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
868,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
869,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
870,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
871,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
872,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
873,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
874,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
875,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
876,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
877,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
878,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
879,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
880,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
881,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
882,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
883,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
884,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
885,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
886,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
887,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
888,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
889,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
890,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
891,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
892,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
893,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
894,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
895,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
896,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
897,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
898,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
899,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
900,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
901,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
902,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
903,Forest,NULL,Water,NULL,Water,Water,Water,Water
904,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
905,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
906,Forest,NULL,Water,Water,Water,Water,Wetland,Water
907,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
908,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
909,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
910,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
911,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
912,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
913,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
914,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
915,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
916,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
917,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
918,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
919,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
920,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
921,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
922,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
923,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
924,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
925,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
926,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
927,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
928,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
929,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
930,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
931,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
932,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
933,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
934,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
935,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
936,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
937,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
938,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
939,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
940,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
941,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
942,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
943,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
944,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
945,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
946,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
947,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
948,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
949,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
950,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
951,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
952,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
953,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
954,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
955,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
956,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
957,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
958,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
959,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
960,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
961,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
962,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
963,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
964,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
965,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
966,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
967,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
968,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
969,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
970,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
971,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
972,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
973,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
974,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
975,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
976,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
977,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
978,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
979,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
980,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
981,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
982,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
983,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
984,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
985,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
986,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
987,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
988,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
989,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
990,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
991,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
992,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
993,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
994,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
995,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
996,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
997,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
998,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
999,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1000,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
1001,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1002,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
1003,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1004,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1005,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1006,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1007,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1008,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1009,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1010,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1011,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1012,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1013,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1014,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1015,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1016,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1017,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1018,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1019,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1020,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1021,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
1022,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1023,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1024,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1025,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1026,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1027,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1028,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1029,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1030,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1031,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1032,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1033,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1034,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1035,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
1036,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1037,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1038,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1039,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1040,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1041,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Water,Forest
1042,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1043,Forest,Wetland,Water,NULL,Water,NULL,Water,Water
1044,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1045,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1046,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1047,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1048,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1049,Forest,Wetland,Water,NULL,Water,Wetland,Water,Bareland
1050,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
1051,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1052,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1053,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1054,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1055,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1056,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1057,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1058,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
1059,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1060,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1061,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1062,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1063,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1064,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Forest
1065,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
1066,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
1067,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1068,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1069,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1070,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1071,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1072,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1073,Forest,Wetland,Water,Water,Water,Water,Water,Water
1074,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1075,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
1076,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
1077,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1078,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1079,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1080,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
1081,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1082,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1083,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1084,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Water
1085,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1086,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1087,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1088,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1089,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1090,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1091,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1092,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1093,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1094,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1095,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1096,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
1097,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1098,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1099,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1100,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
1101,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1102,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1103,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1104,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1105,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1106,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1107,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1108,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1109,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1110,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1111,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1112,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1113,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1114,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1115,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
