Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZC_M_R
9739,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9740,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
9741,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
9742,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9743,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
9744,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9745,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
9746,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
9747,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
9748,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
9749,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
9750,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
9751,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
9752,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9753,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9754,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9755,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
9756,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
9757,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
9758,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9759,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
9760,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
9761,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
9762,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
9763,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
9764,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
9765,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9766,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
9767,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9768,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9769,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
9770,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
9771,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
9772,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Water
9773,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9774,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
9775,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
9776,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
9777,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
9778,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
9779,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,NULL
9780,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
9781,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9782,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
9783,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9784,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
9785,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
9786,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
9787,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9788,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
9789,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9790,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
9791,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
9792,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
9793,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
9794,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9795,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9796,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
9797,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
9798,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
9799,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
9800,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
9801,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
9802,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
9803,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
9804,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
9805,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
9806,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
9807,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
9808,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9809,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
9810,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
9811,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9812,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9813,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9814,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9815,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9816,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9817,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
9818,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
9819,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9820,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9821,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9822,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9823,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9824,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
9825,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9826,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9827,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9828,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9829,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9830,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9831,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
9832,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9833,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9834,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9835,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9836,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
9837,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9838,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9839,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9840,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
9841,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9842,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
9843,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
9844,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9845,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
9846,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9847,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9848,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9849,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9850,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9851,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9852,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9853,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
9854,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9855,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9856,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
9857,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9858,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9859,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9860,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
9861,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
9862,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9863,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
9864,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
9865,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9866,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
9867,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
9868,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9869,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9870,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9871,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9872,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9873,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9874,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9875,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9876,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
9877,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9878,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9879,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9880,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
9881,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9882,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9883,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
9884,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9885,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9886,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9887,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
9888,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9889,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9890,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
9891,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9892,Forest,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
9893,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9894,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
9895,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
9896,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9897,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
9898,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
9899,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
9900,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
9901,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
9902,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9903,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
9904,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
9905,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
9906,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
9907,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9908,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9909,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
9910,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
9911,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
9912,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
9913,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
9914,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9915,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
9916,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9917,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9918,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9919,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,NULL
9920,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
9921,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
9922,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
9923,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
9924,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9925,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9926,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
9927,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9928,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9929,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9930,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Water
9931,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
9932,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9933,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
9934,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
9935,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
9936,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
9937,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9938,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
9939,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
9940,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9941,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9942,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
9943,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
9944,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9945,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9946,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
9947,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9948,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
9949,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
9950,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Water
9951,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9952,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9953,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9954,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
9955,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
9956,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9957,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9958,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9959,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
9960,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
9961,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
9962,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
9963,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
9964,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
9965,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
9966,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
9967,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
9968,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9969,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
9970,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
9971,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
9972,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
9973,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
9974,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9975,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9976,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
9977,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
9978,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
9979,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
9980,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
9981,Forest,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
9982,Forest,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
9983,Forest,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
9984,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
9985,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
9986,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest,Water
9987,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
9988,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9989,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
9990,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
9991,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Forest,Water
9992,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
9993,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Water
9994,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
9995,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
9996,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
9997,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
9998,Forest,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Bareland
9999,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
10000,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
10001,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
10002,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
10003,Forest,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
10004,Forest,Water,Cropland,Water,Non_Wetland,Forest,Shrubland,Water
10005,Forest,Water,Cropland,Water,Non_Wetland,Forest,Shrubland,Forest
10006,Forest,Water,Cropland,Water,Non_Wetland,Forest,Bareland,Forest
10007,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Bareland
10008,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
10009,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
10010,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Water
10011,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
10012,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
10013,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10014,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
10015,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
10016,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
10017,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
10018,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
10019,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
10020,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
10021,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
10022,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
10023,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
10024,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Bareland
10025,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
10026,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
10027,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
10028,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
10029,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
10030,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
10031,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
10032,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
10033,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
10034,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
10035,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
10036,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
10037,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
10038,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
10039,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
10040,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
10041,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
10042,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
10043,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
10044,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
10045,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
10046,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
10047,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
10048,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10049,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
10050,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
10051,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
10052,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
10053,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
10054,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
10055,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
10056,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Bareland
10057,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
10058,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
10059,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
10060,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
10061,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
10062,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
10063,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
10064,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
10065,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
10066,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
10067,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
10068,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
10069,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
10070,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
10071,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
10072,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
10073,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
10074,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
10075,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
10076,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
10077,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
10078,Forest,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
10079,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
10080,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
10081,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
