Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEB_M_R
8602,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8603,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
8604,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8605,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8606,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8607,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
8608,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
8609,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Water
8610,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
8611,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
8612,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8613,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
8614,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
8615,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
8616,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
8617,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
8618,Water,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
8619,Water,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Forest
8620,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
8621,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8622,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8623,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8624,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
8625,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
8626,Water,Cropland,NULL,Water,Non_Wetland,Water,Wetland,Water
8627,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
8628,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8629,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8630,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8631,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8632,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8633,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8634,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
8635,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8636,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
8637,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8638,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8639,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8640,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8641,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8642,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8643,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
8644,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8645,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8646,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8647,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8648,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8649,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8650,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8651,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8652,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8653,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8654,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8655,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8656,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8657,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8658,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8659,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8660,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8661,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8662,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
8663,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8664,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
8665,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
8666,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8667,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8668,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8669,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
8670,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8671,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8672,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
8673,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Water
8674,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8675,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8676,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
8677,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8678,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8679,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8680,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8681,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8682,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
8683,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8684,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
8685,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
8686,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8687,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8688,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
8689,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8690,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
8691,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
8692,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
8693,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
8694,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
8695,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
8696,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8697,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8698,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Water,Water
8699,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8700,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8701,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
8702,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8703,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
8704,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8705,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8706,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8707,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8708,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8709,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8710,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8711,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8712,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8713,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8714,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8715,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8716,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
8717,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
8718,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
8719,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8720,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8721,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8722,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8723,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
8724,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8725,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
8726,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8727,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8728,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8729,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8730,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8731,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8732,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8733,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8734,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8735,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8736,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8737,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
8738,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8739,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8740,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8741,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8742,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8743,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8744,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
8745,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
8746,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
8747,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Water
8748,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
8749,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8750,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
8751,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
8752,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
8753,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
8754,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8755,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8756,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
8757,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8758,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8759,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8760,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8761,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
8762,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
8763,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8764,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8765,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
8766,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
8767,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
8768,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8769,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8770,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
8771,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8772,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8773,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8774,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8775,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8776,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8777,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8778,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8779,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8780,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8781,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
8782,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
8783,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8784,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8785,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
8786,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8787,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8788,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
8789,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8790,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8791,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
8792,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8793,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8794,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8795,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8796,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
8797,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
8798,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
8799,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Water
8800,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8801,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
8802,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
8803,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8804,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8805,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8806,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Water
8807,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8808,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8809,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8810,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
8811,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
8812,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8813,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8814,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8815,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8816,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
8817,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
8818,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8819,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
8820,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
8821,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8822,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
8823,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
8824,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
8825,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8826,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
8827,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
8828,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Built-up
8829,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
8830,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
8831,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
8832,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8833,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8834,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8835,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8836,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8837,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8838,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
8839,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Built-up
8840,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
8841,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
8842,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
8843,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Water
8844,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
8845,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
8846,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
8847,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
8848,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Wetland
8849,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Forest
8850,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8851,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
8852,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
8853,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8854,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8855,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8856,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8857,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8858,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8859,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8860,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
8861,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
8862,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8863,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
8864,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8865,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
8866,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8867,Water,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Water
8868,Water,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
8869,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
8870,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
8871,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
8872,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
8873,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
8874,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
8875,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
8876,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8877,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8878,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
8879,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8880,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
8881,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
8882,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8883,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
8884,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
8885,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
8886,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
8887,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
8888,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
8889,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
8890,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Water
8891,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
8892,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Water
8893,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8894,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
8895,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
8896,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
8897,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
8898,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Water
8899,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
8900,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,Water,Water
8901,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
8902,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
8903,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
8904,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
8905,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
8906,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
8907,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
8908,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Water
8909,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
8910,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
8911,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
8912,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
8913,Water,Cropland,Cropland,Water,Non_Wetland,Built-up,NULL,Water
8914,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
8915,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Wetland
8916,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
8917,Water,Cropland,Cropland,Water,Non_Wetland,Water,Wetland,Water
8918,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
8919,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
8920,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Forest
8921,Water,Cropland,Cropland,Water,Non_Wetland,Forest,Wetland,Water
8922,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
8923,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
8924,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
8925,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
8926,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
8927,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Water
8928,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
8929,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Bareland
8930,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
8931,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
8932,Water,Cropland,Wetland,NULL,Wetland,Cropland,Water,Grassland
8933,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
