Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MZT_M_R
21800,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
21801,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
21802,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
21803,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
21804,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,Water,Water,Grassland
21805,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
21806,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
21807,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
21808,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
21809,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
21810,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
21811,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
21812,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
21813,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
21814,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
21815,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
21816,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
21817,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
21818,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
21819,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
21820,Permanent_ice_and_snow,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
21821,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
21822,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
21823,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
21824,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
21825,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
21826,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21827,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
21828,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
21829,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
21830,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
21831,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
21832,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
21833,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
21834,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
21835,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
21836,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
21837,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
21838,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
21839,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21840,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
21841,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
21842,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
21843,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
21844,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
21845,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
21846,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
21847,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
21848,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
21849,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
21850,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
21851,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
21852,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
21853,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
21854,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
21855,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21856,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
21857,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
21858,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
21859,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
21860,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
21861,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
21862,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
21863,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
21864,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
21865,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
21866,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
21867,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
21868,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
21869,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
21870,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
21871,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
21872,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
21873,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
21874,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
21875,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
21876,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
21877,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
21878,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
21879,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
21880,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
21881,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
21882,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
21883,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
21884,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
21885,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
21886,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
21887,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Grassland
21888,Permanent_ice_and_snow,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
21889,Permanent_ice_and_snow,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
21890,Permanent_ice_and_snow,Built-up,Cropland,Water,Non_Wetland,Water,Water,Bareland
21891,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
21892,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
21893,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
21894,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
21895,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
21896,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
21897,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
21898,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
21899,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
21900,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
21901,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
21902,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
21903,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
21904,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
21905,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
21906,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
21907,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
21908,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
21909,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
21910,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
21911,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
21912,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
21913,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
21914,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
21915,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
21916,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
21917,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
21918,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
21919,Permanent_ice_and_snow,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
21920,Permanent_ice_and_snow,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
21921,Permanent_ice_and_snow,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
21922,Permanent_ice_and_snow,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
21923,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Built-up,Built-up,Water
21924,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Water,Built-up,Water
21925,Permanent_ice_and_snow,Built-up,Water,Water,Water,Built-up,Built-up,Water
21926,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
21927,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
21928,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
21929,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
21930,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
21931,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
21932,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21933,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
21934,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
21935,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
21936,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
21937,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
21938,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
21939,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
21940,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
21941,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
21942,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21943,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
21944,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21945,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
21946,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
21947,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
21948,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
21949,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Water
21950,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
21951,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
21952,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
21953,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
21954,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
21955,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
21956,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
21957,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
21958,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
21959,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
21960,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
21961,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
21962,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
21963,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
21964,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
21965,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
21966,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
21967,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,Water,Cropland
21968,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
21969,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Water,NULL,Bareland
21970,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
21971,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
21972,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
21973,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
21974,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
21975,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
21976,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
21977,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21978,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21979,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21980,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
21981,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
21982,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
21983,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
21984,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
21985,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
21986,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
21987,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
21988,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
21989,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
21990,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
21991,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
21992,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
21993,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
21994,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
21995,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
21996,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
21997,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
21998,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
21999,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
22000,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
22001,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
22002,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
22003,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
22004,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
22005,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
22006,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
22007,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
22008,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
22009,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
22010,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
22011,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22012,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
22013,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
22014,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
22015,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
22016,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22017,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22018,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22019,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
22020,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
22021,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
22022,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
22023,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
22024,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22025,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
22026,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,NULL
22027,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
22028,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
22029,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
22030,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
22031,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
22032,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
22033,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
22034,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
22035,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
22036,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
22037,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
22038,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
22039,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
22040,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
22041,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
22042,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
22043,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
22044,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
22045,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22046,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
22047,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
22048,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
22049,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
22050,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
22051,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
22052,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22053,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22054,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
22055,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
22056,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
22057,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22058,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
22059,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
22060,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
22061,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
22062,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
22063,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
22064,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
22065,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
22066,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
22067,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
22068,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
22069,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
