Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTB_M_R
2354,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2355,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2356,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2357,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2358,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2359,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2360,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
2361,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2362,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
2363,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2364,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Cropland
2365,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2366,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2367,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
2368,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
2369,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
2370,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2371,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2372,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2373,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2374,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2375,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2376,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2377,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2378,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2379,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2380,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
2381,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2382,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2383,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2384,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2385,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2386,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2387,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2388,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2389,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2390,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2391,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2392,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2393,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2394,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2395,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2396,Bareland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
2397,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
2398,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
2399,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2400,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2401,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2402,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2403,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2404,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2405,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2406,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
2407,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
2408,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
2409,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
2410,Bareland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
2411,Bareland,NULL,Water,NULL,Water,Wetland,NULL,Wetland
2412,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
2413,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,Forest
2414,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2415,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
2416,Bareland,NULL,Water,NULL,Water,Water,NULL,Wetland
2417,Bareland,NULL,Water,NULL,Water,Water,Grassland,Wetland
2418,Bareland,NULL,Water,NULL,Water,Water,Water,Wetland
2419,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2420,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2421,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2422,Bareland,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
2423,Bareland,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
2424,Bareland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
2425,Bareland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
2426,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
2427,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
2428,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
2429,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
2430,Bareland,NULL,Water,Water,Water,Bareland,NULL,Wetland
2431,Bareland,NULL,Water,Water,Water,Water,NULL,Bareland
2432,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2433,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2434,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2435,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2436,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2437,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2438,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2439,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2440,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2441,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2442,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2443,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2444,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2445,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2446,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2447,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2448,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2449,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2450,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2451,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2452,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2453,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2454,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2455,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2456,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2457,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2458,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2459,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2460,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2461,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2462,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2463,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2464,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2465,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Cropland
2466,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2467,Bareland,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
2468,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2469,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2470,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2471,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2472,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2473,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2474,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2475,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2476,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2477,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2478,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2479,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2480,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2481,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2482,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2483,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2484,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2485,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2486,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2487,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2488,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
2489,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2490,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2491,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2492,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
2493,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2494,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2495,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2496,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2497,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2498,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2499,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2500,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2501,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2502,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2503,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2504,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2505,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2506,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2507,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2508,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2509,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2510,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2511,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
2512,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2513,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2514,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2515,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2516,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2517,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2518,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
2519,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2520,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2521,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2522,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Cropland
2523,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2524,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2525,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2526,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2527,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
2528,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2529,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2530,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2531,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2532,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2533,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2534,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2535,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2536,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2537,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2538,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2539,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2540,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2541,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2542,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2543,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2544,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2545,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2546,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2547,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2548,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2549,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2550,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2551,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2552,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2553,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2554,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2555,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2556,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
2557,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2558,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2559,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2560,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2561,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2562,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2563,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2564,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2565,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2566,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2567,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2568,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2569,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2570,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2571,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2572,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2573,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2574,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2575,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2576,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2577,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2578,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2579,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2580,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2581,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2582,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2583,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2584,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2585,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2586,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2587,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2588,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2589,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2590,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2591,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
2592,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2593,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2594,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2595,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2596,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2597,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2598,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2599,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2600,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2601,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
2602,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2603,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2604,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2605,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
2606,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
2607,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2608,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2609,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2610,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2611,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2612,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2613,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2614,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2615,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2616,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2617,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2618,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2619,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2620,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2621,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2622,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
2623,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
2624,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2625,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
2626,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2627,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2628,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2629,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2630,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2631,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2632,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2633,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2634,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2635,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2636,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2637,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2638,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2639,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2640,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2641,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2642,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2643,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2644,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
2645,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2646,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2647,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2648,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2649,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2650,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2651,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2652,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2653,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
2654,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2655,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2656,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2657,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2658,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2659,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2660,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2661,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2662,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2663,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2664,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2665,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
2666,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2667,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
2668,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2669,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2670,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2671,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2672,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2673,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2674,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2675,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
2676,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2677,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2678,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2679,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2680,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
2681,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
2682,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2683,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
2684,Water,NULL,Water,NULL,Water,Water,NULL,Wetland
2685,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
2686,Water,NULL,Water,NULL,Water,Water,Water,Wetland
2687,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2688,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2689,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2690,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2691,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
2692,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
