Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R
16312,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
16313,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16314,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
16315,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
16316,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
16317,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
16318,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
16319,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
16320,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
16321,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
16322,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
16323,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
16324,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Grassland
16325,Bareland,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
16326,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
16327,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
16328,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
16329,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
16330,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
16331,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
16332,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
16333,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
16334,Bareland,Water,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
16335,Bareland,Water,Cropland,Water,Non_Wetland,Water,Bareland,Wetland
16336,Bareland,Water,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
16337,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
16338,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
16339,Bareland,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
16340,Bareland,Water,Wetland,NULL,NULL,Water,Water,Water
16341,Bareland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
16342,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
16343,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
16344,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
16345,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
16346,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
16347,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
16348,Bareland,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Bareland
16349,Bareland,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
16350,Bareland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
16351,Bareland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
16352,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
16353,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
16354,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
16355,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16356,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
16357,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
16358,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
16359,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
16360,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
16361,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
16362,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
16363,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
16364,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
16365,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
16366,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
16367,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Water
16368,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
16369,Bareland,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
16370,Bareland,Water,Wetland,NULL,Wetland,Forest,Bareland,Grassland
16371,Bareland,Water,Wetland,NULL,Wetland,Forest,Water,NULL
16372,Bareland,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
16373,Bareland,Water,Wetland,NULL,Wetland,Forest,Water,Bareland
16374,Bareland,Water,Wetland,Non_Water,NULL,Shrubland,Bareland,Bareland
16375,Bareland,Water,Wetland,Non_Water,NULL,Grassland,Water,Bareland
16376,Bareland,Water,Wetland,Non_Water,NULL,Grassland,Water,Forest
16377,Bareland,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
16378,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
16379,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
16380,Bareland,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
16381,Bareland,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Wetland
16382,Bareland,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Bareland
16383,Bareland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
16384,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
16385,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
16386,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
16387,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
16388,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
16389,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
16390,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
16391,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
16392,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
16393,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
16394,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
16395,Bareland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
16396,Bareland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
16397,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
16398,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
16399,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
16400,Bareland,Water,Wetland,Water,NULL,Grassland,Bareland,Bareland
16401,Bareland,Water,Wetland,Water,NULL,Bareland,Bareland,Water
16402,Bareland,Water,Wetland,Water,NULL,Water,Bareland,Water
16403,Bareland,Water,Wetland,Water,NULL,Water,Water,Bareland
16404,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland,Bareland
16405,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland,Water
16406,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Bareland
16407,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Water
16408,Bareland,Water,Wetland,Water,Wetland,Shrubland,Bareland,Wetland
16409,Bareland,Water,Wetland,Water,Wetland,Shrubland,Bareland,Bareland
16410,Bareland,Water,Wetland,Water,Wetland,Shrubland,Bareland,Water
16411,Bareland,Water,Wetland,Water,Wetland,Shrubland,Built-up,Water
16412,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
16413,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
16414,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
16415,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
16416,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
16417,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Wetland
16418,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Bareland
16419,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
16420,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
16421,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
16422,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
16423,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
16424,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
16425,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
16426,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
16427,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
16428,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
16429,Bareland,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
16430,Bareland,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
16431,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
16432,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
16433,Bareland,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
16434,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
16435,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
16436,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
16437,Bareland,Water,Wetland,Water,Wetland,Water,Built-up,Bareland
16438,Bareland,Water,Wetland,Water,Wetland,Water,Built-up,Water
16439,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
16440,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
16441,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
16442,Bareland,Water,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
16443,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
16444,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
16445,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
16446,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
16447,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16448,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16449,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
16450,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
16451,Bareland,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
16452,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
16453,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
16454,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
16455,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16456,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
16457,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
16458,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
16459,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
16460,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
16461,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
16462,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Water
16463,Bareland,Water,Bareland,Water,Non_Wetland,Shrubland,Bareland,Bareland
16464,Bareland,Water,Bareland,Water,Non_Wetland,Shrubland,Bareland,Water
16465,Bareland,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
16466,Bareland,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Bareland
16467,Bareland,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Water
16468,Bareland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
16469,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
16470,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
16471,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
16472,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
16473,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
16474,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
16475,Bareland,Water,Bareland,Water,Non_Wetland,Built-up,Built-up,Bareland
16476,Bareland,Water,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
16477,Bareland,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
16478,Bareland,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
16479,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
16480,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
16481,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
16482,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
16483,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
16484,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
16485,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
16486,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
16487,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
16488,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
16489,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
16490,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
16491,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
16492,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
16493,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
16494,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
16495,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
16496,Bareland,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
16497,Bareland,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Bareland
16498,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
16499,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
16500,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16501,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
16502,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
16503,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
16504,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
16505,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
16506,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
16507,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
16508,Bareland,Water,Built-up,Water,Non_Wetland,Shrubland,Bareland,Bareland
16509,Bareland,Water,Built-up,Water,Non_Wetland,Shrubland,Bareland,Water
16510,Bareland,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Bareland
16511,Bareland,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Water
16512,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Bareland,Bareland
16513,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Bareland,Water
16514,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
16515,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
16516,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
16517,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
16518,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
16519,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
16520,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
16521,Bareland,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
16522,Bareland,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
16523,Bareland,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
16524,Bareland,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
16525,Bareland,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
16526,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
16527,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
16528,Bareland,Water,Water,NULL,NULL,Water,Water,Water
16529,Bareland,Water,Water,NULL,Water,Grassland,Bareland,Bareland
16530,Bareland,Water,Water,NULL,Water,Water,Water,Wetland
16531,Bareland,Water,Water,NULL,Water,Water,Water,Water
16532,Bareland,Water,Water,Non_Water,Water,Water,Water,Bareland
16533,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
16534,Bareland,Water,Water,Water,NULL,Bareland,Bareland,Bareland
16535,Bareland,Water,Water,Water,NULL,Bareland,Bareland,Water
16536,Bareland,Water,Water,Water,NULL,Water,Bareland,Water
16537,Bareland,Water,Water,Water,NULL,Water,Water,Water
16538,Bareland,Water,Water,Water,Water,Shrubland,Water,Wetland
16539,Bareland,Water,Water,Water,Water,Grassland,Bareland,Bareland
16540,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
16541,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
16542,Bareland,Water,Water,Water,Water,Water,Bareland,Water
16543,Bareland,Water,Water,Water,Water,Water,Water,Water
16544,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
16545,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
16546,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
16547,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
16548,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
16549,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16550,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
16551,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
16552,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
16553,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
16554,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
16555,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
16556,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
16557,Bareland,Water,Forest,NULL,Non_Wetland,Forest,NULL,NULL
16558,Bareland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16559,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
16560,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
16561,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
16562,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
16563,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
16564,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
16565,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
16566,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Cropland
16567,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16568,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
16569,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16570,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
16571,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
16572,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
16573,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16574,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
16575,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
16576,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16577,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
16578,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
16579,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
16580,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
16581,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
16582,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
16583,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16584,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
16585,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
16586,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Built-up
16587,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
16588,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
16589,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
16590,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
16591,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
16592,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16593,Bareland,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Grassland
16594,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
16595,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
16596,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16597,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
16598,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
16599,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
16600,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
16601,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16602,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
16603,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
16604,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
16605,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
16606,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16607,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16608,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
16609,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16610,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
16611,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16612,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
16613,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
16614,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
16615,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
16616,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
16617,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16618,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16619,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
16620,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16621,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16622,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16623,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16624,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16625,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16626,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16627,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16628,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16629,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
16630,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
16631,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
16632,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16633,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
16634,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16635,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16636,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
16637,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16638,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16639,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16640,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16641,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
16642,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16643,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16644,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16645,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
16646,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16647,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
16648,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
16649,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
16650,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16651,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
