Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMC_M_R
19710,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Water
19711,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
19712,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Shrubland,Grassland
19713,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Shrubland,Cropland
19714,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Shrubland,Forest
19715,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Grassland,NULL
19716,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
19717,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Grassland,Forest
19718,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Bareland,NULL
19719,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Bareland,Grassland
19720,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
19721,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
19722,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
19723,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Water
19724,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Forest
19725,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,NULL
19726,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,Grassland
19727,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,Forest
19728,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
19729,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
19730,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
19731,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
19732,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
19733,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
19734,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
19735,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
19736,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
19737,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
19738,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Cropland
19739,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
19740,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
19741,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
19742,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
19743,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
19744,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Bareland
19745,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
19746,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
19747,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
19748,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,NULL
19749,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
19750,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Cropland
19751,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,NULL
19752,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
19753,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
19754,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
19755,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
19756,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
19757,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
19758,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,NULL
19759,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
19760,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
19761,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
19762,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
19763,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
19764,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
19765,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Water
19766,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
19767,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,NULL
19768,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
19769,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
19770,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
19771,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
19772,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
19773,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
19774,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Cropland
19775,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
19776,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
19777,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
19778,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,NULL
19779,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
19780,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Cropland
19781,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
19782,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
19783,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
19784,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
19785,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
19786,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
19787,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
19788,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
19789,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
19790,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
19791,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
19792,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
19793,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
19794,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
19795,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,NULL
19796,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
19797,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Cropland
19798,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
19799,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
19800,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
19801,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
19802,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
19803,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
19804,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
19805,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
19806,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
19807,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,NULL
19808,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Grassland
19809,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Cropland
19810,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Bareland
19811,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Water
19812,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Forest
19813,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Cropland
19814,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
19815,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,NULL
19816,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
19817,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Cropland
19818,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
19819,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Bareland
19820,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
19821,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
19822,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
19823,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Cropland
19824,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
19825,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
19826,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Water
19827,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Forest
19828,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
19829,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
19830,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
19831,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
19832,Forest,Forest,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
19833,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
19834,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Water
19835,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
19836,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Grassland
19837,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Cropland
19838,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Water
19839,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
19840,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Cropland
19841,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
19842,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
19843,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Cropland
19844,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Bareland
19845,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Cropland
19846,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
19847,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Cropland
19848,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
19849,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,NULL
19850,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Grassland
19851,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Water
19852,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Forest
19853,Forest,Forest,Wetland,Water,Wetland,Cropland,Shrubland,Cropland
19854,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Grassland
19855,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Cropland
19856,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Water
19857,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Forest
19858,Forest,Forest,Wetland,Water,Wetland,Cropland,Forest,Grassland
19859,Forest,Forest,Wetland,Water,Wetland,Cropland,Forest,Cropland
19860,Forest,Forest,Wetland,Water,Wetland,Cropland,Forest,Water
19861,Forest,Forest,Wetland,Water,Wetland,Cropland,Forest,Forest
19862,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
19863,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
19864,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
19865,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
19866,Forest,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
19867,Forest,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Bareland
19868,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
19869,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
19870,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
19871,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Bareland
19872,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
19873,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
19874,Forest,Forest,Wetland,Water,Wetland,Water,Shrubland,Wetland
19875,Forest,Forest,Wetland,Water,Wetland,Water,Shrubland,Water
19876,Forest,Forest,Wetland,Water,Wetland,Water,Shrubland,Forest
19877,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
19878,Forest,Forest,Wetland,Water,Wetland,Water,Water,Cropland
19879,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
19880,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
19881,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Cropland
19882,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
19883,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
19884,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
19885,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
19886,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
19887,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
19888,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Forest
19889,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
19890,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
19891,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Wetland
19892,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Bareland
19893,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
19894,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
19895,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
19896,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19897,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
19898,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19899,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
19900,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19901,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19902,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
19903,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
19904,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
19905,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
19906,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
19907,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
19908,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
19909,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19910,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19911,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19912,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
19913,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19914,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Forest
19915,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
19916,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
19917,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19918,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
19919,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
19920,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
19921,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
19922,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
19923,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
19924,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
19925,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
19926,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
19927,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
19928,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
19929,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19930,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19931,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19932,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
19933,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19934,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
19935,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
19936,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
19937,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
19938,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
19939,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
19940,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
19941,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19942,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19943,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
19944,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
19945,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
19946,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
19947,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
19948,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
19949,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
19950,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
19951,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Built-up
19952,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
19953,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
19954,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19955,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19956,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
19957,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
19958,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
19959,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
19960,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
19961,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
19962,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
19963,Forest,Forest,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19964,Forest,Forest,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Forest
19965,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
19966,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
19967,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Shrubland,Forest
19968,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
19969,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Grassland,Forest
19970,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
19971,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
19972,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
19973,Forest,Forest,Water,NULL,Water,NULL,Shrubland,NULL
19974,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Grassland
19975,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Wetland
19976,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Forest
19977,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
19978,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
19979,Forest,Forest,Water,NULL,Water,NULL,Water,Grassland
19980,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
19981,Forest,Forest,Water,NULL,Water,NULL,Forest,Grassland
19982,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
19983,Forest,Forest,Water,NULL,Water,Shrubland,NULL,NULL
19984,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Grassland
19985,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
19986,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
19987,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
19988,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Cropland
19989,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Wetland
19990,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
19991,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,NULL
19992,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
19993,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
19994,Forest,Forest,Water,NULL,Water,Shrubland,Water,NULL
19995,Forest,Forest,Water,NULL,Water,Shrubland,Water,Grassland
19996,Forest,Forest,Water,NULL,Water,Shrubland,Water,Water
19997,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
19998,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Grassland
19999,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Wetland
20000,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Water
20001,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
20002,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Forest
20003,Forest,Forest,Water,NULL,Water,Grassland,Water,NULL
20004,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,NULL
20005,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Grassland
20006,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
20007,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
20008,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
20009,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
20010,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
20011,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
20012,Forest,Forest,Water,NULL,Water,Wetland,Forest,NULL
20013,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
20014,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
20015,Forest,Forest,Water,NULL,Water,Bareland,NULL,Bareland
20016,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,NULL
20017,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Grassland
20018,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Forest
20019,Forest,Forest,Water,NULL,Water,Bareland,Wetland,NULL
20020,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
20021,Forest,Forest,Water,NULL,Water,Bareland,Water,NULL
20022,Forest,Forest,Water,NULL,Water,Bareland,Water,Bareland
20023,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
20024,Forest,Forest,Water,NULL,Water,Bareland,Forest,Bareland
20025,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
20026,Forest,Forest,Water,NULL,Water,Water,NULL,Cropland
20027,Forest,Forest,Water,NULL,Water,Water,NULL,Wetland
20028,Forest,Forest,Water,NULL,Water,Water,NULL,Water
20029,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
20030,Forest,Forest,Water,NULL,Water,Water,Shrubland,NULL
20031,Forest,Forest,Water,NULL,Water,Water,Shrubland,Grassland
20032,Forest,Forest,Water,NULL,Water,Water,Shrubland,Wetland
20033,Forest,Forest,Water,NULL,Water,Water,Shrubland,Water
20034,Forest,Forest,Water,NULL,Water,Water,Shrubland,Forest
20035,Forest,Forest,Water,NULL,Water,Water,Wetland,NULL
20036,Forest,Forest,Water,NULL,Water,Water,Wetland,Cropland
20037,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
20038,Forest,Forest,Water,NULL,Water,Water,Water,NULL
20039,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
20040,Forest,Forest,Water,NULL,Water,Water,Water,Cropland
20041,Forest,Forest,Water,NULL,Water,Water,Water,Bareland
20042,Forest,Forest,Water,NULL,Water,Water,Water,Water
20043,Forest,Forest,Water,NULL,Water,Water,Water,Forest
20044,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
20045,Forest,Forest,Water,NULL,Water,Water,Forest,Wetland
20046,Forest,Forest,Water,NULL,Water,Water,Forest,Water
20047,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
20048,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
20049,Forest,Forest,Water,NULL,Water,Forest,Shrubland,NULL
20050,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Grassland
20051,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Wetland
20052,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
20053,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
20054,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
20055,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
20056,Forest,Forest,Water,NULL,Water,Forest,Water,Water
20057,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
20058,Forest,Forest,Water,NULL,Water,Forest,Forest,NULL
20059,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
20060,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
20061,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
20062,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
20063,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
20064,Forest,Forest,Water,Non_Water,Water,NULL,Shrubland,NULL
20065,Forest,Forest,Water,Non_Water,Water,NULL,Shrubland,Grassland
20066,Forest,Forest,Water,Non_Water,Water,NULL,Shrubland,Forest
20067,Forest,Forest,Water,Non_Water,Water,NULL,Grassland,Grassland
20068,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,NULL
