Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXK_M_R
3259,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3260,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3261,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3262,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3263,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3264,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
3265,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3266,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3267,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3268,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
3269,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3270,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3271,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3272,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
3273,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3274,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3275,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3276,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3277,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3278,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3279,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3280,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3281,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3282,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3283,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3284,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3285,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3286,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3287,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3288,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3289,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3290,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3291,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3292,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3293,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
3294,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3295,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
3296,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
3297,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
3298,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
3299,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3300,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3301,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3302,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3303,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
3304,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3305,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
3306,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
3307,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
3308,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3309,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3310,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3311,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3312,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
3313,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3314,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3315,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3316,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3317,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3318,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3319,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
3320,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
3321,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
3322,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
3323,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
3324,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
3325,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
3326,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
3327,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
3328,Water,Built-up,Water,Water,Water,NULL,NULL,Water
3329,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
3330,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3331,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3332,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3333,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3334,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
3335,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3336,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3337,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3338,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3339,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3340,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3341,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3342,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3343,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
3344,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3345,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3346,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3347,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3348,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3349,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3350,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3351,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3352,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3353,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3354,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3355,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3356,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3357,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3358,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3359,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3360,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3361,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3362,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3363,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
3364,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3365,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3366,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3367,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3368,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3369,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3370,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3371,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3372,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3373,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3374,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3375,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3376,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3377,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3378,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3379,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3380,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3381,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3382,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3383,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3384,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3385,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3386,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3387,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3388,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3389,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3390,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3391,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3392,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3393,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3394,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3395,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3396,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3397,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3398,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3399,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3400,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3401,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3402,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3403,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3404,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3405,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
3406,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3407,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3408,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3409,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3410,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3411,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3412,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3413,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3414,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3415,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3416,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3417,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3418,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3419,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3420,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3421,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3422,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
3423,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3424,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
3425,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3426,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
3427,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3428,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
3429,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3430,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3431,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3432,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3433,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3434,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3435,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3436,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3437,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3438,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3439,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
3440,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3441,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3442,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
3443,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3444,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3445,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
3446,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3447,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3448,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3449,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3450,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3451,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3452,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3453,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3454,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
3455,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3456,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
3457,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3458,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
3459,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3460,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3461,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
3462,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3463,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3464,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3465,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3466,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3467,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
3468,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
3469,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3470,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3471,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3472,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3473,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
3474,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
3475,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3476,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
3477,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3478,Water,Water,Water,NULL,Water,NULL,NULL,NULL
3479,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
3480,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
3481,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
3482,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
3483,Water,Water,Water,NULL,Water,NULL,NULL,Water
3484,Water,Water,Water,NULL,Water,NULL,NULL,Forest
3485,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
3486,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3487,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
3488,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
3489,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
3490,Water,Water,Water,Non_Water,Water,NULL,NULL,Built-up
3491,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
3492,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
3493,Water,Water,Water,Water,Water,NULL,NULL,Grassland
3494,Water,Water,Water,Water,Water,NULL,NULL,Cropland
3495,Water,Water,Water,Water,Water,NULL,NULL,Wetland
3496,Water,Water,Water,Water,Water,NULL,NULL,Bareland
3497,Water,Water,Water,Water,Water,NULL,NULL,Water
3498,Water,Water,Water,Water,Water,NULL,NULL,Forest
3499,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3500,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3501,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3502,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3503,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3504,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3505,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3506,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3507,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3508,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3509,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3510,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3511,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3512,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3513,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3514,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3515,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3516,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3517,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3518,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3519,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3520,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3521,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3522,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
3523,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3524,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3525,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3526,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3527,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3528,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3529,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3530,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3531,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3532,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3533,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3534,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3535,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3536,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3537,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3538,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3539,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3540,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3541,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3542,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3543,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3544,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3545,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3546,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3547,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3548,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3549,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3550,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3551,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3552,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3553,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3554,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
3555,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3556,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3557,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3558,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3559,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3560,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3561,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3562,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
3563,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3564,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3565,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
3566,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
3567,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3568,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3569,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3570,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3571,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3572,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
3573,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3574,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
3575,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
3576,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
3577,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3578,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
3579,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3580,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3581,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3582,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3583,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
3584,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3585,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3586,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3587,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3588,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3589,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3590,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3591,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
3592,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
3593,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
3594,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
3595,Water,Forest,Water,NULL,Water,NULL,NULL,Water
3596,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
3597,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
3598,Water,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
3599,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
3600,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
3601,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
3602,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
3603,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
3604,Water,Forest,Water,Water,Water,NULL,NULL,Water
3605,Water,Forest,Water,Water,Water,NULL,NULL,Forest
3606,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3607,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3608,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3609,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3610,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3611,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3612,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
3613,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3614,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3615,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3616,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3617,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
