Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZP_M_R
5790,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
5791,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
5792,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5793,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
5794,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5795,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
5796,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
5797,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
5798,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
5799,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5800,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5801,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5802,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5803,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5804,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5805,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5806,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5807,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5808,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5809,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5810,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5811,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5812,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5813,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
5814,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5815,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
5816,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
5817,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
5818,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5819,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
5820,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
5821,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
5822,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5823,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5824,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5825,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Water
5826,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
5827,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
5828,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
5829,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
5830,Water,NULL,Water,NULL,Water,Water,NULL,Water
5831,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
5832,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
5833,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
5834,Water,NULL,Water,Water,Water,NULL,NULL,Water
5835,Water,NULL,Water,Water,Water,NULL,Water,Grassland
5836,Water,NULL,Water,Water,Water,NULL,Water,Water
5837,Water,NULL,Water,Water,Water,NULL,Water,Forest
5838,Water,NULL,Water,Water,Water,Wetland,NULL,Grassland
5839,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
5840,Water,NULL,Water,Water,Water,Forest,Water,Forest
5841,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5842,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5843,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5844,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5845,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5846,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5847,Water,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
5848,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5849,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
5850,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5851,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
5852,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5853,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5854,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
5855,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5856,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5857,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
5858,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5859,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5860,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5861,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5862,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5863,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
5864,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
5865,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
5866,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5867,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
5868,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5869,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5870,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
5871,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5872,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5873,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
5874,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5875,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5876,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
5877,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5878,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5879,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5880,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Water
5881,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5882,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
5883,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
5884,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
5885,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5886,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
5887,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5888,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
5889,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5890,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5891,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5892,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5893,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
5894,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5895,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5896,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Water
5897,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
5898,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
5899,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
5900,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
5901,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
5902,Water,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Water
5903,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5904,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Water
5905,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
5906,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5907,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5908,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
5909,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5910,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
5911,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5912,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5913,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
5914,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
5915,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Water
5916,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
5917,Water,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Water
5918,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
5919,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5920,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
5921,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Forest
5922,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
5923,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5924,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5925,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5926,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5927,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5928,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
5929,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5930,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5931,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
5932,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5933,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5934,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
5935,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
5936,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5937,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5938,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5939,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
5940,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
5941,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5942,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5943,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5944,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
5945,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5946,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5947,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
5948,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
5949,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
5950,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5951,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
5952,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5953,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5954,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
5955,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
5956,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
5957,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
5958,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5959,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
5960,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Forest,Water
5961,Water,Cropland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5962,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
5963,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5964,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5965,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5966,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5967,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5968,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5969,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5970,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5971,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5972,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5973,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5974,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5975,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
5976,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
5977,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
5978,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5979,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5980,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5981,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5982,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5983,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
5984,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5985,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5986,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5987,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5988,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
5989,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5990,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5991,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
5992,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
5993,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
5994,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
5995,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5996,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5997,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Water
5998,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5999,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6000,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6001,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6002,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6003,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6004,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6005,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6006,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6007,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6008,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
6009,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6010,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
6011,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
6012,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Water
6013,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6014,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
6015,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
6016,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
6017,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6018,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6019,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
6020,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6021,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
6022,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
6023,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6024,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6025,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
6026,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
6027,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Water
6028,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
6029,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
6030,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
6031,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
6032,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
6033,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6034,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6035,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6036,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6037,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6038,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6039,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6040,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6041,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6042,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
6043,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6044,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6045,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
6046,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6047,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
6048,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6049,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6050,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
6051,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
6052,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6053,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6054,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6055,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
6056,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6057,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Water
6058,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Water
6059,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
6060,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Built-up,Cropland
6061,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6062,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Cropland
6063,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6064,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
6065,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
6066,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6067,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
6068,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Water
6069,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6070,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6071,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Water
6072,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
6073,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6074,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Water
6075,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6076,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6077,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
6078,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
6079,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6080,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6081,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
6082,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6083,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
6084,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
6085,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6086,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
6087,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
6088,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
6089,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6090,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
6091,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6092,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6093,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6094,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6095,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
6096,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
6097,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6098,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6099,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
6100,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
6101,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
6102,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
6103,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6104,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
6105,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Bareland
6106,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
6107,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6108,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
6109,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
6110,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
6111,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6112,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6113,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
6114,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
6115,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
6116,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Water
6117,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
6118,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6119,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
6120,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
6121,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
6122,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
6123,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
6124,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
6125,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,Water,Water
6126,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
6127,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
6128,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
6129,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
6130,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
6131,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Cropland
