Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBL_M_R
10262,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Forest
10263,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10264,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
10265,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
10266,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10267,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Cropland
10268,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
10269,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
10270,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
10271,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
10272,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10273,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10274,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10275,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10276,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10277,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10278,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10279,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10280,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
10281,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10282,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10283,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
10284,Forest,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
10285,Forest,Cropland,Water,NULL,Water,Shrubland,Grassland,Forest
10286,Forest,Cropland,Water,NULL,Water,Grassland,Wetland,Forest
10287,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
10288,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
10289,Forest,Cropland,Water,NULL,Water,Water,Grassland,Grassland
10290,Forest,Cropland,Water,NULL,Water,Water,Grassland,Wetland
10291,Forest,Cropland,Water,NULL,Water,Water,Grassland,Bareland
10292,Forest,Cropland,Water,NULL,Water,Water,Grassland,Water
10293,Forest,Cropland,Water,Water,Water,Shrubland,Grassland,Forest
10294,Forest,Cropland,Water,Water,Water,Shrubland,Water,Forest
10295,Forest,Cropland,Water,Water,Water,Grassland,NULL,Forest
10296,Forest,Cropland,Water,Water,Water,Grassland,Forest,Bareland
10297,Forest,Cropland,Water,Water,Water,Wetland,Grassland,Forest
10298,Forest,Cropland,Water,Water,Water,Water,NULL,Forest
10299,Forest,Cropland,Water,Water,Water,Water,Grassland,Bareland
10300,Forest,Cropland,Water,Water,Water,Water,Grassland,Water
10301,Forest,Cropland,Water,Water,Water,Water,Wetland,Water
10302,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10303,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10304,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10305,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10306,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10307,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10308,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10309,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
10310,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10311,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10312,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10313,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10314,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10315,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10316,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10317,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10318,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10319,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10320,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10321,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
10322,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10323,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10324,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10325,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10326,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10327,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10328,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10329,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10330,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10331,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10332,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
10333,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10334,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
10335,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10336,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10337,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
10338,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10339,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10340,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10341,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10342,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
10343,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10344,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10345,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10346,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10347,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
10348,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10349,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10350,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10351,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10352,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10353,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10354,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10355,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10356,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
10357,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10358,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10359,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10360,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
10361,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
10362,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10363,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
10364,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10365,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10366,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10367,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
10368,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10369,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10370,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10371,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
10372,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10373,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10374,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10375,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
10376,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
10377,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10378,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10379,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10380,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
10381,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
10382,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
10383,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10384,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10385,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10386,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
10387,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10388,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
10389,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10390,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10391,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10392,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10393,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10394,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10395,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10396,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10397,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10398,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10399,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10400,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10401,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10402,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10403,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10404,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10405,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10406,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
10407,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
10408,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10409,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
10410,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10411,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
10412,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10413,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10414,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
10415,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
10416,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10417,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10418,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
10419,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
10420,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10421,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10422,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10423,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
10424,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
10425,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10426,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
10427,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
10428,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10429,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10430,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10431,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
10432,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
10433,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10434,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10435,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10436,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10437,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10438,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10439,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10440,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10441,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10442,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10443,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10444,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10445,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
10446,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
10447,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10448,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10449,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10450,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10451,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10452,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10453,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10454,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10455,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10456,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10457,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
10458,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10459,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
10460,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10461,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10462,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10463,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
10464,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10465,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10466,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
10467,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10468,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10469,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10470,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
10471,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10472,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10473,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10474,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10475,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10476,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10477,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10478,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
10479,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10480,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10481,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10482,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10483,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10484,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
10485,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
10486,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10487,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10488,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
10489,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
10490,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10491,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10492,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10493,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10494,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10495,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
10496,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10497,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
10498,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
10499,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
10500,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
10501,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
10502,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
10503,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
10504,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
10505,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10506,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10507,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10508,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
10509,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10510,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
10511,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
10512,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
10513,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
10514,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
10515,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10516,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
10517,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10518,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10519,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
10520,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10521,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
10522,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
10523,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
10524,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
10525,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
10526,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
10527,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
10528,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
10529,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
10530,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
10531,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
10532,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
10533,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
10534,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
10535,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
10536,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
10537,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
10538,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
10539,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
10540,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
10541,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
10542,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
10543,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10544,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
10545,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
10546,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
10547,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
10548,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
10549,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
10550,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
10551,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10552,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
10553,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10554,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10555,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10556,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
10557,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
10558,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
10559,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
10560,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
10561,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
10562,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
10563,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
10564,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
10565,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
10566,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
10567,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
10568,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
10569,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
10570,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
10571,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10572,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
10573,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
10574,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
10575,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
10576,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
10577,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
10578,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
10579,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
10580,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
10581,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
10582,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
10583,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
10584,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10585,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
10586,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
10587,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
10588,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
10589,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
10590,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
10591,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
10592,Forest,Wetland,Water,NULL,Water,NULL,Shrubland,Wetland
10593,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
