Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHB_M_R
6424,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
6425,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6426,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6427,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6428,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
6429,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6430,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6431,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
6432,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
6433,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6434,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6435,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6436,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
6437,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
6438,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
6439,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
6440,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
6441,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
6442,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland,Wetland,Forest
6443,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
6444,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6445,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6446,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6447,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
6448,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
6449,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
6450,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6451,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6452,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6453,Bareland,Water,Bareland,Water,Non_Wetland,Cropland,NULL,Grassland
6454,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
6455,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
6456,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
6457,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
6458,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
6459,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6460,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6461,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6462,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6463,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6464,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6465,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6466,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
6467,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
6468,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
6469,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
6470,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
6471,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
6472,Bareland,Water,Water,Water,Water,Cropland,Water,Grassland
6473,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
6474,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
6475,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
6476,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
6477,Bareland,Water,Water,Water,Water,Bareland,Water,Water
6478,Bareland,Water,Water,Water,Water,Water,Water,Grassland
6479,Bareland,Water,Water,Water,Water,Water,Water,Wetland
6480,Bareland,Water,Water,Water,Water,Water,Water,Forest
6481,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6482,Bareland,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6483,Bareland,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6484,Bareland,Water,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6485,Bareland,Water,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6486,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6487,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6488,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6489,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6490,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6491,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
6492,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6493,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6494,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6495,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6496,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6497,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
6498,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6499,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6500,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6501,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6502,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6503,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6504,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6505,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6506,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6507,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6508,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
6509,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6510,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6511,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
6512,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6513,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6514,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6515,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6516,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6517,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6518,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6519,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6520,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6521,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
6522,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6523,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6524,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
6525,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6526,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6527,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6528,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6529,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6530,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6531,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
6532,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
6533,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6534,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6535,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6536,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6537,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6538,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6539,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6540,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6541,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6542,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6543,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6544,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
6545,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6546,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6547,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6548,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6549,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6550,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6551,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6552,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6553,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6554,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6555,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6556,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6557,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6558,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6559,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6560,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6561,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
6562,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6563,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6564,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6565,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6566,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6567,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6568,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6569,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6570,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6571,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6572,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
6573,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6574,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6575,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6576,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6577,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6578,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
6579,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6580,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
6581,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Bareland
6582,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
6583,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6584,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6585,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6586,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
6587,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
6588,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
6589,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6590,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6591,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6592,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6593,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6594,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6595,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6596,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6597,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6598,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
6599,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6600,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
6601,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6602,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
6603,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6604,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6605,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6606,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6607,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6608,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6609,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
6610,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6611,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6612,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6613,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
6614,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
6615,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Bareland
6616,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6617,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6618,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Forest
6619,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
6620,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
6621,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6622,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6623,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
6624,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6625,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6626,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6627,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
6628,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
6629,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6630,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
6631,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6632,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6633,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6634,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6635,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
6636,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Bareland
6637,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6638,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6639,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6640,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6641,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6642,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6643,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6644,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6645,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6646,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6647,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6648,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
6649,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6650,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
6651,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
6652,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6653,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6654,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6655,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6656,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6657,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6658,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6659,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6660,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6661,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6662,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6663,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6664,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
6665,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6666,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6667,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6668,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6669,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6670,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6671,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6672,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6673,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6674,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
6675,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
6676,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6677,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6678,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
6679,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6680,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6681,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6682,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6683,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6684,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6685,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6686,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6687,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
6688,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
6689,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6690,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
6691,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
6692,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6693,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6694,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
6695,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
6696,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6697,Water,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
6698,Water,NULL,NULL,Water,Non_Wetland,Cropland,Grassland,Grassland
6699,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
6700,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6701,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
6702,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6703,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
6704,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
6705,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6706,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6707,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6708,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6709,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6710,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6711,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6712,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6713,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6714,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6715,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6716,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6717,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6718,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6719,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6720,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6721,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6722,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6723,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6724,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6725,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6726,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6727,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
6728,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
6729,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6730,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6731,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6732,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
6733,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6734,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6735,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
6736,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6737,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6738,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6739,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6740,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6741,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6742,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6743,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6744,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
6745,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6746,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6747,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6748,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Water,Forest
6749,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6750,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6751,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6752,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
6753,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
