Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXF_M_R
11036,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11037,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11038,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11039,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11040,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11041,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11042,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11043,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
11044,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11045,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11046,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11047,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11048,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11049,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
11050,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11051,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11052,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11053,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11054,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11055,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11056,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11057,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11058,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11059,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11060,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
11061,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11062,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
11063,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11064,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
11065,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11066,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11067,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
11068,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11069,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
11070,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11071,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11072,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
11073,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
11074,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11075,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11076,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11077,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
11078,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11079,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11080,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
11081,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
11082,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
11083,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
11084,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
11085,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
11086,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11087,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11088,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11089,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11090,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11091,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11092,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11093,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11094,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11095,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11096,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
11097,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11098,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
11099,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
11100,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11101,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11102,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11103,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
11104,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11105,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11106,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11107,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11108,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11109,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11110,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11111,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11112,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11113,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11114,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11115,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11116,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11117,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11118,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11119,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11120,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11121,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
11122,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11123,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11124,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11125,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11126,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11127,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
11128,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
11129,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
11130,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
11131,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
11132,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
11133,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11134,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
11135,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
11136,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11137,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11138,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
11139,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11140,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11141,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11142,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11143,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
11144,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
11145,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11146,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
11147,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11148,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11149,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11150,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11151,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
11152,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11153,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11154,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11155,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11156,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11157,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
11158,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
11159,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
11160,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
11161,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
11162,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11163,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
11164,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11165,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11166,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11167,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
11168,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
11169,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11170,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
11171,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11172,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
11173,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
11174,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11175,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11176,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11177,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11178,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11179,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11180,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
11181,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
11182,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11183,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11184,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
11185,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11186,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11187,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11188,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11189,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11190,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11191,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11192,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11193,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11194,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11195,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11196,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11197,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11198,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11199,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11200,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
11201,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11202,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11203,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11204,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
11205,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11206,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11207,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
11208,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11209,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11210,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11211,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11212,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
11213,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11214,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11215,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11216,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11217,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11218,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11219,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11220,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11221,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11222,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11223,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
11224,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
11225,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11226,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
11227,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11228,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11229,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11230,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11231,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11232,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11233,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11234,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11235,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11236,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11237,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11238,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11239,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11240,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
11241,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11242,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11243,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11244,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
11245,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
11246,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11247,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11248,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11249,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11250,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11251,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11252,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11253,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11254,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11255,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
11256,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
11257,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
11258,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
11259,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11260,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11261,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11262,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11263,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11264,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11265,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11266,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11267,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11268,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11269,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11270,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11271,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11272,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11273,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11274,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11275,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11276,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11277,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11278,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11279,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11280,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
11281,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11282,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11283,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11284,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11285,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11286,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
11287,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11288,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11289,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11290,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
11291,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11292,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11293,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11294,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11295,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
11296,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11297,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11298,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11299,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
11300,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
11301,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
11302,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
11303,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11304,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11305,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11306,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
11307,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
11308,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
11309,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
11310,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
11311,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
11312,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11313,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
11314,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
11315,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
11316,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
11317,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
11318,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
11319,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
11320,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
11321,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11322,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11323,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
11324,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11325,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
11326,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
11327,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
11328,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
11329,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
11330,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
11331,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
11332,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
11333,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11334,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
11335,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
11336,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Water
11337,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
11338,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
11339,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11340,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
11341,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
11342,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
11343,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
11344,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
11345,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
11346,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
11347,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
11348,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
11349,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11350,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11351,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11352,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11353,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
11354,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
11355,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
11356,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
11357,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
11358,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
