Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZB_M_R
12083,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12084,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
12085,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
12086,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
12087,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
12088,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12089,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
12090,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12091,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12092,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
12093,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12094,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
12095,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12096,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
12097,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
12098,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
12099,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12100,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
12101,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
12102,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12103,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
12104,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
12105,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
12106,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
12107,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
12108,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
12109,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
12110,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
12111,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
12112,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
12113,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12114,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12115,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
12116,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
12117,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
12118,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
12119,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,NULL
12120,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12121,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
12122,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
12123,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12124,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
12125,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
12126,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
12127,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12128,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
12129,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12130,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
12131,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12132,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
12133,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12134,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
12135,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
12136,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
12137,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12138,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
12139,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12140,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
12141,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12142,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
12143,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
12144,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
12145,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
12146,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
12147,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
12148,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
12149,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
12150,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
12151,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12152,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
12153,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12154,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
12155,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
12156,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
12157,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12158,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
12159,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12160,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12161,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12162,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12163,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12164,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
12165,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
12166,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
12167,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
12168,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12169,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12170,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12171,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12172,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
12173,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12174,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12175,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12176,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
12177,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
12178,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12179,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
12180,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12181,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12182,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12183,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
12184,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12185,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
12186,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12187,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12188,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
12189,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
12190,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
12191,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
12192,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
12193,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12194,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
12195,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12196,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12197,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
12198,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
12199,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
12200,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
12201,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
12202,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
12203,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
12204,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
12205,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
12206,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
12207,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12208,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
12209,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
12210,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
12211,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
12212,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12213,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
12214,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
12215,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
12216,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
12217,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
12218,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
12219,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12220,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
12221,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
12222,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
12223,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
12224,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12225,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
12226,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
12227,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
12228,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,NULL
12229,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12230,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
12231,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
12232,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
12233,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
12234,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
12235,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
12236,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
12237,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
12238,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
12239,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
12240,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
12241,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
12242,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
12243,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
12244,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
12245,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
12246,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
12247,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
12248,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
12249,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
12250,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12251,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
12252,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12253,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
12254,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
12255,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
12256,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
12257,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12258,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12259,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12260,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12261,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12262,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12263,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12264,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12265,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12266,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12267,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12268,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12269,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12270,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12271,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12272,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
12273,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
12274,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
12275,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
12276,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
12277,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12278,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12279,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
12280,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12281,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
12282,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,NULL
12283,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12284,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12285,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12286,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
12287,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12288,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
12289,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
12290,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
12291,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12292,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12293,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12294,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12295,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
12296,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
12297,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
12298,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12299,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12300,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12301,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12302,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12303,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12304,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12305,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12306,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12307,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12308,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12309,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12310,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
12311,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12312,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12313,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12314,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12315,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
12316,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12317,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12318,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12319,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12320,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
12321,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
12322,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
12323,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
12324,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
12325,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12326,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12327,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12328,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12329,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12330,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12331,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12332,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
12333,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12334,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12335,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12336,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12337,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12338,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12339,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12340,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12341,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12342,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12343,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12344,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12345,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12346,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
12347,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12348,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
12349,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
12350,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12351,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
12352,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12353,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12354,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
12355,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12356,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12357,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
12358,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12359,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
12360,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12361,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12362,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
12363,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
12364,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12365,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
12366,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12367,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12368,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12369,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12370,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12371,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
12372,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
12373,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12374,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12375,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
12376,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
12377,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
12378,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
12379,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
12380,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
12381,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
12382,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
12383,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12384,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
12385,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
12386,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
12387,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
12388,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12389,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12390,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12391,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
12392,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
12393,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
12394,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
12395,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12396,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
12397,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12398,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
12399,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12400,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
12401,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12402,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
12403,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
12404,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
