Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R
9604,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
9605,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9606,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9607,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
9608,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9609,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9610,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
9611,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
9612,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
9613,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
9614,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
9615,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9616,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9617,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9618,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
9619,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
9620,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
9621,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
9622,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9623,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
9624,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9625,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
9626,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
9627,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
9628,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
9629,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9630,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
9631,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
9632,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9633,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
9634,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
9635,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
9636,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9637,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9638,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
9639,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9640,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
9641,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9642,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
9643,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9644,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
9645,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9646,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9647,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9648,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9649,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9650,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9651,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9652,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9653,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9654,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9655,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9656,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
9657,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9658,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
9659,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
9660,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9661,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
9662,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9663,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9664,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
9665,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
9666,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
9667,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9668,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9669,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
9670,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
9671,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
9672,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9673,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9674,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9675,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9676,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9677,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9678,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
9679,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9680,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9681,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9682,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
9683,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9684,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9685,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
9686,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
9687,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9688,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9689,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
9690,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
9691,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
9692,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
9693,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9694,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
9695,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
9696,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
9697,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9698,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9699,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9700,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9701,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9702,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9703,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
9704,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9705,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9706,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
9707,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
9708,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
9709,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9710,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
9711,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9712,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
9713,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9714,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9715,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
9716,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
9717,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9718,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
9719,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
9720,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
9721,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
9722,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
9723,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
9724,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
9725,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9726,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9727,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
9728,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9729,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9730,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
9731,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
9732,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9733,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9734,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
9735,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
9736,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9737,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Water
9738,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9739,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9740,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
9741,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9742,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
9743,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
9744,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9745,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9746,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9747,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
9748,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
9749,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9750,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
9751,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9752,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9753,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9754,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9755,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9756,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9757,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9758,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9759,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
9760,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
9761,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9762,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9763,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
9764,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9765,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9766,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9767,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
9768,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
9769,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
9770,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9771,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
9772,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
9773,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
9774,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
9775,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
9776,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9777,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Water
9778,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9779,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
9780,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
9781,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
9782,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
9783,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
9784,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
9785,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Water
9786,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
9787,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Water
9788,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
9789,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
9790,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
9791,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
9792,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
9793,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
9794,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
9795,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
9796,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
9797,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
9798,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
9799,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
9800,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
9801,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
9802,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
9803,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
9804,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
9805,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Water
9806,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
9807,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
9808,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
9809,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
9810,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
9811,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
9812,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
9813,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
9814,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
9815,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
9816,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
9817,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
9818,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
9819,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9820,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
9821,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9822,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9823,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9824,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9825,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9826,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9827,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9828,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9829,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9830,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9831,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9832,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
9833,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9834,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
9835,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
9836,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9837,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9838,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9839,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9840,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9841,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
9842,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9843,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9844,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
9845,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
9846,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9847,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9848,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9849,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9850,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9851,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
9852,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9853,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9854,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9855,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
9856,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9857,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9858,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
9859,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9860,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
9861,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
9862,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
9863,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9864,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9865,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9866,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9867,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9868,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9869,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
9870,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
9871,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9872,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9873,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9874,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
9875,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9876,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9877,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
9878,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9879,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9880,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9881,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
9882,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
9883,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
9884,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
9885,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
9886,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9887,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9888,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9889,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
9890,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
9891,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9892,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9893,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9894,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
9895,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9896,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9897,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9898,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9899,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9900,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9901,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
9902,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9903,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9904,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9905,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9906,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9907,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
9908,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9909,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
9910,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
9911,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9912,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9913,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9914,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9915,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9916,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
9917,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9918,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
9919,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
9920,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
9921,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
9922,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
9923,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
9924,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Water
9925,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
9926,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
9927,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
9928,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
9929,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
9930,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
9931,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Water
9932,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
