Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMH_M_R
670,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
671,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
672,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
673,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
674,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
675,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
676,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
677,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
678,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
679,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
680,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
681,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
682,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
683,Bareland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
684,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
685,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
686,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
687,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
688,Bareland,Water,Water,NULL,Water,NULL,Bareland,Water
689,Bareland,Water,Water,NULL,Water,Grassland,Bareland,Water
690,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
691,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
692,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Forest
693,Bareland,Water,Water,NULL,Water,Water,Bareland,Water
694,Bareland,Water,Water,Water,Water,Shrubland,Bareland,Water
695,Bareland,Water,Water,Water,Water,Grassland,Bareland,Water
696,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
697,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
698,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
699,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
700,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
701,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
702,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
703,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
704,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
705,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
706,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
707,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
708,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
709,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
710,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
711,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
712,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
713,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
714,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
715,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
716,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
717,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
718,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
719,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
720,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
721,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
722,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
723,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
724,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
725,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
726,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
727,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
728,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
729,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
730,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
731,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
732,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
733,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
734,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
735,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
736,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
737,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
738,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
739,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Forest
740,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
741,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
742,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
743,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
744,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
745,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
746,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
747,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
748,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
749,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
750,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
751,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
752,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
753,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
754,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
755,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
756,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
757,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
758,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
759,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
760,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
761,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
762,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
763,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
764,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
765,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
766,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
767,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
768,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
769,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
770,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
771,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
772,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
773,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
774,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
775,Water,NULL,Water,Water,Water,Forest,Bareland,Bareland
776,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
777,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
778,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
779,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
780,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
781,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
782,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
783,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
784,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
785,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
786,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
787,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
788,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
789,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
790,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
791,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
792,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
793,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
794,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
795,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
796,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
797,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
798,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
799,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
800,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,Bareland,Water
801,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
802,Water,Wetland,Water,NULL,Water,Grassland,Bareland,Bareland
803,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
804,Water,Wetland,Water,NULL,Water,Forest,Bareland,Forest
805,Water,Wetland,Water,Water,Water,Grassland,Bareland,Bareland
806,Water,Wetland,Water,Water,Water,Grassland,Bareland,Water
807,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
808,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Water
809,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
810,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
811,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
812,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
813,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
814,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
815,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
816,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
817,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
818,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
819,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
820,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
821,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Bareland,Water
822,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
823,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
824,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
825,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
826,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
827,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
828,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
829,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
830,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
831,Water,Bareland,Wetland,NULL,Wetland,NULL,Bareland,Forest
832,Water,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
833,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
834,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
835,Water,Bareland,Wetland,NULL,Wetland,Forest,Bareland,Forest
836,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland,Forest
837,Water,Bareland,Wetland,Water,Wetland,Grassland,Bareland,Water
838,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
839,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
840,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
841,Water,Bareland,Water,Water,Water,Grassland,Bareland,Water
842,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
843,Water,Bareland,Water,Water,Water,Bareland,Bareland,Forest
844,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Water
845,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
846,Water,Bareland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
847,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
848,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
849,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
850,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
851,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
852,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
853,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
854,Water,Bareland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
855,Water,Bareland,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
856,Water,Bareland,Forest,Water,Non_Wetland,Grassland,Bareland,Water
857,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
858,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
859,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
860,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
861,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
862,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
863,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
864,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
865,Water,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
866,Water,Built-up,Water,NULL,Water,Water,Bareland,Water
867,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
868,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
869,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
870,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
871,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
872,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
873,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
874,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
875,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
876,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
877,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
878,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
879,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
880,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
881,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
882,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
883,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
884,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
885,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
886,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
887,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
888,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
889,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
890,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
891,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
892,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
893,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
894,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
895,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
896,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
897,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
898,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
899,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
900,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Water
901,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
902,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
903,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
904,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
905,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
906,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
907,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
908,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
909,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
910,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
911,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
912,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
913,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
914,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Water
915,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
916,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
917,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
918,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
919,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
920,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
921,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
922,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
923,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
924,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
925,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Bareland
926,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Water
927,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
928,Water,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Water
929,Water,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
930,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
931,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
932,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
933,Water,Water,Grassland,Water,Non_Wetland,Forest,Bareland,Water
934,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
935,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
936,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
937,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
938,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
939,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
940,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
941,Water,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
942,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Bareland,Grassland
943,Water,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
944,Water,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
945,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
946,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
947,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
948,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
949,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
950,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
951,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Bareland
952,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
953,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
954,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
955,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
956,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
957,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
958,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
959,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
960,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
961,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
962,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
963,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
964,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
965,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
966,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
967,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
968,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
969,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
970,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Bareland
971,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
972,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
973,Water,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
974,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
975,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Bareland
976,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
977,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
978,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
979,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
980,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
981,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
982,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
983,Water,Water,Water,NULL,Water,NULL,NULL,Water
984,Water,Water,Water,NULL,Water,NULL,NULL,Forest
985,Water,Water,Water,NULL,Water,NULL,Bareland,Bareland
986,Water,Water,Water,NULL,Water,NULL,Bareland,Water
987,Water,Water,Water,NULL,Water,NULL,Bareland,Forest
988,Water,Water,Water,NULL,Water,NULL,Water,Water
989,Water,Water,Water,NULL,Water,Shrubland,Bareland,Forest
990,Water,Water,Water,NULL,Water,Grassland,Bareland,Bareland
991,Water,Water,Water,NULL,Water,Grassland,Bareland,Water
992,Water,Water,Water,NULL,Water,Grassland,Bareland,Forest
993,Water,Water,Water,NULL,Water,Grassland,Water,Water
994,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
995,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
996,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
997,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
998,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
999,Water,Water,Water,NULL,Water,Water,Bareland,Water
1000,Water,Water,Water,NULL,Water,Water,Bareland,Forest
1001,Water,Water,Water,NULL,Water,Water,Water,Water
1002,Water,Water,Water,NULL,Water,Water,Water,Forest
1003,Water,Water,Water,NULL,Water,Water,Forest,Forest
1004,Water,Water,Water,NULL,Water,Forest,Bareland,Bareland
1005,Water,Water,Water,NULL,Water,Forest,Bareland,Water
1006,Water,Water,Water,NULL,Water,Forest,Bareland,Forest
1007,Water,Water,Water,NULL,Water,Forest,Water,Water
1008,Water,Water,Water,NULL,Water,Forest,Forest,Water
1009,Water,Water,Water,NULL,Water,Forest,Forest,Forest
1010,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1011,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
1012,Water,Water,Water,Non_Water,Water,Water,Bareland,Grassland
1013,Water,Water,Water,Non_Water,Water,Forest,Bareland,Water
1014,Water,Water,Water,Water,Water,NULL,NULL,Water
1015,Water,Water,Water,Water,Water,NULL,NULL,Forest
1016,Water,Water,Water,Water,Water,NULL,Wetland,Water
1017,Water,Water,Water,Water,Water,NULL,Bareland,Grassland
1018,Water,Water,Water,Water,Water,NULL,Bareland,Water
1019,Water,Water,Water,Water,Water,NULL,Bareland,Forest
1020,Water,Water,Water,Water,Water,NULL,Forest,Water
1021,Water,Water,Water,Water,Water,Shrubland,Bareland,Water
1022,Water,Water,Water,Water,Water,Grassland,Bareland,Grassland
1023,Water,Water,Water,Water,Water,Grassland,Bareland,Bareland
1024,Water,Water,Water,Water,Water,Grassland,Bareland,Water
1025,Water,Water,Water,Water,Water,Grassland,Bareland,Forest
1026,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
1027,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
1028,Water,Water,Water,Water,Water,Bareland,Bareland,Water
1029,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
1030,Water,Water,Water,Water,Water,Water,Bareland,Grassland
1031,Water,Water,Water,Water,Water,Water,Bareland,Bareland
1032,Water,Water,Water,Water,Water,Water,Bareland,Water
1033,Water,Water,Water,Water,Water,Water,Bareland,Forest
1034,Water,Water,Water,Water,Water,Water,Water,Forest
1035,Water,Water,Water,Water,Water,Water,Forest,Water
1036,Water,Water,Water,Water,Water,Forest,Bareland,Grassland
