Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHU_M_R
13050,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
13051,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
13052,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
13053,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
13054,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
13055,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
13056,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
13057,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13058,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
13059,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
13060,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
13061,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
13062,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
13063,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
13064,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
13065,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
13066,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
13067,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
13068,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
13069,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
13070,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
13071,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
13072,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
13073,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
13074,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
13075,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
13076,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
13077,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13078,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
13079,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13080,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
13081,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
13082,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
13083,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13084,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
13085,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13086,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13087,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
13088,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13089,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
13090,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13091,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
13092,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
13093,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
13094,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13095,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
13096,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
13097,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13098,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
13099,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
13100,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
13101,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13102,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
13103,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
13104,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13105,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13106,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13107,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13108,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
13109,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
13110,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
13111,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
13112,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13113,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
13114,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13115,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13116,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
13117,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13118,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
13119,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13120,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13121,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
13122,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13123,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
13124,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
13125,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
13126,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13127,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13128,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13129,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13130,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13131,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
13132,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
13133,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
13134,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
13135,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
13136,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
13137,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
13138,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
13139,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
13140,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
13141,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
13142,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest,Forest
13143,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
13144,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13145,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
13146,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
13147,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
13148,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
13149,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
13150,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
13151,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
13152,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
13153,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13154,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13155,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
13156,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
13157,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
13158,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
13159,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13160,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13161,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13162,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
13163,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
13164,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13165,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13166,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13167,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
13168,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
13169,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
13170,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
13171,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13172,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
13173,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13174,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13175,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13176,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
13177,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
13178,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
13179,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13180,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
13181,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13182,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13183,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13184,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13185,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
13186,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
13187,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13188,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13189,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13190,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13191,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13192,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13193,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13194,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13195,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13196,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
13197,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13198,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13199,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13200,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13201,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13202,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
13203,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13204,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13205,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
13206,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13207,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13208,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13209,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13210,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13211,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13212,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13213,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13214,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
13215,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
13216,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
13217,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13218,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13219,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13220,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13221,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
13222,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
13223,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
13224,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13225,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13226,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13227,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13228,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
13229,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13230,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13231,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
13232,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13233,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13234,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13235,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13236,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13237,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13238,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13239,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13240,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
13241,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13242,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
13243,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
13244,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13245,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13246,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
13247,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13248,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
13249,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13250,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13251,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13252,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13253,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13254,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13255,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
13256,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
13257,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
13258,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
13259,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13260,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13261,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13262,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
13263,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
13264,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13265,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13266,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
13267,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13268,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13269,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13270,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13271,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13272,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
13273,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13274,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
13275,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
13276,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
13277,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
13278,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13279,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13280,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13281,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13282,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13283,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
13284,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13285,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
13286,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13287,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
13288,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
13289,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
13290,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13291,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13292,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
13293,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
13294,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13295,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13296,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13297,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13298,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13299,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13300,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13301,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13302,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
13303,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13304,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13305,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13306,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
13307,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13308,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
13309,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13310,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13311,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13312,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13313,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13314,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13315,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
13316,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
13317,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13318,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
13319,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13320,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
13321,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
13322,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
13323,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
13324,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
13325,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13326,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13327,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
13328,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
13329,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
13330,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13331,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
13332,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
13333,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
13334,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
13335,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
13336,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13337,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13338,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
13339,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
13340,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
13341,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
13342,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
13343,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
13344,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
13345,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
13346,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
13347,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
13348,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
13349,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
13350,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
13351,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
13352,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
13353,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
13354,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
13355,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13356,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
13357,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13358,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
13359,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13360,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
13361,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
13362,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13363,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
13364,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13365,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
13366,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
13367,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
13368,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13369,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
13370,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
