Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBQ_M_R
1632,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1633,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1634,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1635,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
1636,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Water
1637,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1638,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1639,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1640,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1641,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1642,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1643,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1644,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1645,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1646,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1647,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1648,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1649,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1650,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1651,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1652,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1653,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1654,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1655,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1656,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1657,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1658,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1659,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1660,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1661,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1662,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1663,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1664,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1665,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1666,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1667,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1668,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1669,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1670,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1671,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1672,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1673,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1674,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
1675,Water,NULL,Water,Non_Water,Water,Water,Water,Water
1676,Water,NULL,Water,Water,Water,Water,Water,Water
1677,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1678,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1679,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1680,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1681,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1682,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1683,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1684,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1685,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1686,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1687,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
1688,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1689,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1690,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1691,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1692,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1693,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1694,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1695,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1696,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1697,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1698,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1699,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1700,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1701,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1702,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1703,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1704,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1705,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1706,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1707,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
1708,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1709,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1710,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
1711,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1712,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1713,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1714,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Forest
1715,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
1716,Water,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1717,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1718,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
1719,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
1720,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
1721,Water,Cropland,Water,Water,Water,Water,Water,Water
1722,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1723,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1724,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1725,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1726,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1727,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1728,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1729,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1730,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1731,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1732,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1733,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1734,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1735,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1736,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1737,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1738,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1739,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1740,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
1741,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1742,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1743,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1744,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1745,Water,Water,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
1746,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1747,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1748,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1749,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1750,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
1751,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1752,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1753,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1754,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1755,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1756,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1757,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1758,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1759,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1760,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1761,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1762,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1763,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1764,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
1765,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1766,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
1767,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1768,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1769,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1770,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1771,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1772,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1773,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1774,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1775,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1776,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1777,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1778,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1779,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1780,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1781,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1782,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1783,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1784,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1785,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1786,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1787,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
1788,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1789,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1790,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1791,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1792,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1793,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1794,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1795,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1796,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1797,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1798,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1799,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1800,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1801,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1802,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1803,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1804,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1805,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1806,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1807,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1808,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1809,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1810,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1811,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
1812,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1813,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
1814,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1815,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1816,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1817,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1818,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1819,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1820,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1821,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1822,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1823,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1824,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1825,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1826,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1827,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1828,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1829,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1830,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1831,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
1832,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1833,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1834,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1835,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1836,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1837,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1838,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1839,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
1840,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1841,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1842,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1843,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1844,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1845,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1846,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1847,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1848,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1849,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1850,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1851,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1852,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1853,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1854,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1855,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1856,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1857,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1858,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1859,Water,Water,Water,NULL,Water,NULL,Water,Forest
1860,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
1861,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
1862,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
1863,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1864,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1865,Water,Water,Water,NULL,Water,Water,NULL,Water
1866,Water,Water,Water,NULL,Water,Water,NULL,Forest
1867,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1868,Water,Water,Water,NULL,Water,Water,Grassland,Water
1869,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1870,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1871,Water,Water,Water,NULL,Water,Water,Wetland,Water
1872,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1873,Water,Water,Water,NULL,Water,Water,Water,Wetland
1874,Water,Water,Water,NULL,Water,Water,Water,Water
1875,Water,Water,Water,NULL,Water,Water,Water,Forest
1876,Water,Water,Water,NULL,Water,Water,Forest,Forest
1877,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1878,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1879,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
1880,Water,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
1881,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1882,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
1883,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1884,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1885,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1886,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1887,Water,Water,Water,Non_Water,Water,Water,Water,Water
1888,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1889,Water,Water,Water,Water,Water,NULL,Water,Forest
1890,Water,Water,Water,Water,Water,Shrubland,Water,Water
1891,Water,Water,Water,Water,Water,Wetland,Grassland,Water
1892,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
1893,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1894,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
1895,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1896,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1897,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1898,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1899,Water,Water,Water,Water,Water,Wetland,Water,Water
1900,Water,Water,Water,Water,Water,Wetland,Water,Forest
1901,Water,Water,Water,Water,Water,Water,NULL,Water
1902,Water,Water,Water,Water,Water,Water,Grassland,Water
1903,Water,Water,Water,Water,Water,Water,Grassland,Forest
1904,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1905,Water,Water,Water,Water,Water,Water,Wetland,Water
1906,Water,Water,Water,Water,Water,Water,Wetland,Forest
1907,Water,Water,Water,Water,Water,Water,Water,Grassland
1908,Water,Water,Water,Water,Water,Water,Water,Wetland
1909,Water,Water,Water,Water,Water,Water,Water,Water
1910,Water,Water,Water,Water,Water,Water,Water,Forest
1911,Water,Water,Water,Water,Water,Water,Forest,Water
1912,Water,Water,Water,Water,Water,Water,Forest,Forest
1913,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1914,Water,Water,Water,Water,Water,Forest,Water,Water
1915,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1916,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1917,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1918,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1919,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
1920,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1921,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1922,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1923,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1924,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1925,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1926,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1927,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1928,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1929,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1930,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1931,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1932,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1933,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1934,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1935,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1936,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1937,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1938,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1939,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1940,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1941,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1942,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1943,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1944,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1945,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1946,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1947,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1948,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1949,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
1950,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
1951,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1952,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1953,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1954,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1955,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1956,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1957,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1958,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1959,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1960,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1961,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1962,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Water
1963,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1964,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1965,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1966,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1967,Water,Forest,Water,NULL,Water,Wetland,Forest,Water
1968,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1969,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1970,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1971,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1972,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1973,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1974,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1975,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1976,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1977,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1978,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1979,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1980,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1981,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1982,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1983,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1984,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1985,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1986,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1987,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1988,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1989,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1990,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1991,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1992,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1993,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1994,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1995,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1996,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1997,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1998,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1999,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2000,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
