Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRM_M_R
13737,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13738,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13739,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13740,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13741,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13742,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13743,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
13744,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13745,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13746,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13747,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13748,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13749,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13750,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13751,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
13752,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13753,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13754,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13755,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
13756,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13757,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
13758,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
13759,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
13760,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13761,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
13762,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13763,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13764,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13765,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13766,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13767,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13768,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
13769,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
13770,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
13771,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,NULL
13772,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
13773,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
13774,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13775,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
13776,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13777,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13778,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
13779,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
13780,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
13781,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
13782,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
13783,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
13784,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
13785,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
13786,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13787,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13788,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13789,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
13790,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
13791,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13792,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
13793,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
13794,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
13795,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13796,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
13797,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13798,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
13799,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
13800,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13801,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
13802,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
13803,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13804,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
13805,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
13806,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
13807,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
13808,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
13809,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
13810,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
13811,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
13812,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
13813,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
13814,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
13815,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,NULL
13816,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Shrubland,NULL
13817,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Water,NULL
13818,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
13819,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
13820,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
13821,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
13822,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
13823,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13824,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
13825,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13826,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
13827,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
13828,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13829,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13830,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13831,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13832,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
13833,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
13834,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13835,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
13836,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
13837,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
13838,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
13839,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
13840,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
13841,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
13842,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
13843,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13844,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13845,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
13846,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13847,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13848,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13849,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13850,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13851,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
13852,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13853,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13854,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13855,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13856,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13857,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
13858,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
13859,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
13860,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13861,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Water,Wetland
13862,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
13863,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
13864,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
13865,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
13866,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
13867,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
13868,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
13869,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
13870,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
13871,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
13872,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
13873,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13874,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
13875,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13876,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
13877,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13878,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13879,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13880,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13881,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
13882,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13883,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
13884,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
13885,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
13886,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
13887,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
13888,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
13889,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
13890,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
13891,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
13892,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Wetland
13893,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
13894,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13895,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13896,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13897,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13898,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13899,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13900,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13901,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13902,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
13903,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13904,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13905,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13906,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
13907,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
13908,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13909,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13910,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13911,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13912,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13913,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13914,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
13915,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13916,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13917,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13918,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
13919,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13920,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13921,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13922,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13923,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13924,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
13925,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
13926,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
13927,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
13928,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
13929,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
13930,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
13931,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
13932,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
13933,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
13934,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13935,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13936,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13937,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
13938,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13939,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
13940,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13941,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13942,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
13943,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Built-up
13944,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13945,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13946,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13947,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
13948,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13949,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
13950,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
13951,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
13952,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
13953,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
13954,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
13955,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
13956,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
13957,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
13958,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
13959,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
13960,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
13961,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
13962,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13963,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
13964,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13965,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
13966,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
13967,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
13968,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
13969,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Wetland
13970,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
13971,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13972,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13973,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
13974,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13975,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13976,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13977,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13978,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13979,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
13980,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
13981,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13982,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13983,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13984,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13985,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13986,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13987,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13988,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
13989,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
13990,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
13991,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13992,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13993,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
13994,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
13995,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
13996,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Wetland
13997,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13998,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13999,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14000,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14001,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
14002,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
14003,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
14004,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14005,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
14006,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
14007,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14008,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
14009,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
14010,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
14011,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
14012,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14013,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Wetland
14014,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14015,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
14016,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
14017,Forest,Water,Cropland,Water,Non_Wetland,Cropland,Water,Wetland
14018,Forest,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
14019,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
14020,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
14021,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
14022,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Water
14023,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
14024,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,NULL
14025,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
14026,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
14027,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
14028,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
14029,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
14030,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
14031,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
14032,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
14033,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
14034,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
14035,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
14036,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
14037,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
14038,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Water
14039,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Grassland
14040,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
14041,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
14042,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
14043,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
14044,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
14045,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
14046,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
14047,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
14048,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
14049,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
14050,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
14051,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
14052,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
14053,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
14054,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14055,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
14056,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
14057,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
14058,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
14059,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
14060,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
14061,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
14062,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
14063,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
14064,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
14065,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14066,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
14067,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
14068,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
14069,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
14070,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
14071,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
