Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R
14412,Water,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14413,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14414,Water,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
14415,Water,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
14416,Water,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
14417,Water,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
14418,Water,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
14419,Water,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
14420,Water,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
14421,Water,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
14422,Water,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
14423,Water,Forest,Wetland,NULL,Wetland,Shrubland,Water,Wetland
14424,Water,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
14425,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
14426,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
14427,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
14428,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
14429,Water,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
14430,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
14431,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
14432,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
14433,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
14434,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
14435,Water,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
14436,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
14437,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
14438,Water,Forest,Wetland,NULL,Wetland,Bareland,Forest,Wetland
14439,Water,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
14440,Water,Forest,Wetland,NULL,Wetland,Water,Shrubland,Wetland
14441,Water,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
14442,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
14443,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
14444,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
14445,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
14446,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
14447,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
14448,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
14449,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
14450,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
14451,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
14452,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
14453,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Water
14454,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
14455,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
14456,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
14457,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
14458,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
14459,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
14460,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
14461,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
14462,Water,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
14463,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
14464,Water,Forest,Wetland,Water,Wetland,Shrubland,NULL,Grassland
14465,Water,Forest,Wetland,Water,Wetland,Shrubland,NULL,Wetland
14466,Water,Forest,Wetland,Water,Wetland,Shrubland,NULL,Forest
14467,Water,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
14468,Water,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
14469,Water,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
14470,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
14471,Water,Forest,Wetland,Water,Wetland,Bareland,Water,Water
14472,Water,Forest,Wetland,Water,Wetland,Water,Grassland,Water
14473,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
14474,Water,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
14475,Water,Forest,Wetland,Water,Wetland,Forest,Shrubland,Grassland
14476,Water,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
14477,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
14478,Water,Forest,Water,NULL,Water,Shrubland,Shrubland,Wetland
14479,Water,Forest,Water,NULL,Water,Shrubland,Water,Wetland
14480,Water,Forest,Water,NULL,Water,Shrubland,Forest,Water
14481,Water,Forest,Water,NULL,Water,Shrubland,Forest,Forest
14482,Water,Forest,Water,NULL,Water,Bareland,Water,Wetland
14483,Water,Forest,Water,NULL,Water,Bareland,Water,Water
14484,Water,Forest,Water,NULL,Water,Water,Water,Wetland
14485,Water,Forest,Water,NULL,Water,Water,Forest,Forest
14486,Water,Forest,Water,NULL,Water,Forest,Shrubland,Forest
14487,Water,Forest,Water,NULL,Water,Forest,Grassland,Forest
14488,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
14489,Water,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
14490,Water,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Forest
14491,Water,Forest,Water,Non_Water,Water,Shrubland,Wetland,Wetland
14492,Water,Forest,Water,Non_Water,Water,Shrubland,Water,Wetland
14493,Water,Forest,Water,Non_Water,Water,Shrubland,Forest,Wetland
14494,Water,Forest,Water,Non_Water,Water,Water,Water,Water
14495,Water,Forest,Water,Non_Water,Water,Water,Forest,Forest
14496,Water,Forest,Water,Non_Water,Water,Forest,Forest,Forest
14497,Water,Forest,Water,Water,Water,Shrubland,NULL,Water
14498,Water,Forest,Water,Water,Water,Shrubland,Shrubland,Wetland
14499,Water,Forest,Water,Water,Water,Shrubland,Water,Wetland
14500,Water,Forest,Water,Water,Water,Shrubland,Water,Forest
14501,Water,Forest,Water,Water,Water,Shrubland,Forest,Wetland
14502,Water,Forest,Water,Water,Water,Shrubland,Forest,Forest
14503,Water,Forest,Water,Water,Water,Wetland,Wetland,Wetland
14504,Water,Forest,Water,Water,Water,Bareland,Water,Wetland
14505,Water,Forest,Water,Water,Water,Bareland,Water,Water
14506,Water,Forest,Water,Water,Water,Water,Water,Wetland
14507,Water,Forest,Water,Water,Water,Water,Water,Water
14508,Water,Forest,Water,Water,Water,Water,Forest,Wetland
14509,Water,Forest,Water,Water,Water,Water,Forest,Forest
14510,Water,Forest,Water,Water,Water,Forest,Water,Forest
14511,Water,Forest,Water,Water,Water,Forest,Forest,Water
14512,Water,Forest,Water,Water,Water,Forest,Forest,Forest
14513,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14514,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14515,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
14516,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
14517,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
14518,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14519,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
14520,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14521,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
14522,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
14523,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
14524,Water,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
14525,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
14526,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14527,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
14528,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
14529,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14530,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
14531,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
14532,Water,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
14533,Water,Forest,Forest,Water,Non_Wetland,Shrubland,Water,Water
14534,Water,Forest,Forest,Water,Non_Wetland,Bareland,Water,Wetland
14535,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
14536,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
14537,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14538,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14539,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14540,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14541,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14542,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14543,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
14544,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14545,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14546,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
14547,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
14548,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
14549,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14550,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14551,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14552,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
14553,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
14554,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
14555,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Water
14556,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
14557,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
14558,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
14559,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
14560,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14561,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Water,Grassland
14562,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Wetland,Grassland
14563,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
14564,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14565,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14566,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14567,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14568,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
14569,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
14570,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14571,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
14572,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14573,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
14574,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
14575,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
14576,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14577,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
14578,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14579,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
14580,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
14581,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14582,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
14583,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
14584,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
14585,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
14586,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14587,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14588,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
14589,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14590,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
14591,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
14592,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14593,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14594,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14595,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14596,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14597,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
14598,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14599,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14600,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14601,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
14602,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
14603,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
14604,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
14605,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14606,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
14607,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
14608,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14609,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
14610,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
14611,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
14612,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
14613,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
14614,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14615,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
14616,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
14617,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14618,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14619,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14620,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14621,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14622,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14623,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14624,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14625,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
14626,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14627,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
14628,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14629,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14630,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14631,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
14632,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
14633,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14634,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
14635,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
14636,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
14637,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
14638,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
14639,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
14640,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14641,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
14642,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
14643,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
14644,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
14645,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
14646,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
14647,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14648,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
14649,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
14650,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
14651,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
14652,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
14653,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
14654,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14655,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14656,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
14657,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14658,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14659,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
14660,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
14661,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
14662,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
14663,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
14664,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
14665,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
14666,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
14667,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14668,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
14669,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
14670,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
14671,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14672,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14673,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14674,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14675,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
14676,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14677,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14678,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14679,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14680,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
14681,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14682,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
14683,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
14684,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
14685,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14686,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
14687,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
14688,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
14689,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
14690,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
14691,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
14692,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
14693,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
14694,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
14695,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
14696,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
14697,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14698,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14699,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
14700,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
14701,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14702,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
14703,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14704,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14705,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
14706,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
14707,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
14708,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
14709,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
14710,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
14711,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
14712,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
14713,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
14714,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
14715,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14716,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14717,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14718,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14719,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14720,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14721,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14722,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14723,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14724,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14725,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
14726,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
14727,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
14728,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
14729,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
14730,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14731,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
14732,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
14733,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
14734,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14735,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14736,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14737,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14738,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14739,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
14740,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
14741,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
14742,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
14743,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
14744,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14745,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
14746,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14747,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
