Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKE_M_R
698,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
699,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
700,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
701,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
702,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
703,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
704,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
705,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
706,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
707,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
708,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
709,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
710,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
711,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
712,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
713,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
714,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
715,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
716,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
717,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
718,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
719,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
720,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
721,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
722,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
723,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
724,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
725,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
726,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
727,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
728,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
729,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
730,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
731,Forest,NULL,Water,NULL,Water,NULL,Wetland,NULL
732,Forest,NULL,Water,NULL,Water,Grassland,Wetland,NULL
733,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
734,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
735,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
736,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
737,Forest,NULL,Water,NULL,Water,Water,Water,NULL
738,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
739,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
740,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
741,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
742,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
743,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
744,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
745,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
746,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
747,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
748,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
749,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
750,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
751,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
752,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
753,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
754,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
755,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
756,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
757,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
758,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,NULL
759,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
760,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
761,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
762,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
763,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
764,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
765,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
766,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
767,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
768,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
769,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
770,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,NULL
771,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
772,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
773,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,NULL
774,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
775,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,NULL
776,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
777,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
778,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
779,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
780,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
781,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
782,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
783,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
784,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
785,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
786,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
787,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
788,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
789,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
790,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
791,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
792,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
793,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
794,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
795,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
796,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
797,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
798,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
799,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
800,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
801,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
802,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,NULL
803,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
804,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
805,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
806,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
807,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
808,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
809,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
810,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
811,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
812,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
813,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
814,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
815,Forest,Wetland,Water,NULL,Water,Wetland,Water,NULL
816,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
817,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
818,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
819,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
820,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
821,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
822,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
823,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
824,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
825,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
826,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
827,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
828,Forest,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
829,Forest,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
830,Forest,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
831,Forest,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
832,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
833,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
834,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
835,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
836,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,NULL
837,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
838,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
839,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
840,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
841,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
842,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,NULL
843,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
844,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
845,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
846,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
847,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
848,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,NULL
849,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
850,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
851,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
852,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
853,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
854,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,NULL
855,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
856,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
857,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
858,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
859,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
860,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,NULL
861,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,NULL
862,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
863,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
864,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
865,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,NULL
866,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
867,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
868,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
869,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
870,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
871,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
872,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
873,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
874,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
875,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
876,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
877,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
878,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
879,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
880,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
881,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
882,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
883,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
884,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
885,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
886,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
887,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
888,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
889,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
890,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
891,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
892,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
893,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
894,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
895,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
896,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
897,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
898,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
899,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,NULL
900,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
901,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
902,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
903,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
904,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
905,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
906,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
907,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
908,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
909,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
910,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
911,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
912,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
913,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
914,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
915,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
916,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
917,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
918,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
919,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
920,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
921,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
922,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
923,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
924,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
925,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
926,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
927,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
928,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
929,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
930,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
931,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,NULL
932,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
933,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
934,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
935,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
936,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
937,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
938,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
939,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
940,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
941,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
942,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
943,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
944,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
945,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
946,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
947,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
948,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
949,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
950,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
951,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
952,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
953,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
954,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
955,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
956,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
957,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
958,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
959,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
960,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
961,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
962,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,NULL
963,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
964,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
965,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
966,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
967,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
968,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
969,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
970,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
971,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
972,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
973,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
974,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
975,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
976,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
977,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
978,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
979,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
980,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
981,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
982,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
983,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
984,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
985,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
986,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
987,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
988,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
989,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
990,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
991,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
992,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
993,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
994,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
995,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
996,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
997,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
998,Forest,Water,Water,NULL,Water,NULL,Water,NULL
999,Forest,Water,Water,NULL,Water,Grassland,Water,NULL
1000,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
1001,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
1002,Forest,Water,Water,NULL,Water,Wetland,Forest,NULL
1003,Forest,Water,Water,NULL,Water,Bareland,Water,NULL
1004,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
1005,Forest,Water,Water,NULL,Water,Water,Water,NULL
1006,Forest,Water,Water,NULL,Water,Water,Forest,NULL
1007,Forest,Water,Water,NULL,Water,Forest,Water,NULL
1008,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1009,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
1010,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1011,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1012,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1013,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1014,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1015,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1016,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1017,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1018,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1019,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
1020,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1021,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
1022,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1023,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1024,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1025,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1026,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1027,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
1028,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1029,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1030,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1031,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1032,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1033,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
1034,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1035,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1036,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1037,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1038,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1039,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1040,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1041,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1042,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1043,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1044,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1045,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1046,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1047,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1048,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1049,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
