Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKL_M_R
6940,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6941,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6942,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6943,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6944,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6945,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6946,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6947,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6948,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6949,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6950,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6951,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6952,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
6953,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6954,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
6955,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6956,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6957,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
6958,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6959,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6960,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6961,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6962,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6963,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
6964,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6965,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6966,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6967,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6968,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6969,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6970,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6971,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6972,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6973,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6974,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6975,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6976,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6977,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6978,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6979,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6980,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6981,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
6982,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
6983,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6984,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6985,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6986,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6987,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6988,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6989,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6990,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6991,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6992,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6993,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6994,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6995,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6996,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6997,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6998,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6999,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7000,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7001,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7002,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7003,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7004,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
7005,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7006,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
7007,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7008,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
7009,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7010,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7011,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
7012,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
7013,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7014,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7015,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7016,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7017,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7018,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7019,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7020,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7021,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7022,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7023,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7024,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7025,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7026,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7027,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7028,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7029,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7030,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7031,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
7032,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
7033,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7034,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
7035,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
7036,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
7037,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7038,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7039,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7040,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7041,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7042,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7043,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7044,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7045,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7046,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7047,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7048,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7049,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7050,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7051,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7052,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7053,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7054,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7055,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7056,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7057,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
7058,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
7059,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
7060,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7061,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7062,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7063,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7064,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7065,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
7066,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
7067,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7068,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
7069,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
7070,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7071,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
7072,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7073,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
7074,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7075,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
7076,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7077,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
7078,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
7079,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7080,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7081,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7082,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Shrubland,Built-up
7083,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
7084,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
7085,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7086,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7087,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7088,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7089,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7090,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
7091,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
7092,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7093,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Bareland
7094,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
7095,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7096,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7097,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7098,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7099,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7100,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
7101,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
7102,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
7103,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
7104,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7105,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7106,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7107,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7108,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
7109,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7110,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7111,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
7112,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7113,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7114,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
7115,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7116,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7117,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7118,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7119,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7120,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
7121,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
7122,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
7123,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7124,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7125,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7126,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
7127,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
7128,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
7129,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
7130,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
7131,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
7132,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7133,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7134,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7135,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7136,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7137,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
7138,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7139,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7140,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7141,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7142,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7143,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7144,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7145,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7146,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
7147,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7148,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7149,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7150,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7151,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7152,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
7153,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7154,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7155,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
7156,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7157,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7158,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7159,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7160,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
7161,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7162,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7163,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
7164,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
7165,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7166,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7167,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
7168,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
7169,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
7170,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
7171,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
7172,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
7173,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7174,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
7175,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
7176,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7177,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7178,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
7179,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7180,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7181,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
7182,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7183,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
7184,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
7185,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7186,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
7187,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7188,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7189,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7190,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
7191,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7192,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
7193,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
7194,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
7195,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
7196,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7197,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7198,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
7199,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7200,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7201,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
7202,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
7203,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
7204,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7205,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7206,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7207,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7208,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7209,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
7210,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
7211,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
7212,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
7213,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7214,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
7215,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7216,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
7217,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
7218,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
7219,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
7220,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
7221,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
7222,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
7223,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
7224,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7225,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
7226,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
7227,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Water
7228,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
7229,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
7230,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
7231,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
7232,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7233,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7234,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
7235,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
7236,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
7237,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
7238,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
7239,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
7240,Forest,Water,Water,NULL,Water,Shrubland,Forest,Grassland
7241,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
7242,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
7243,Forest,Water,Water,NULL,Water,Wetland,Water,Water
7244,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
7245,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
7246,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
7247,Forest,Water,Water,NULL,Water,Water,Shrubland,Forest
7248,Forest,Water,Water,NULL,Water,Water,Water,Water
7249,Forest,Water,Water,NULL,Water,Water,Water,Forest
7250,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
7251,Forest,Water,Water,NULL,Water,Water,Forest,Water
7252,Forest,Water,Water,NULL,Water,Water,Forest,Forest
7253,Forest,Water,Water,NULL,Water,Forest,Shrubland,Forest
7254,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
7255,Forest,Water,Water,NULL,Water,Forest,Water,Water
7256,Forest,Water,Water,NULL,Water,Forest,Water,Forest
7257,Forest,Water,Water,NULL,Water,Forest,Forest,Grassland
7258,Forest,Water,Water,NULL,Water,Forest,Forest,Water
7259,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
7260,Forest,Water,Water,Non_Water,Water,Shrubland,Forest,Water
7261,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
7262,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
7263,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
7264,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
7265,Forest,Water,Water,Non_Water,Water,Water,Water,Water
7266,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
7267,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
7268,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
7269,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
7270,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
7271,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
7272,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
7273,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Forest
7274,Forest,Water,Water,Water,Water,Wetland,Shrubland,Forest
7275,Forest,Water,Water,Water,Water,Wetland,Water,Water
7276,Forest,Water,Water,Water,Water,Bareland,Water,Water
