Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTD_M_R
1324,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1325,Forest,Water,Bareland,NULL,Non_Wetland,Water
1326,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1327,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1328,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1329,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1330,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1331,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1332,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1333,Forest,Water,Bareland,Water,Non_Wetland,Water
1334,Forest,Water,Bareland,Water,Non_Wetland,Forest
1335,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1336,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1337,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
1338,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
1339,Forest,Water,Built-up,Non_Water,Non_Wetland,Water
1340,Forest,Water,Built-up,Water,Non_Wetland,Bareland
1341,Forest,Water,Water,NULL,Water,Grassland
1342,Forest,Water,Water,NULL,Water,Cropland
1343,Forest,Water,Water,NULL,Water,Bareland
1344,Forest,Water,Water,NULL,Water,Water
1345,Forest,Water,Water,NULL,Water,Forest
1346,Forest,Water,Water,Non_Water,Water,Grassland
1347,Forest,Water,Water,Non_Water,Water,Bareland
1348,Forest,Water,Water,Non_Water,Water,Water
1349,Forest,Water,Water,Non_Water,Water,Forest
1350,Forest,Water,Water,Water,Water,Grassland
1351,Forest,Water,Water,Water,Water,Cropland
1352,Forest,Water,Water,Water,Water,Bareland
1353,Forest,Water,Water,Water,Water,Built-up
1354,Forest,Water,Water,Water,Water,Water
1355,Forest,Water,Water,Water,Water,Forest
1356,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1357,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1358,Forest,Water,Forest,NULL,Non_Wetland,Water
1359,Forest,Water,Forest,NULL,Non_Wetland,Forest
1360,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1361,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1362,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1363,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1364,Forest,Water,Forest,Water,Non_Wetland,Grassland
1365,Forest,Water,Forest,Water,Non_Wetland,Bareland
1366,Forest,Water,Forest,Water,Non_Wetland,Water
1367,Forest,Water,Forest,Water,Non_Wetland,Forest
1368,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1369,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1370,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1371,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland
1372,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1373,Forest,Forest,NULL,Water,Non_Wetland,Forest
1374,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1375,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1376,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1377,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1378,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1379,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1380,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1381,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1382,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1383,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1384,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1385,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1386,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1387,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1388,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1389,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1390,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1391,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1392,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1393,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1394,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1395,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1396,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1397,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1398,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1399,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1400,Forest,Forest,Grassland,Water,Non_Wetland,Water
1401,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1402,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1403,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1404,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1405,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1406,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1407,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1408,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1409,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1410,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1411,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1412,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1413,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1414,Forest,Forest,Cropland,Water,Non_Wetland,Water
1415,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1416,Forest,Forest,Wetland,NULL,Wetland,Grassland
1417,Forest,Forest,Wetland,NULL,Wetland,Bareland
1418,Forest,Forest,Wetland,NULL,Wetland,Water
1419,Forest,Forest,Wetland,NULL,Wetland,Forest
1420,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1421,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1422,Forest,Forest,Wetland,Non_Water,Wetland,Water
1423,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1424,Forest,Forest,Wetland,Water,Wetland,Grassland
1425,Forest,Forest,Wetland,Water,Wetland,Bareland
1426,Forest,Forest,Wetland,Water,Wetland,Water
1427,Forest,Forest,Wetland,Water,Wetland,Forest
1428,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1429,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1430,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1431,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1432,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1433,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1434,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1435,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1436,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1437,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1438,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
1439,Forest,Forest,Bareland,Water,Non_Wetland,Water
1440,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1441,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1442,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1443,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1444,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1445,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1446,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1447,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
1448,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1449,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
1450,Forest,Forest,Built-up,Water,Non_Wetland,Water
1451,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1452,Forest,Forest,Water,NULL,Water,Grassland
1453,Forest,Forest,Water,NULL,Water,Bareland
1454,Forest,Forest,Water,NULL,Water,Water
1455,Forest,Forest,Water,NULL,Water,Forest
1456,Forest,Forest,Water,Non_Water,Water,Grassland
1457,Forest,Forest,Water,Non_Water,Water,Bareland
1458,Forest,Forest,Water,Non_Water,Water,Water
1459,Forest,Forest,Water,Non_Water,Water,Forest
1460,Forest,Forest,Water,Water,Water,Grassland
1461,Forest,Forest,Water,Water,Water,Bareland
1462,Forest,Forest,Water,Water,Water,Water
1463,Forest,Forest,Water,Water,Water,Forest
1464,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1465,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1466,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1467,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1468,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1469,Forest,Forest,Forest,NULL,Non_Wetland,Water
1470,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1471,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1472,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1473,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1474,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1475,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1476,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1477,Forest,Forest,Forest,Water,Non_Wetland,Water
1478,Forest,Forest,Forest,Water,Non_Wetland,Forest
