Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWS_M_R
15651,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
15652,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
15653,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
15654,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
15655,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
15656,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
15657,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,NULL
15658,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Grassland
15659,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
15660,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
15661,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Cropland
15662,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
15663,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Built-up
15664,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
15665,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
15666,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
15667,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
15668,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
15669,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
15670,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
15671,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
15672,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15673,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
15674,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15675,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15676,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15677,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15678,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15679,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
15680,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
15681,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Cropland
15682,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
15683,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
15684,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
15685,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15686,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15687,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
15688,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
15689,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Cropland
15690,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,NULL
15691,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
15692,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Water
15693,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
15694,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
15695,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
15696,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
15697,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
15698,Water,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
15699,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
15700,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15701,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15702,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15703,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
15704,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,NULL
15705,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
15706,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Wetland
15707,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
15708,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15709,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15710,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
15711,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15712,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15713,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15714,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15715,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15716,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15717,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,NULL
15718,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15719,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
15720,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
15721,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
15722,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15723,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
15724,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15725,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15726,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
15727,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
15728,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,NULL
15729,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15730,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
15731,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
15732,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
15733,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
15734,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
15735,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
15736,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
15737,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
15738,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15739,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
15740,Water,Water,Grassland,Water,Non_Wetland,NULL,Shrubland,Wetland
15741,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
15742,Water,Water,Grassland,Water,Non_Wetland,Shrubland,NULL,Wetland
15743,Water,Water,Grassland,Water,Non_Wetland,Shrubland,NULL,Forest
15744,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15745,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
15746,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Water
15747,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15748,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,NULL
15749,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Grassland
15750,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Wetland
15751,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Water
15752,Water,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Water
15753,Water,Water,Grassland,Water,Non_Wetland,Grassland,Shrubland,Grassland
15754,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Grassland
15755,Water,Water,Grassland,Water,Non_Wetland,Water,Shrubland,Water
15756,Water,Water,Grassland,Water,Non_Wetland,Water,Built-up,Grassland
15757,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
15758,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
15759,Water,Water,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
15760,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
15761,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15762,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
15763,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
15764,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
15765,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
15766,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
15767,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
15768,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15769,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
15770,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
15771,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
15772,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
15773,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15774,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
15775,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
15776,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
15777,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
15778,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
15779,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
15780,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
15781,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
15782,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
15783,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
15784,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
15785,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
15786,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
15787,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
15788,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
15789,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15790,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15791,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
15792,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
15793,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
15794,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15795,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15796,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15797,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15798,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15799,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15800,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15801,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15802,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15803,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15804,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15805,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
15806,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
15807,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
15808,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
15809,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15810,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15811,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
15812,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Water
15813,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
15814,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
15815,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
15816,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
15817,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
15818,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
15819,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
15820,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
15821,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15822,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
15823,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
15824,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
15825,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15826,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15827,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15828,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15829,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
15830,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15831,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
15832,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
15833,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15834,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15835,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
15836,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
15837,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15838,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
15839,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
15840,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
15841,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
15842,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
15843,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
15844,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15845,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
15846,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
15847,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15848,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15849,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15850,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
15851,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15852,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
15853,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15854,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
15855,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
15856,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15857,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
15858,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
15859,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
15860,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
15861,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
15862,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
15863,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15864,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
15865,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
15866,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
15867,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
15868,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
15869,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
15870,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
15871,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
15872,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
15873,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
15874,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
15875,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
15876,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
15877,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
15878,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
15879,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
15880,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
15881,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
15882,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
15883,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
15884,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
15885,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
15886,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
15887,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
15888,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
15889,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
15890,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
15891,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
15892,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Built-up
15893,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
15894,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
15895,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15896,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
15897,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
15898,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15899,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
15900,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15901,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
15902,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15903,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15904,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
15905,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
15906,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15907,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
15908,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
15909,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
15910,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15911,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15912,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
15913,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Water
15914,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15915,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15916,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
15917,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
15918,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
15919,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
15920,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
15921,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
15922,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
15923,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
15924,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
15925,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15926,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15927,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
15928,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15929,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15930,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
15931,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15932,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15933,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15934,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15935,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
15936,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
15937,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
15938,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
15939,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15940,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
15941,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
15942,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
15943,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
15944,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
15945,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15946,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
15947,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15948,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
15949,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
15950,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
15951,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
15952,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15953,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
15954,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
15955,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
15956,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
15957,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15958,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
15959,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
15960,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
15961,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
15962,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
15963,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15964,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
15965,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
15966,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
15967,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
15968,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15969,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
15970,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
15971,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
15972,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
15973,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
15974,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
15975,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
15976,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
15977,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
15978,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
15979,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
15980,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
15981,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
15982,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
15983,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
15984,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
15985,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
15986,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15987,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
15988,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
15989,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
15990,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Water
15991,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Cropland
15992,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
