Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHF_M_R
1057,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1058,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1059,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1060,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1061,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1062,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1063,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1064,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1065,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1066,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1067,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1068,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1069,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1070,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1071,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1072,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1073,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1074,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1075,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1076,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1077,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1078,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1079,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1081,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1082,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1083,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1084,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1085,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1086,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1087,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1088,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1090,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1091,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1093,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1094,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1095,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1096,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1097,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1098,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1099,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1100,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1101,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1102,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1104,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1105,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1106,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1107,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1108,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1109,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1111,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1112,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1113,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1114,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1115,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1116,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1117,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1118,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1119,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1120,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1121,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1122,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1123,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1124,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1125,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1126,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1127,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1128,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1129,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1130,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1131,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1132,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1134,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1135,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1136,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1137,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1138,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1139,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1140,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1141,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1142,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1143,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1144,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1145,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1146,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1147,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1148,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1149,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1150,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1151,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1152,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1153,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1154,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1155,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1156,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1157,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1158,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1159,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1160,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1161,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1162,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1163,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1164,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1165,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1166,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1167,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1168,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1169,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1170,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1171,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1172,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1173,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1174,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1175,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1176,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1177,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1178,Forest,Water,Water,Water,Water,NULL,NULL,Water
1179,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1180,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1181,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1183,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1184,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1185,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1186,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1187,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1188,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1189,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1190,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1191,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1192,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1193,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1194,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1196,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1197,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1198,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1199,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1200,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1201,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1202,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1203,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1204,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1205,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1206,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1207,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1208,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1209,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1210,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1211,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1212,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1213,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1214,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1215,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1216,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1217,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1218,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1219,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1220,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1221,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1222,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1223,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1224,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1225,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1226,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1227,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1228,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1229,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1230,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1232,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1233,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1234,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1235,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1236,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1237,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1238,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1239,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1240,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1241,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1242,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1243,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1244,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1245,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1246,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1247,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1248,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1249,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1250,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1251,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1252,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1253,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1254,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1256,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1258,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1259,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1260,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1261,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1262,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1263,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1264,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1265,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1266,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1267,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1268,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1269,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1270,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1271,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1272,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1273,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1274,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1275,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1276,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1277,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1278,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1279,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1280,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1281,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1282,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1284,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1285,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1286,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1287,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1288,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1289,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1290,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1291,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1292,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1293,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1294,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
