Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEK_M_R
23702,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
23703,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
23704,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
23705,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
23706,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
23707,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
23708,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
23709,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
23710,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
23711,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
23712,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
23713,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
23714,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
23715,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
23716,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
23717,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
23718,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
23719,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
23720,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
23721,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
23722,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
23723,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
23724,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
23725,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
23726,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
23727,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
23728,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
23729,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
23730,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
23731,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
23732,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
23733,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
23734,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
23735,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
23736,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
23737,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
23738,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
23739,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
23740,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
23741,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
23742,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
23743,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
23744,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Water
23745,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
23746,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
23747,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
23748,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
23749,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
23750,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
23751,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
23752,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
23753,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
23754,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
23755,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
23756,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
23757,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
23758,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
23759,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
23760,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
23761,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
23762,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
23763,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
23764,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
23765,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
23766,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
23767,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
23768,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
23769,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
23770,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
23771,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
23772,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
23773,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
23774,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
23775,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
23776,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
23777,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
23778,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
23779,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
23780,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
23781,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
23782,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
23783,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
23784,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
23785,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
23786,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
23787,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
23788,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
23789,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
23790,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
23791,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
23792,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
23793,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
23794,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
23795,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
23796,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
23797,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
23798,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
23799,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
23800,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
23801,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
23802,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Water
23803,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
23804,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
23805,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
23806,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
23807,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
23808,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
23809,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
23810,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
23811,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
23812,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
23813,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
23814,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Water,Grassland
23815,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Water,Forest
23816,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Forest,Grassland
23817,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
23818,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Shrubland,Grassland
23819,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Shrubland,Forest
23820,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
23821,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
23822,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
23823,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
23824,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
23825,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Bareland,Forest
23826,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Water
23827,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
23828,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Water
23829,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
23830,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
23831,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
23832,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
23833,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
23834,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
23835,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
23836,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
23837,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
23838,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
23839,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
23840,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
23841,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
23842,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
23843,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
23844,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
23845,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
23846,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
23847,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
23848,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
23849,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
23850,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
23851,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
23852,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
23853,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
23854,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
23855,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
23856,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
23857,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
23858,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
23859,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
23860,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
23861,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
23862,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
23863,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
23864,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
23865,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
23866,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
23867,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
23868,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
23869,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
23870,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
23871,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
23872,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
23873,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
23874,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
23875,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
23876,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
23877,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
23878,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
23879,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
23880,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
23881,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
23882,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
23883,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
23884,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
23885,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
23886,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
23887,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
23888,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
23889,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
23890,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
23891,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
23892,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
23893,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
23894,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
23895,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
23896,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
23897,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
23898,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
23899,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
23900,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
23901,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
23902,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
23903,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
23904,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
23905,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
23906,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
23907,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
23908,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
23909,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
23910,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
23911,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
23912,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
23913,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
23914,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
23915,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
23916,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
23917,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
23918,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
23919,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
23920,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
23921,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
23922,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
23923,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
23924,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
23925,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
23926,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
23927,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
23928,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
23929,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
23930,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
23931,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
23932,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
23933,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
23934,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
23935,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
23936,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
23937,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
23938,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
23939,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
23940,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
23941,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
23942,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
23943,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
23944,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
23945,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
23946,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
23947,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
23948,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
23949,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
23950,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
23951,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
23952,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
23953,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
23954,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
23955,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
23956,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
23957,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
23958,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
23959,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
23960,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
23961,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
23962,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
23963,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
23964,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
23965,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
23966,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
23967,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
23968,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
23969,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
23970,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
23971,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
23972,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
23973,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
23974,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
23975,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
23976,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
23977,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
23978,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
23979,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
23980,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
23981,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
23982,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
23983,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
23984,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
23985,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
23986,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
23987,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
23988,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
23989,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
23990,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
23991,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
23992,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
23993,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
23994,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
23995,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
23996,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
23997,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
23998,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
23999,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
24000,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
24001,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
24002,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
24003,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Water
24004,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
24005,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
24006,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
24007,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
24008,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
24009,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
24010,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
24011,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
24012,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
24013,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
24014,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
24015,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
24016,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
24017,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
24018,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
24019,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
24020,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
24021,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
24022,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
24023,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
24024,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
24025,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
24026,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
