Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXN_M_R
5117,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5118,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5119,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5120,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
5121,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
5122,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5123,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
5124,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
5125,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5126,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5127,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5128,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5129,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5130,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
5131,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
5132,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
5133,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
5134,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
5135,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
5136,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
5137,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
5138,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
5139,Water,Water,Grassland,Water,Non_Wetland,Built-up,Grassland,Grassland
5140,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
5141,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
5142,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
5143,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
5144,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5145,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5146,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5147,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5148,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5149,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5150,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
5151,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
5152,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5153,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5154,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5155,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5156,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5157,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5158,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5159,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5160,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
5161,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5162,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
5163,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5164,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
5165,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5166,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5167,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
5168,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
5169,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
5170,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
5171,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
5172,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5173,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
5174,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
5175,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
5176,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5177,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5178,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5179,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5180,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5181,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5182,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5183,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5184,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
5185,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
5186,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
5187,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
5188,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
5189,Water,Water,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
5190,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
5191,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5192,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5193,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
5194,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
5195,Water,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Water
5196,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
5197,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
5198,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
5199,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
5200,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Forest
5201,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
5202,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
5203,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5204,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
5205,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
5206,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
5207,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
5208,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
5209,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
5210,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5211,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
5212,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5213,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
5214,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
5215,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5216,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5217,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
5218,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5219,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
5220,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5221,Water,Water,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
5222,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
5223,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
5224,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
5225,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5226,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
5227,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5228,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
5229,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
5230,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,NULL
5231,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5232,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
5233,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
5234,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
5235,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5236,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5237,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
5238,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5239,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5240,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5241,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
5242,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5243,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
5244,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
5245,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
5246,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
5247,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
5248,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
5249,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
5250,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Forest
5251,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
5252,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
5253,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
5254,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
5255,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
5256,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
5257,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5258,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5259,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
5260,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5261,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5262,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
5263,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
5264,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
5265,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
5266,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Bareland
5267,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
5268,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Forest
5269,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5270,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5271,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
5272,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
5273,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
5274,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
5275,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
5276,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5277,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
5278,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
5279,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5280,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
5281,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5282,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5283,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5284,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
5285,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
5286,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5287,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5288,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5289,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5290,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5291,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
5292,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5293,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
5294,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
5295,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
5296,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
5297,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5298,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5299,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
5300,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5301,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5302,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
5303,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5304,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
5305,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
5306,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5307,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
5308,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
5309,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5310,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5311,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5312,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
5313,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
5314,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
5315,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5316,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
5317,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5318,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5319,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
5320,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
5321,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5322,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5323,Water,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
5324,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5325,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
5326,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
5327,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5328,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5329,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
5330,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
5331,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
5332,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5333,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
5334,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
5335,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
5336,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
5337,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
5338,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
5339,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5340,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
5341,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5342,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
5343,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
5344,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5345,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
5346,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
5347,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5348,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5349,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
5350,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
5351,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
5352,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5353,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5354,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
5355,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5356,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
5357,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
5358,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Built-up
5359,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
5360,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
5361,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
5362,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
5363,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
5364,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
5365,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
5366,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
5367,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
5368,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
5369,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5370,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
5371,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
5372,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
5373,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
5374,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
5375,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
5376,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
5377,Water,Water,Wetland,Water,Wetland,Water,Water,Water
5378,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
5379,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
5380,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
5381,Water,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
5382,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
5383,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
5384,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
5385,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5386,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
5387,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5388,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5389,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
5390,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5391,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5392,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
5393,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5394,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5395,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5396,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5397,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
5398,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
5399,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
5400,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5401,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
5402,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5403,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5404,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
5405,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5406,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5407,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5408,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5409,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5410,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5411,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5412,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5413,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5414,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5415,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
5416,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5417,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
5418,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
5419,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5420,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
5421,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
5422,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5423,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5424,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5425,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5426,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5427,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
5428,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
5429,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
5430,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Grassland
5431,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Water
5432,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5433,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
5434,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5435,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5436,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
5437,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5438,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5439,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5440,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5441,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5442,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
5443,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5444,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5445,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5446,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5447,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5448,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
5449,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5450,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5451,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5452,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
5453,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5454,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
5455,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
5456,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5457,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5458,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
5459,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
5460,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5461,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5462,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5463,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
5464,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
5465,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5466,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
5467,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
5468,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
5469,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
5470,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
5471,Water,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
5472,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5473,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
5474,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
5475,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
5476,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5477,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
5478,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
5479,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5480,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
5481,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
5482,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Forest
