Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTQ_M_R
688,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
689,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
690,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
691,Water,Wetland,Water,Water,Water,Wetland,Water,Water
692,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
693,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
694,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
695,Water,Wetland,Water,Water,Water,Water,Wetland,Water
696,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
697,Water,Wetland,Water,Water,Water,Water,Water,Grassland
698,Water,Wetland,Water,Water,Water,Water,Water,Wetland
699,Water,Wetland,Water,Water,Water,Water,Water,Water
700,Water,Wetland,Water,Water,Water,Water,Water,Forest
701,Water,Wetland,Water,Water,Water,Forest,Wetland,Forest
702,Water,Wetland,Water,Water,Water,Forest,Water,Forest
703,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
704,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
705,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
706,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
707,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
708,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
709,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
710,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
711,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
712,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
713,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
714,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
715,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
716,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
717,Water,Bareland,Water,NULL,Water,Water,Water,Grassland
718,Water,Bareland,Water,NULL,Water,Water,Water,Water
719,Water,Bareland,Water,Water,Water,Wetland,Water,Grassland
720,Water,Bareland,Water,Water,Water,Water,Water,Grassland
721,Water,Bareland,Water,Water,Water,Water,Water,Wetland
722,Water,Bareland,Water,Water,Water,Water,Water,Bareland
723,Water,Bareland,Water,Water,Water,Water,Water,Water
724,Water,Bareland,Water,Water,Water,Water,Water,Forest
725,Water,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
726,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
727,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
728,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
729,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
730,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
731,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
732,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
733,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
734,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
735,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
736,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
737,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
738,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
739,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
740,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
741,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
742,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
743,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
744,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
745,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
746,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
747,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
748,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
749,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
750,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
751,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
752,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
753,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
754,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
755,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
756,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
757,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
758,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
759,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
760,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
761,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
762,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
763,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
764,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
765,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
766,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
767,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
768,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
769,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
770,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
771,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
772,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
773,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
774,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
775,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
776,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Wetland
777,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
778,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
779,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
780,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
781,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
782,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
783,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
784,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
785,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
786,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
787,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
788,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
789,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
790,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
791,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
792,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
793,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
794,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
795,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
796,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
797,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
798,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
799,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
800,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
801,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
802,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
803,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
804,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
805,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
806,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
807,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
808,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
809,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
810,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
811,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
812,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
813,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
814,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
815,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
816,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
817,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
818,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
819,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
820,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
821,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
822,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
823,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
824,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
825,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
826,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
827,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
828,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
829,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
830,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
831,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
832,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
833,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
834,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
835,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
836,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
837,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
838,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
839,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
840,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
841,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
842,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
843,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
844,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
845,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
846,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
847,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
848,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
849,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
850,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
851,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
852,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
853,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
854,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
855,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
856,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
857,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
858,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
859,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
860,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
861,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
862,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
863,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
864,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
865,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
866,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
867,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
868,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
869,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
870,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
871,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
872,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
873,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
874,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
875,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
876,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
877,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
878,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
879,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
880,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
881,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
882,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
883,Water,Water,Wetland,Water,Wetland,Water,Water,Water
884,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
885,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
886,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
887,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
888,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
889,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
890,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
891,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
892,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
893,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
894,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
895,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
896,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
897,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
898,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
899,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
900,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
901,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
902,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
903,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
904,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
905,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
906,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
907,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
908,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
909,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
910,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
911,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
912,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
913,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
914,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
915,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
916,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
917,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
918,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
919,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
920,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
921,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
922,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
923,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
924,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
925,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
926,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
927,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
928,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
929,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
930,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
931,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
932,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
933,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
934,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
935,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
936,Water,Water,Water,NULL,Water,Wetland,Water,Water
937,Water,Water,Water,NULL,Water,Wetland,Water,Forest
938,Water,Water,Water,NULL,Water,Water,Grassland,Water
939,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
940,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
941,Water,Water,Water,NULL,Water,Water,Wetland,Water
942,Water,Water,Water,NULL,Water,Water,Wetland,Forest
943,Water,Water,Water,NULL,Water,Water,Water,Grassland
944,Water,Water,Water,NULL,Water,Water,Water,Wetland
945,Water,Water,Water,NULL,Water,Water,Water,Water
946,Water,Water,Water,NULL,Water,Water,Water,Forest
947,Water,Water,Water,NULL,Water,Water,Forest,Wetland
948,Water,Water,Water,NULL,Water,Water,Forest,Forest
949,Water,Water,Water,NULL,Water,Forest,Water,Forest
950,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
951,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
952,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
953,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
954,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
955,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
956,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
957,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
958,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
959,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
960,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
961,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
962,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
963,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
964,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
965,Water,Water,Water,Non_Water,Water,Water,Water,Water
966,Water,Water,Water,Non_Water,Water,Water,Water,Forest
967,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
968,Water,Water,Water,Water,Water,NULL,Water,Wetland
969,Water,Water,Water,Water,Water,NULL,Water,Forest
970,Water,Water,Water,Water,Water,Grassland,Water,Water
971,Water,Water,Water,Water,Water,Grassland,Water,Forest
972,Water,Water,Water,Water,Water,Wetland,Grassland,Wetland
973,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
974,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
975,Water,Water,Water,Water,Water,Wetland,Wetland,Water
976,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
977,Water,Water,Water,Water,Water,Wetland,Water,Grassland
978,Water,Water,Water,Water,Water,Wetland,Water,Wetland
979,Water,Water,Water,Water,Water,Wetland,Water,Water
980,Water,Water,Water,Water,Water,Wetland,Water,Forest
981,Water,Water,Water,Water,Water,Wetland,Forest,Forest
982,Water,Water,Water,Water,Water,Water,Grassland,Forest
983,Water,Water,Water,Water,Water,Water,Wetland,Grassland
984,Water,Water,Water,Water,Water,Water,Wetland,Wetland
985,Water,Water,Water,Water,Water,Water,Wetland,Water
986,Water,Water,Water,Water,Water,Water,Wetland,Forest
987,Water,Water,Water,Water,Water,Water,Water,Grassland
988,Water,Water,Water,Water,Water,Water,Water,Wetland
989,Water,Water,Water,Water,Water,Water,Water,Bareland
990,Water,Water,Water,Water,Water,Water,Water,Water
991,Water,Water,Water,Water,Water,Water,Water,Forest
992,Water,Water,Water,Water,Water,Water,Forest,Wetland
993,Water,Water,Water,Water,Water,Water,Forest,Water
994,Water,Water,Water,Water,Water,Water,Forest,Forest
995,Water,Water,Water,Water,Water,Forest,Wetland,Forest
996,Water,Water,Water,Water,Water,Forest,Water,Forest
997,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
998,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
999,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1000,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1001,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1002,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1003,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1004,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1005,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1006,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1007,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1008,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1009,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1010,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1011,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1012,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1013,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1014,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1015,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1016,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1017,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1018,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1019,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1020,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1021,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1022,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1023,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1024,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1025,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1026,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1027,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1028,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1029,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1030,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1031,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1032,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1033,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1034,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1035,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1036,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1037,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1038,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1039,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1040,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1041,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1042,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1043,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
1044,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
1045,Water,Forest,Water,NULL,Water,Water,Water,Wetland
1046,Water,Forest,Water,NULL,Water,Water,Water,Forest
1047,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1048,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
1049,Water,Forest,Water,Non_Water,Water,Water,Water,Wetland
1050,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
1051,Water,Forest,Water,Water,Water,NULL,Wetland,Forest
1052,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
1053,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
1054,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
1055,Water,Forest,Water,Water,Water,Wetland,Water,Forest
1056,Water,Forest,Water,Water,Water,Water,Wetland,Forest
1057,Water,Forest,Water,Water,Water,Water,Water,Grassland
1058,Water,Forest,Water,Water,Water,Water,Water,Wetland
1059,Water,Forest,Water,Water,Water,Water,Water,Water
1060,Water,Forest,Water,Water,Water,Water,Water,Forest
1061,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1062,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1063,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1064,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1065,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1066,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1067,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1068,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1069,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1070,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1071,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
1072,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1073,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1074,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1075,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1076,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1077,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
1078,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1079,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
