Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBC_M_R
4538,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4539,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4540,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4541,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4542,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4543,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4544,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4545,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4546,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4547,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4548,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4549,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4550,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4551,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4552,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4553,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4554,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4555,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
4556,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4557,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
4558,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4559,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4560,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4561,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4562,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4563,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4564,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4565,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4566,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4567,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4568,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4569,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4570,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4571,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4572,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4573,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4574,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4575,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4576,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4577,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
4578,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4579,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4580,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4581,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4582,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4583,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4584,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4585,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4586,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4587,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4588,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
4589,Bareland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4590,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4591,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
4592,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4593,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4594,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4595,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
4596,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4597,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4598,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4599,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4600,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4601,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
4602,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4603,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4604,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4605,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4606,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
4607,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
4608,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4609,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4610,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4611,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
4612,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4613,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4614,Bareland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4615,Bareland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
4616,Bareland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4617,Bareland,NULL,Water,Water,Water,Wetland,Water,Wetland
4618,Bareland,NULL,Water,Water,Water,Wetland,Water,Water
4619,Bareland,NULL,Water,Water,Water,Water,Wetland,Wetland
4620,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
4621,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
4622,Bareland,NULL,Water,Water,Water,Water,Water,Water
4623,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4624,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4625,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4626,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4627,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4628,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4629,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4630,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4631,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4632,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4633,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4634,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4635,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4636,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4637,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4638,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4639,Bareland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
4640,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4641,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4642,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
4643,Bareland,Cropland,Water,Water,Water,Wetland,Water,Grassland
4644,Bareland,Cropland,Water,Water,Water,Water,Water,Water
4645,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4646,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4647,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4648,Bareland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4649,Bareland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4650,Bareland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4651,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4652,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4653,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4654,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4655,Bareland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
4656,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4657,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
4658,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4659,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4660,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4661,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4662,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4663,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4664,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4665,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4666,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4667,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4668,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4669,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
4670,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
4671,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4672,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
4673,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4674,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4675,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4676,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4677,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4678,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4679,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4680,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4681,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4682,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4683,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4684,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
4685,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4686,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4687,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4688,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4689,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4690,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4691,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4692,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4693,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4694,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4695,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
4696,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4697,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4698,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
4699,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
4700,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4701,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
4702,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
4703,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
4704,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
4705,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4706,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
4707,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4708,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4709,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4710,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4711,Bareland,Wetland,Water,NULL,Water,Wetland,Water,Water
4712,Bareland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4713,Bareland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
4714,Bareland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
4715,Bareland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4716,Bareland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4717,Bareland,Wetland,Water,Water,Water,Wetland,Water,Grassland
4718,Bareland,Wetland,Water,Water,Water,Wetland,Water,Wetland
4719,Bareland,Wetland,Water,Water,Water,Wetland,Water,Water
4720,Bareland,Wetland,Water,Water,Water,Bareland,Water,Wetland
4721,Bareland,Wetland,Water,Water,Water,Water,Wetland,Wetland
4722,Bareland,Wetland,Water,Water,Water,Water,Water,Grassland
4723,Bareland,Wetland,Water,Water,Water,Water,Water,Wetland
4724,Bareland,Wetland,Water,Water,Water,Water,Water,Water
4725,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4726,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4727,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4728,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
4729,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4730,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4731,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
4732,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4733,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4734,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
4735,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
4736,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
4737,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4738,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
4739,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
4740,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4741,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
4742,Bareland,Bareland,Water,Water,Water,Water,Water,Water
4743,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4744,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4745,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
4746,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
4747,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4748,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4749,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4750,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4751,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4752,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
4753,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
4754,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4755,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4756,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4757,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4758,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4759,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4760,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4761,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4762,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4763,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4764,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
4765,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
4766,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
4767,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
4768,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
4769,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
4770,Bareland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4771,Bareland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4772,Bareland,Water,Water,Water,Water,Wetland,Wetland,Wetland
4773,Bareland,Water,Water,Water,Water,Wetland,Water,Wetland
4774,Bareland,Water,Water,Water,Water,Wetland,Water,Water
4775,Bareland,Water,Water,Water,Water,Water,Wetland,Wetland
4776,Bareland,Water,Water,Water,Water,Water,Water,Wetland
4777,Bareland,Water,Water,Water,Water,Water,Water,Water
4778,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4779,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4780,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4781,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4782,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4783,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4784,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4785,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4786,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4787,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4788,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4789,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4790,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4791,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4792,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4793,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4794,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4795,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
4796,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4797,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4798,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4799,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4800,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4801,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4802,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4803,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4804,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4805,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4806,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4807,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4808,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4809,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4810,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4811,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4812,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4813,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
4814,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
4815,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4816,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4817,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4818,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4819,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4820,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4821,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4822,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4823,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
4824,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4825,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4826,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4827,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4828,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4829,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4830,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4831,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4832,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4833,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4834,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4835,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4836,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
4837,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
4838,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4839,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4840,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4841,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4842,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4843,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4844,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4845,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
4846,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4847,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4848,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4849,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4850,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4851,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4852,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4853,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
4854,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4855,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4856,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
4857,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4858,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4859,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4860,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4861,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4862,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4863,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4864,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4865,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4866,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4867,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4868,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4869,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4870,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4871,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4872,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4873,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4874,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
4875,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4876,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
4877,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4878,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4879,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
