Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMU_M_R
22888,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
22889,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
22890,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Cropland
22891,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
22892,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
22893,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
22894,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
22895,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
22896,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
22897,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
22898,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
22899,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
22900,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
22901,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
22902,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
22903,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,NULL
22904,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
22905,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
22906,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
22907,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
22908,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
22909,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
22910,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
22911,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
22912,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Cropland
22913,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
22914,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
22915,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
22916,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
22917,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
22918,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
22919,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
22920,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
22921,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Cropland
22922,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
22923,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Water
22924,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
22925,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
22926,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
22927,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
22928,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
22929,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
22930,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
22931,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
22932,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
22933,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
22934,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
22935,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
22936,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
22937,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
22938,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Water
22939,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
22940,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
22941,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
22942,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Cropland
22943,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
22944,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
22945,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
22946,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
22947,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
22948,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
22949,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
22950,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
22951,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
22952,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
22953,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
22954,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
22955,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
22956,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
22957,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
22958,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
22959,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
22960,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
22961,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
22962,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
22963,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
22964,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
22965,Forest,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
22966,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
22967,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
22968,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
22969,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
22970,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
22971,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
22972,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
22973,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
22974,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
22975,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
22976,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
22977,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Water
22978,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
22979,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
22980,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
22981,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
22982,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
22983,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
22984,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
22985,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
22986,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
22987,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
22988,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
22989,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
22990,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
22991,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
22992,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
22993,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
22994,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
22995,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
22996,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
22997,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
22998,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
22999,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
23000,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
23001,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
23002,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
23003,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
23004,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
23005,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
23006,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
23007,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
23008,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
23009,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
23010,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
23011,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
23012,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
23013,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,NULL
23014,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
23015,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
23016,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
23017,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
23018,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
23019,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
23020,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
23021,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
23022,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
23023,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
23024,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
23025,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
23026,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
23027,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
23028,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
23029,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
23030,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
23031,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
23032,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
23033,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
23034,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
23035,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
23036,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
23037,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
23038,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
23039,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
23040,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
23041,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
23042,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
23043,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
23044,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
23045,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
23046,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
23047,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
23048,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
23049,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
23050,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
23051,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
23052,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
23053,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
23054,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
23055,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
23056,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
23057,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
23058,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
23059,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
23060,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
23061,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
23062,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
23063,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
23064,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
23065,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
23066,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
23067,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
23068,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
23069,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
23070,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
23071,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
23072,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
23073,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
23074,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
23075,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
23076,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
23077,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
23078,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
23079,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
23080,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
23081,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
23082,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
23083,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
23084,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
23085,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
23086,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
23087,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
23088,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
23089,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
23090,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
23091,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
23092,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
23093,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
23094,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
23095,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
23096,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
23097,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
23098,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
23099,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
23100,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
23101,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
23102,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
23103,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
23104,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
23105,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
23106,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
23107,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
23108,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
23109,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
23110,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
23111,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
23112,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
23113,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
23114,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
23115,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Built-up
23116,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
23117,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
23118,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
23119,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
23120,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
23121,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
23122,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
23123,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
23124,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
23125,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
23126,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
23127,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
23128,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
23129,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
23130,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
23131,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
23132,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
23133,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
23134,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
23135,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
23136,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
23137,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
23138,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
23139,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
23140,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
23141,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
23142,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
23143,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
23144,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
23145,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
23146,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
23147,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
23148,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
23149,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
23150,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
23151,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
23152,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
23153,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
23154,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
23155,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
23156,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
23157,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
23158,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
23159,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
23160,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
23161,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
23162,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
23163,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
23164,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
23165,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
23166,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
23167,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
23168,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,NULL
23169,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
23170,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
23171,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
23172,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
23173,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
23174,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
23175,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
23176,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Bareland
23177,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Water
23178,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
23179,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
23180,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
23181,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
23182,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
23183,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
23184,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
23185,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
23186,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
23187,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
23188,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
23189,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
23190,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
23191,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
23192,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
23193,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
23194,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
23195,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
23196,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
23197,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
23198,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
23199,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Cropland
23200,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
23201,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
23202,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
23203,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Grassland
23204,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Bareland
23205,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
23206,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
23207,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
23208,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
23209,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
23210,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
23211,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
23212,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
23213,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
23214,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
23215,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
23216,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
23217,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
