Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCN_M_R
2958,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2959,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2960,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2961,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2962,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2963,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2964,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2965,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2966,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2967,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2968,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2969,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2970,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2971,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2972,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2973,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2974,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2975,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2976,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2977,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2978,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2979,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2980,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2981,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2982,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2983,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2984,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2985,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
2986,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2987,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2988,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2989,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2990,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2991,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2992,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2993,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2994,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2995,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2996,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Water
2997,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Forest
2998,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2999,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3000,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3001,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3002,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
3003,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3004,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3005,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3006,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3007,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3008,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3009,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3010,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3011,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3012,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3013,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3014,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3015,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
3016,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3017,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3018,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3019,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
3020,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3021,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3022,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3023,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3024,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3025,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3026,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3027,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3028,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3029,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
3030,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
3031,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3032,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3033,Water,Water,Forest,Water,Non_Wetland,Built-up,Bareland,Water
3034,Water,Water,Forest,Water,Non_Wetland,Built-up,Water,Water
3035,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3036,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3037,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3038,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3039,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3040,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3041,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3042,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3043,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3044,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
3045,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3046,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3047,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3048,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3049,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3050,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3051,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3052,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3053,Water,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
3054,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
3055,Water,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3056,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3057,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3058,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3059,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3060,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
3061,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3062,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3063,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3064,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3065,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3066,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3067,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3068,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3069,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3070,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3071,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3072,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3073,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3074,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
3075,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
3076,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3077,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3078,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
3079,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3080,Water,Forest,Water,NULL,Water,Water,Water,Water
3081,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
3082,Water,Forest,Water,Non_Water,Water,Water,Water,Water
3083,Water,Forest,Water,Water,Water,Grassland,Water,Water
3084,Water,Forest,Water,Water,Water,Water,Wetland,Water
3085,Water,Forest,Water,Water,Water,Water,Water,Grassland
3086,Water,Forest,Water,Water,Water,Water,Water,Water
3087,Water,Forest,Water,Water,Water,Water,Water,Forest
3088,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3089,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3090,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3091,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
3092,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
3093,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3094,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
3095,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Water
3096,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3097,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3098,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3099,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3100,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3101,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3102,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Water
3103,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3104,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3105,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
3106,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3107,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Water
3108,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3109,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3110,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,Water,Water,Water
3111,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
3112,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
3113,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
3114,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3115,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3116,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3117,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3118,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3119,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3120,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3121,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3122,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3123,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3124,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3125,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3126,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3127,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3128,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
3129,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3130,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3131,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3132,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3133,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3134,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3135,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3136,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3137,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3138,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3139,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3140,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3141,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3142,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3143,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3144,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
3145,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3146,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3147,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3148,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3149,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3150,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3151,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3152,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
3153,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3154,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3155,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3156,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
3157,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3158,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3159,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Water
3160,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3161,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
3162,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3163,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
3164,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3165,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3166,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3167,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
3168,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
3169,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
3170,Forest,NULL,NULL,Water,Non_Wetland,Built-up,Wetland,Grassland
3171,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3172,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
3173,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
3174,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3175,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3176,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3177,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3178,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3179,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3180,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3181,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3182,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3183,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3184,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3185,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3186,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3187,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3188,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3189,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3190,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3191,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3192,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3193,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3194,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3195,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3196,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3197,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3198,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3199,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3200,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3201,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3202,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3203,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3204,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3205,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3206,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3207,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3208,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3209,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3210,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3211,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3212,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3213,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3214,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3215,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3216,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3217,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3218,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3219,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3220,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3221,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3222,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3223,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
3224,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3225,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3226,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3227,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3228,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3229,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3230,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3231,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3232,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3233,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3234,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3235,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3236,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3237,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
3238,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3239,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3240,Forest,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
3241,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3242,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3243,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3244,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3245,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
3246,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3247,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
3248,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3249,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
3250,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3251,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
3252,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3253,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
3254,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3255,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
3256,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3257,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
3258,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
3259,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
3260,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
3261,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
3262,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3263,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3264,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3265,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3266,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3267,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3268,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3269,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3270,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3271,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3272,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3273,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3274,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
3275,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3276,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3277,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3278,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3279,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3280,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3281,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3282,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3283,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3284,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3285,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3286,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3287,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3288,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3289,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3290,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3291,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3292,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3293,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3294,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3295,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3296,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3297,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3298,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
