Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHR_M_R
2080,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2081,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2082,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2083,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2084,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2085,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2086,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
2087,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2088,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2089,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2090,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2091,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2092,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2093,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2094,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
2095,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2096,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2097,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2098,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
2099,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2100,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2101,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2102,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2103,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2104,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2105,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2106,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
2107,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2108,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2109,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2110,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2111,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
2112,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
2113,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2114,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2115,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
2116,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2117,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
2118,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
2119,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2120,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2121,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
2122,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2123,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2124,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2125,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2126,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2127,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2128,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2129,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2130,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2131,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2132,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2133,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2134,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2135,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2136,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2137,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2138,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2139,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2140,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2141,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2142,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2143,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2144,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2145,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2146,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2147,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2148,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2149,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2150,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2151,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2152,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2153,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2154,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2155,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2156,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2157,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2158,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2159,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2160,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2161,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2162,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2163,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2164,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2165,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2166,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2167,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2168,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2169,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2170,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2171,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2172,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2173,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2174,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2175,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2176,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2177,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2178,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2179,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2180,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2181,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2182,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2183,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2184,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2185,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2186,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2187,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2188,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2189,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2190,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2191,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2192,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2193,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2194,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2195,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2196,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2197,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2198,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2199,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2200,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2201,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2202,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2203,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2204,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2205,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2206,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2207,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
2208,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2209,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2210,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2211,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2212,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2213,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
2214,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2215,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2216,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2217,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2218,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2219,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2220,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2221,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2222,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2223,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2224,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2225,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2226,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2227,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2228,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2229,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2230,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
2231,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Water
2232,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2233,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2234,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2235,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2236,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2237,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
2238,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2239,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2240,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2241,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2242,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2243,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2244,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
2245,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
2246,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
2247,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
2248,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
2249,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2250,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2251,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2252,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2253,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2254,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2255,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2256,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2257,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2258,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2259,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2260,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2261,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2262,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2263,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2264,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2265,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2266,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2267,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2268,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2269,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
2270,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2271,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2272,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2273,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2274,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2275,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2276,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2277,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2278,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2279,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
2280,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2281,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2282,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2283,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2284,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2285,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2286,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2287,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2288,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2289,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2290,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2291,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2292,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2293,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2294,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2295,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2296,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2297,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2298,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2299,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2300,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2301,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2302,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2303,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2304,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2305,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2306,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2307,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2308,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2309,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2310,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2311,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2312,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2313,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2314,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2315,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2316,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2317,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2318,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2319,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2320,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2321,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2322,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2323,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2324,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2325,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2326,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2327,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2328,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
2329,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2330,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
2331,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2332,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2333,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2334,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2335,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2336,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2337,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2338,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2339,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2340,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2341,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2342,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2343,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2344,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2345,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2346,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
2347,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2348,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2349,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2350,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2351,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2352,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2353,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2354,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2355,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2356,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2357,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2358,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2359,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2360,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2361,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2362,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2363,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
2364,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2365,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2366,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2367,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2368,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Bareland
2369,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
2370,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2371,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2372,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
2373,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2374,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2375,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2376,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
2377,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
2378,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2379,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2380,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2381,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2382,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2383,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2384,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2385,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2386,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2387,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2388,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2389,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
2390,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
2391,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
2392,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
2393,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
2394,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
2395,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2396,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2397,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Bareland
2398,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2399,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2400,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2401,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
2402,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2403,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2404,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
2405,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2406,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
2407,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2408,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2409,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2410,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2411,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
2412,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
2413,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
2414,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
2415,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
2416,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
2417,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
2418,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2419,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2420,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
