Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNB_M_R
12838,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
12839,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
12840,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
12841,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
12842,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
12843,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
12844,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
12845,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12846,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
12847,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
12848,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
12849,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
12850,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
12851,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
12852,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
12853,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
12854,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
12855,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12856,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12857,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12858,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12859,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12860,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
12861,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12862,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12863,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
12864,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
12865,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
12866,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12867,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
12868,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
12869,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
12870,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
12871,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
12872,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
12873,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
12874,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12875,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
12876,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12877,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
12878,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12879,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12880,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
12881,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
12882,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12883,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
12884,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
12885,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12886,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
12887,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
12888,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
12889,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12890,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
12891,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
12892,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
12893,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
12894,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
12895,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12896,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12897,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
12898,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
12899,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12900,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12901,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12902,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
12903,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12904,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
12905,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
12906,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
12907,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12908,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12909,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
12910,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
12911,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12912,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
12913,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
12914,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12915,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
12916,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
12917,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
12918,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12919,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12920,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12921,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
12922,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12923,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
12924,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
12925,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12926,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,NULL
12927,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
12928,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
12929,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
12930,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
12931,Forest,NULL,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Forest
12932,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
12933,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Forest
12934,Forest,NULL,Water,NULL,Water,NULL,Water,Water
12935,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
12936,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
12937,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
12938,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
12939,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
12940,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
12941,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
12942,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
12943,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
12944,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
12945,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Water
12946,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
12947,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
12948,Forest,NULL,Water,NULL,Water,Water,NULL,NULL
12949,Forest,NULL,Water,NULL,Water,Water,NULL,Grassland
12950,Forest,NULL,Water,NULL,Water,Water,Shrubland,NULL
12951,Forest,NULL,Water,NULL,Water,Water,Shrubland,Water
12952,Forest,NULL,Water,NULL,Water,Water,Water,NULL
12953,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
12954,Forest,NULL,Water,NULL,Water,Water,Water,Water
12955,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
12956,Forest,NULL,Water,NULL,Water,Forest,Water,Water
12957,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
12958,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
12959,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
12960,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
12961,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
12962,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Water
12963,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Forest
12964,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Water
12965,Forest,NULL,Water,Non_Water,Water,NULL,Water,Grassland
12966,Forest,NULL,Water,Non_Water,Water,NULL,Water,Water
12967,Forest,NULL,Water,Non_Water,Water,NULL,Water,Forest
12968,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
12969,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
12970,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
12971,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
12972,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Water
12973,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
12974,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Water
12975,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Grassland
12976,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Water
12977,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
12978,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
12979,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
12980,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Water
12981,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
12982,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
12983,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,NULL
12984,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Grassland
12985,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Water
12986,Forest,NULL,Water,Non_Water,Water,Water,NULL,Grassland
12987,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
12988,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Water
12989,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
12990,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
12991,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
12992,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
12993,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
12994,Forest,NULL,Water,Non_Water,Water,Water,Forest,NULL
12995,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
12996,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Grassland
12997,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Water
12998,Forest,NULL,Water,Non_Water,Water,Forest,Water,NULL
12999,Forest,NULL,Water,Non_Water,Water,Forest,Water,Grassland
13000,Forest,NULL,Water,Non_Water,Water,Forest,Water,Water
13001,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
13002,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
13003,Forest,NULL,Water,Water,Water,NULL,NULL,Water
13004,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
13005,Forest,NULL,Water,Water,Water,NULL,Shrubland,Water
13006,Forest,NULL,Water,Water,Water,NULL,Water,Water
13007,Forest,NULL,Water,Water,Water,NULL,Water,Forest
13008,Forest,NULL,Water,Water,Water,Shrubland,NULL,Water
13009,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
13010,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
13011,Forest,NULL,Water,Water,Water,Shrubland,Water,Grassland
13012,Forest,NULL,Water,Water,Water,Shrubland,Water,Wetland
13013,Forest,NULL,Water,Water,Water,Shrubland,Water,Water
13014,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
13015,Forest,NULL,Water,Water,Water,Shrubland,Forest,Grassland
13016,Forest,NULL,Water,Water,Water,Grassland,NULL,Grassland
13017,Forest,NULL,Water,Water,Water,Grassland,Water,Bareland
13018,Forest,NULL,Water,Water,Water,Wetland,Shrubland,NULL
13019,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
13020,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Water
13021,Forest,NULL,Water,Water,Water,Wetland,Water,NULL
13022,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
13023,Forest,NULL,Water,Water,Water,Wetland,Water,Water
13024,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
13025,Forest,NULL,Water,Water,Water,Wetland,Forest,NULL
13026,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
13027,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
13028,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Water
13029,Forest,NULL,Water,Water,Water,Water,Shrubland,Water
13030,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
13031,Forest,NULL,Water,Water,Water,Water,Grassland,Water
13032,Forest,NULL,Water,Water,Water,Water,Water,Grassland
13033,Forest,NULL,Water,Water,Water,Water,Water,Wetland
13034,Forest,NULL,Water,Water,Water,Water,Water,Water
13035,Forest,NULL,Water,Water,Water,Water,Water,Forest
13036,Forest,NULL,Water,Water,Water,Water,Forest,Water
13037,Forest,NULL,Water,Water,Water,Water,Forest,Forest
13038,Forest,NULL,Water,Water,Water,Forest,Shrubland,Grassland
13039,Forest,NULL,Water,Water,Water,Forest,Shrubland,Water
13040,Forest,NULL,Water,Water,Water,Forest,Water,Grassland
13041,Forest,NULL,Water,Water,Water,Forest,Water,Water
13042,Forest,NULL,Water,Water,Water,Forest,Water,Forest
13043,Forest,NULL,Water,Water,Water,Forest,Forest,Water
13044,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13045,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13046,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
13047,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
13048,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
13049,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
13050,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13051,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
13052,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13053,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
13054,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
13055,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
13056,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
13057,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13058,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13059,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13060,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
13061,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
13062,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13063,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
13064,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
13065,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
13066,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
13067,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
13068,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
13069,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
13070,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
13071,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
13072,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
13073,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13074,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
13075,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
13076,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
13077,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13078,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
13079,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13080,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
13081,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
13082,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
13083,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
13084,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
13085,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13086,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13087,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13088,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13089,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13090,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13091,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13092,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
13093,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13094,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
13095,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13096,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13097,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
13098,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
13099,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
13100,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13101,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13102,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
13103,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
13104,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
13105,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
13106,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13107,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
13108,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
13109,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
13110,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
13111,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
13112,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
13113,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13114,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
13115,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
13116,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
13117,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
13118,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
13119,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
13120,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
13121,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13122,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
13123,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13124,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
13125,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
13126,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
13127,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
13128,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13129,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13130,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
13131,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13132,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13133,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
13134,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
13135,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13136,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
13137,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
13138,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
13139,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13140,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
13141,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
13142,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
13143,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
13144,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
13145,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
13146,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
13147,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
13148,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13149,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
13150,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
13151,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
13152,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
13153,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
13154,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13155,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
13156,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
13157,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
13158,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
13159,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
13160,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
13161,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
13162,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
13163,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
13164,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
13165,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
13166,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
13167,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13168,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13169,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
13170,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
13171,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
13172,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
13173,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
13174,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
13175,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
13176,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13177,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
13178,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
13179,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
13180,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
13181,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
13182,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13183,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13184,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13185,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
