Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVG_M_R
871,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
872,Cropland,Water,Bareland,Water,Non_Wetland,Water
873,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
874,Cropland,Water,Built-up,NULL,Non_Wetland,Built-up
875,Cropland,Water,Built-up,Non_Water,Non_Wetland,Grassland
876,Cropland,Water,Water,Non_Water,Water,Grassland
877,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
878,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
879,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
880,Cropland,Water,Forest,NULL,Non_Wetland,Built-up
881,Cropland,Water,Forest,NULL,Non_Wetland,Forest
882,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
883,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
884,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland
885,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
886,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
887,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
888,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
889,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
890,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
891,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
892,Cropland,Forest,Grassland,Water,Non_Wetland,Water
893,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
894,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
895,Cropland,Forest,Cropland,Water,Non_Wetland,Water
896,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
897,Cropland,Forest,Wetland,Water,Wetland,Grassland
898,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
899,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
900,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
901,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
902,Cropland,Forest,Water,Non_Water,Water,Grassland
903,Cropland,Forest,Water,Non_Water,Water,Water
904,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
905,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
906,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water
907,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
908,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
909,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
910,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
911,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
912,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
913,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
914,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
915,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
916,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
917,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
918,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
919,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
920,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
921,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
922,Wetland,NULL,Grassland,Water,Non_Wetland,Water
923,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
924,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
925,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
926,Wetland,NULL,Wetland,NULL,Wetland,Grassland
927,Wetland,NULL,Wetland,NULL,Wetland,Water
928,Wetland,NULL,Wetland,NULL,Wetland,Forest
929,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
930,Wetland,NULL,Wetland,Non_Water,Wetland,Water
931,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
932,Wetland,NULL,Wetland,Water,Wetland,Grassland
933,Wetland,NULL,Wetland,Water,Wetland,Water
934,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
935,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
936,Wetland,NULL,Bareland,Water,Non_Wetland,Water
937,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
938,Wetland,NULL,Water,NULL,Water,Grassland
939,Wetland,NULL,Water,NULL,Water,Forest
940,Wetland,NULL,Water,Non_Water,Water,Grassland
941,Wetland,NULL,Water,Non_Water,Water,Water
942,Wetland,NULL,Water,Water,Water,Grassland
943,Wetland,NULL,Water,Water,Water,Water
944,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
945,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
946,Wetland,NULL,Forest,NULL,Non_Wetland,Water
947,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
948,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
949,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
950,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
951,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
952,Wetland,Cropland,Wetland,Water,Wetland,Water
953,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
954,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
955,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
956,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
957,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
958,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
959,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
960,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
961,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
962,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
963,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
964,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
965,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
966,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
967,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
968,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
969,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
970,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
971,Wetland,Wetland,Wetland,NULL,Wetland,Water
972,Wetland,Wetland,Wetland,NULL,Wetland,Forest
973,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
974,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
975,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
976,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
977,Wetland,Wetland,Wetland,Water,Wetland,Grassland
978,Wetland,Wetland,Wetland,Water,Wetland,Wetland
979,Wetland,Wetland,Wetland,Water,Wetland,Bareland
980,Wetland,Wetland,Wetland,Water,Wetland,Water
981,Wetland,Wetland,Wetland,Water,Wetland,Forest
982,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
983,Wetland,Wetland,Water,NULL,Water,Grassland
984,Wetland,Wetland,Water,NULL,Water,Wetland
985,Wetland,Wetland,Water,NULL,Water,Water
986,Wetland,Wetland,Water,NULL,Water,Forest
987,Wetland,Wetland,Water,Non_Water,Water,Grassland
988,Wetland,Wetland,Water,Non_Water,Water,Water
989,Wetland,Wetland,Water,Water,Water,Grassland
990,Wetland,Wetland,Water,Water,Water,Wetland
991,Wetland,Wetland,Water,Water,Water,Bareland
992,Wetland,Wetland,Water,Water,Water,Water
993,Wetland,Wetland,Water,Water,Water,Forest
994,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
995,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
996,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
997,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
998,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
999,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1000,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1001,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1002,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1003,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1004,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
1005,Wetland,Bareland,Water,NULL,Water,Water
1006,Wetland,Bareland,Water,Water,Water,Water
1007,Wetland,Built-up,Wetland,Water,Wetland,Water
1008,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1009,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1010,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1011,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1012,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1013,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1014,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1015,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1016,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1017,Wetland,Water,Grassland,Water,Non_Wetland,Water
1018,Wetland,Water,Wetland,NULL,Wetland,Grassland
1019,Wetland,Water,Wetland,NULL,Wetland,Water
1020,Wetland,Water,Wetland,NULL,Wetland,Forest
1021,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1022,Wetland,Water,Wetland,Non_Water,Wetland,Water
1023,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1024,Wetland,Water,Wetland,Water,Wetland,Grassland
1025,Wetland,Water,Wetland,Water,Wetland,Water
1026,Wetland,Water,Wetland,Water,Wetland,Forest
1027,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1028,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1029,Wetland,Water,Bareland,Water,Non_Wetland,Water
1030,Wetland,Water,Water,NULL,Water,Forest
1031,Wetland,Water,Water,Non_Water,Water,Grassland
1032,Wetland,Water,Water,Non_Water,Water,Water
1033,Wetland,Water,Water,Non_Water,Water,Forest
1034,Wetland,Water,Water,Water,Water,Grassland
1035,Wetland,Water,Water,Water,Water,Water
1036,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1037,Wetland,Water,Forest,NULL,Non_Wetland,Water
1038,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1039,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1040,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1041,Wetland,Water,Forest,Water,Non_Wetland,Bareland
1042,Wetland,Water,Forest,Water,Non_Wetland,Water
1043,Wetland,Water,Forest,Water,Non_Wetland,Forest
1044,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1045,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1046,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1047,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
1048,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1049,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Water
1050,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
1051,Wetland,Forest,Wetland,NULL,Wetland,Forest
1052,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1053,Wetland,Forest,Wetland,Water,Wetland,Water
1054,Wetland,Forest,Water,Non_Water,Water,Grassland
1055,Wetland,Forest,Water,Non_Water,Water,Water
1056,Wetland,Forest,Water,Water,Water,Wetland
1057,Wetland,Forest,Water,Water,Water,Water
1058,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1059,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1060,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1061,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water
1062,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1063,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1064,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1065,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1066,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1067,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1068,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water
1069,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1070,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1071,Bareland,NULL,NULL,Water,Non_Wetland,Water
1072,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1073,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1074,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1075,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1076,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1077,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1078,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1079,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1080,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1081,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1082,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1083,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1084,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1085,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1086,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1087,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1088,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1089,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1090,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1091,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1092,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1093,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1094,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1095,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1096,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1097,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1098,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1099,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1100,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1101,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1102,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1103,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1104,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1105,Bareland,NULL,Wetland,NULL,Wetland,Water
1106,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1107,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1108,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1109,Bareland,NULL,Wetland,Water,Wetland,Grassland
1110,Bareland,NULL,Wetland,Water,Wetland,Bareland
1111,Bareland,NULL,Wetland,Water,Wetland,Water
1112,Bareland,NULL,Wetland,Water,Wetland,Forest
1113,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1114,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1115,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1116,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1117,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1118,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1119,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1120,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1121,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1122,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1123,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1124,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1125,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1126,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1127,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1128,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1129,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1130,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1131,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1132,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1133,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1134,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1135,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1136,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1137,Bareland,NULL,Water,NULL,Water,Grassland
1138,Bareland,NULL,Water,NULL,Water,Bareland
1139,Bareland,NULL,Water,NULL,Water,Water
1140,Bareland,NULL,Water,NULL,Water,Forest
1141,Bareland,NULL,Water,Non_Water,Water,Grassland
1142,Bareland,NULL,Water,Non_Water,Water,Bareland
1143,Bareland,NULL,Water,Non_Water,Water,Water
1144,Bareland,NULL,Water,Non_Water,Water,Forest
1145,Bareland,NULL,Water,Water,Water,Grassland
1146,Bareland,NULL,Water,Water,Water,Bareland
1147,Bareland,NULL,Water,Water,Water,Water
1148,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1149,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1150,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1151,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1152,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1153,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1154,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1155,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1156,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1157,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1158,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1159,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1160,Bareland,NULL,Forest,Water,Non_Wetland,Water
1161,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1162,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1163,Bareland,Cropland,NULL,Water,Non_Wetland,Grassland
1164,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland
1165,Bareland,Cropland,NULL,Water,Non_Wetland,Water
1166,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1167,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1168,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1169,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1170,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1171,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1172,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1173,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1174,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1175,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1176,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1177,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1178,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1179,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1180,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Water
1181,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1182,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1183,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1184,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1185,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1186,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1187,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1188,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
1189,Bareland,Cropland,Wetland,Water,Wetland,Grassland
1190,Bareland,Cropland,Wetland,Water,Wetland,Bareland
1191,Bareland,Cropland,Wetland,Water,Wetland,Water
1192,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1193,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1194,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1195,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1196,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1197,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1198,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1199,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1200,Bareland,Cropland,Bareland,Water,Non_Wetland,Forest
1201,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1202,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1203,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1204,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1205,Bareland,Cropland,Built-up,Water,Non_Wetland,Grassland
1206,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
1207,Bareland,Cropland,Built-up,Water,Non_Wetland,Water
1208,Bareland,Cropland,Water,NULL,Water,Grassland
1209,Bareland,Cropland,Water,NULL,Water,Bareland
1210,Bareland,Cropland,Water,Non_Water,Water,Grassland
1211,Bareland,Cropland,Water,Non_Water,Water,Bareland
1212,Bareland,Cropland,Water,Non_Water,Water,Water
1213,Bareland,Cropland,Water,Water,Water,Grassland
1214,Bareland,Cropland,Water,Water,Water,Water
1215,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1216,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1217,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1218,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1219,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
1220,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
1221,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1222,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1223,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1224,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1225,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1226,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1227,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1228,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1229,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1230,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1231,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1232,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1233,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1234,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1235,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1236,Bareland,Wetland,Cropland,NULL,Non_Wetland,Built-up
1237,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1238,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
1239,Bareland,Wetland,Cropland,Water,Non_Wetland,Water
1240,Bareland,Wetland,Wetland,NULL,Wetland,Water
1241,Bareland,Wetland,Wetland,NULL,Wetland,Forest
1242,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1243,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1244,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1245,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1246,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1247,Bareland,Wetland,Wetland,Water,Wetland,Water
1248,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1249,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1250,Bareland,Wetland,Bareland,NULL,Non_Wetland,Built-up
1251,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1252,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1253,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1254,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1255,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1256,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1257,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1258,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1259,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1260,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1261,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1262,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
1263,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1264,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1265,Bareland,Wetland,Water,Non_Water,Water,Grassland
1266,Bareland,Wetland,Water,Non_Water,Water,Water
1267,Bareland,Wetland,Water,Water,Water,Grassland
1268,Bareland,Wetland,Water,Water,Water,Bareland
1269,Bareland,Wetland,Water,Water,Water,Water
1270,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1271,Bareland,Wetland,Forest,NULL,Non_Wetland,Built-up
1272,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
1273,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
1274,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1275,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water
1276,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1277,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1278,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1279,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1280,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1281,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1282,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1283,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water
1284,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Forest
1285,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
1286,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1287,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1288,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1289,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1290,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1291,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1292,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1293,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1294,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1295,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1296,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
