Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R
2189,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2190,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2191,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2192,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2193,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2194,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2195,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2196,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2197,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2198,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2199,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2200,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2201,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2202,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2203,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2204,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2205,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2206,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2207,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2208,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2209,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2210,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2211,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2212,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2213,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2214,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2215,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2216,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2217,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2218,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2219,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2220,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2221,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2222,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2223,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2224,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2225,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2226,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2227,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2228,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2229,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2230,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2231,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2232,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2233,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2234,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2235,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2236,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2237,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2238,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2239,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2240,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2241,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2242,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2243,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2244,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2245,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2246,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2247,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2248,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2249,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2250,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2251,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2252,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2253,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2254,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2255,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2256,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2257,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2258,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2259,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2260,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2261,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2262,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2263,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2264,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2265,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2266,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2267,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2268,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2269,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2270,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2271,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2272,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2273,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2274,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2275,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2276,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2277,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2278,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2279,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2280,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2281,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2282,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2283,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2284,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2285,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2286,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2287,Water,Water,Water,NULL,Water,NULL,NULL,NULL
2288,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2289,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2290,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2291,Water,Water,Water,NULL,Water,NULL,NULL,Water
2292,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2293,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
2294,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2295,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2296,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2297,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2298,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2299,Water,Water,Water,Water,Water,NULL,NULL,NULL
2300,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2301,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2302,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2303,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2304,Water,Water,Water,Water,Water,NULL,NULL,Water
2305,Water,Water,Water,Water,Water,NULL,NULL,Forest
2306,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2307,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2308,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2309,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2310,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2311,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2312,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2313,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2314,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2315,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2316,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2317,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2318,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2319,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2320,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
2321,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2322,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2323,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2324,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2325,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2326,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2327,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2328,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2329,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2330,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2331,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2332,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2333,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2334,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2335,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2336,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2337,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2338,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2339,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2340,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2341,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2342,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2343,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2344,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2345,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2346,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2347,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2348,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
2349,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2350,Water,Forest,Water,Water,Water,NULL,NULL,Water
2351,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2352,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2353,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2354,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2355,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2356,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2357,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2358,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2359,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2360,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2361,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2362,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2363,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2364,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2365,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2366,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2367,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2368,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2369,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2370,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2371,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2372,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2373,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2374,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2375,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2376,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2377,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2378,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2379,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2380,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2381,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2382,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2383,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2384,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2385,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2386,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2387,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2388,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2389,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2390,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2391,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2392,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2393,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2394,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2395,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2396,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2397,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2398,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2399,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2400,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2401,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2402,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2403,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2404,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2405,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2406,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2407,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2408,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2409,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2410,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2411,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2412,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2413,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2414,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2415,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2416,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2417,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2418,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2419,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2420,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2421,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2422,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2423,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2424,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2425,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2426,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2427,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2428,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2429,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2430,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2431,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2432,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2433,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2434,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2435,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2436,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2437,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2438,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2439,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2440,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2441,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2442,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2443,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2444,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2445,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2446,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2447,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2448,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2449,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2450,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2451,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2452,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2453,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2454,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2455,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2456,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2457,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2458,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2459,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2460,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2461,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2462,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2463,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2464,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2465,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2466,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2467,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2468,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2469,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2470,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2471,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2472,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2473,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2474,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2475,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2476,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2477,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2478,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2479,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2480,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2481,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2482,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2483,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2484,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2485,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2486,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2487,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2488,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2489,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2490,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2491,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2492,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2493,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2494,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2495,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2496,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2497,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2498,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2499,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2500,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2501,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2502,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2503,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2504,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2505,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2506,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2507,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2508,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2509,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2510,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2511,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2512,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2513,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2514,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2515,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2516,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2517,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2518,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2519,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2520,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2521,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2522,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2523,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2524,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2525,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2526,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2527,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2528,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2529,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2530,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2531,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2532,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2533,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2534,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2535,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2536,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2537,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
