Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYU_M_R
759,Forest,Water,Water,Water,Water,Forest,Wetland,Water
760,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
761,Forest,Water,Water,Water,Water,Forest,Water,Water
762,Forest,Water,Water,Water,Water,Forest,Water,Forest
763,Forest,Water,Water,Water,Water,Forest,Forest,Water
764,Forest,Water,Water,Water,Water,Forest,Forest,Forest
765,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
766,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
767,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
768,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
769,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
770,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
771,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
772,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
773,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
774,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
775,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
776,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
777,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
778,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
779,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
780,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
781,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
782,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
783,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
784,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
785,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
786,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
787,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
788,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
789,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
790,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
791,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
792,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
793,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
794,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
795,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
796,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
797,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
798,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
799,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
800,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
801,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
802,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
803,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
804,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
805,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
806,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
807,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
808,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
809,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
810,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
811,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
812,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
813,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
814,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
815,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
816,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
817,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
818,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
819,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
820,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
821,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
822,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
823,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
824,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
825,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
826,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
827,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
828,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
829,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
830,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
831,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
832,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
833,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
834,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
835,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
836,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
837,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
838,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
839,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
840,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
841,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
842,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
843,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
844,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
845,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
846,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
847,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
848,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
849,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
850,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
851,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
852,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
853,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
854,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
855,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
856,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
857,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
858,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
859,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
860,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
861,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
862,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
863,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
864,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
865,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
866,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
867,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
868,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
869,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
870,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
871,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
872,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
873,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
874,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
875,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
876,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
877,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
878,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
879,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
880,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
881,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
882,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
883,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
884,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
885,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
886,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
887,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
888,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
889,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
890,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
891,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
892,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
893,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
894,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
895,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
896,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
897,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Water
898,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
899,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
900,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
901,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
902,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
903,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
904,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
905,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
906,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
907,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
908,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
909,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
910,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
911,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
912,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
913,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Forest
914,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
915,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
916,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
917,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
918,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
919,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
920,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
921,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
922,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
923,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
924,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
925,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
926,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
927,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
928,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
929,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
930,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
931,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
932,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
933,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
934,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
935,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
936,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
937,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
938,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
939,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
940,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
941,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
942,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
943,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
944,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
945,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
946,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
947,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
948,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Water
949,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
950,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
951,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
952,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
953,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
954,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
955,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
956,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
957,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
958,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
959,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
960,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
961,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
962,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
963,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
964,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
965,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
966,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
967,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
968,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
969,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
970,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
971,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
972,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
973,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
974,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
975,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
976,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
977,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
978,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
979,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
980,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
981,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
982,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
983,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
984,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
985,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
986,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
987,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Water
988,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
989,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
990,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Grassland
991,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Water
992,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Forest
993,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
994,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
995,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
996,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
997,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
998,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
999,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1000,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1001,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1002,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1003,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1004,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1005,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1006,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1007,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
1008,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1009,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1010,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1011,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1012,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1013,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1014,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1015,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1016,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1017,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1018,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1019,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1020,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1021,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1022,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1023,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
1024,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1025,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1026,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1027,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
1028,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
1029,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1030,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1031,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1032,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1033,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1034,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1035,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1036,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1037,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1038,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1039,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1040,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
1041,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1042,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1043,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1044,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1045,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1046,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1047,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1048,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1049,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1050,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1051,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1052,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1053,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1054,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1055,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1056,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1057,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1058,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1059,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1060,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1061,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1062,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
1063,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1064,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1065,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
1066,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
1067,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1068,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1069,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1070,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1071,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1072,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1073,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1074,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1075,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
1076,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1077,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1078,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1079,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1080,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1081,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1082,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1083,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1084,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1085,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1086,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
1087,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
1088,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1089,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1090,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1091,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1092,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1093,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1094,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1095,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
1096,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
1097,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
1098,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1099,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1100,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1101,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1102,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1103,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1104,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
1105,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1106,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1107,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
1108,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
1109,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1110,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1111,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1112,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
1113,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
1114,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1115,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1116,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1117,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1118,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1119,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
