Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R
16782,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
16783,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16784,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16785,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16786,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
16787,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
16788,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
16789,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
16790,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16791,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16792,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16793,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16794,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16795,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16796,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16797,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16798,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16799,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16800,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16801,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16802,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
16803,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16804,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16805,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16806,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16807,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
16808,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16809,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16810,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16811,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
16812,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
16813,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16814,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
16815,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
16816,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
16817,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16818,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16819,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16820,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
16821,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
16822,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
16823,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16824,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16825,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16826,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16827,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16828,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16829,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16830,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16831,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16832,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16833,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16834,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16835,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16836,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
16837,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16838,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
16839,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
16840,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
16841,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
16842,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16843,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
16844,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
16845,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
16846,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
16847,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16848,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16849,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
16850,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
16851,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Water
16852,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
16853,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
16854,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16855,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
16856,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
16857,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
16858,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
16859,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
16860,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
16861,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
16862,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
16863,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
16864,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
16865,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
16866,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
16867,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
16868,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
16869,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
16870,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
16871,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
16872,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
16873,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
16874,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
16875,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
16876,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
16877,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
16878,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
16879,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
16880,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16881,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16882,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
16883,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
16884,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
16885,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
16886,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16887,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
16888,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16889,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
16890,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
16891,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
16892,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
16893,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
16894,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16895,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
16896,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
16897,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
16898,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
16899,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
16900,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
16901,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
16902,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
16903,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,NULL
16904,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
16905,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
16906,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
16907,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
16908,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
16909,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
16910,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
16911,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
16912,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
16913,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
16914,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Bareland
16915,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
16916,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
16917,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
16918,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16919,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16920,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
16921,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16922,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
16923,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
16924,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16925,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16926,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16927,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16928,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16929,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16930,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16931,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16932,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16933,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16934,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16935,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
16936,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16937,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
16938,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16939,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
16940,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
16941,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
16942,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16943,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16944,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
16945,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16946,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16947,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16948,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
16949,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16950,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
16951,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
16952,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16953,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
16954,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
16955,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
16956,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
16957,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16958,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
16959,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
16960,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
16961,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
16962,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16963,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
16964,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
16965,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
16966,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16967,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
16968,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
16969,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
16970,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16971,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
16972,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
16973,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
16974,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
16975,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
16976,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Water
16977,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
16978,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
16979,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
16980,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
16981,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
16982,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
16983,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Water
16984,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
16985,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
16986,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
16987,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
16988,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,NULL
16989,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Bareland
16990,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
16991,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
16992,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,NULL
16993,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
16994,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
16995,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
16996,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
16997,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
16998,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16999,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
17000,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
17001,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
17002,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
17003,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
17004,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
17005,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
17006,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
17007,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
17008,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
17009,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
17010,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
17011,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
17012,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
17013,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
17014,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
17015,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
17016,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
17017,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
17018,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
17019,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
17020,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
17021,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
17022,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
17023,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
17024,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
17025,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
17026,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
17027,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
17028,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
17029,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
17030,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
17031,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
17032,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
17033,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
17034,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
17035,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17036,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
17037,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
17038,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
17039,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
17040,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17041,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Water
17042,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
17043,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17044,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
17045,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
17046,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17047,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
17048,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
17049,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
17050,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
17051,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
17052,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
17053,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
17054,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
17055,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17056,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17057,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17058,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
17059,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17060,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
17061,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
17062,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
17063,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
17064,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
17065,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
17066,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
17067,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17068,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
17069,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
17070,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
17071,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
17072,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17073,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
17074,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
17075,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
17076,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
17077,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
17078,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
17079,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
17080,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
17081,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
17082,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
17083,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
17084,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
17085,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
17086,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
17087,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17088,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
17089,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
17090,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
17091,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
17092,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
17093,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
17094,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
17095,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,NULL
17096,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
17097,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
17098,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
17099,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
17100,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
17101,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
17102,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
17103,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
17104,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
