Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R
4428,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
4429,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4430,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4431,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
4432,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4433,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4434,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,NULL
4435,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
4436,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4437,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4438,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4439,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4440,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4441,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
4442,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4443,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4444,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4445,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4446,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4447,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
4448,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4449,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4450,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4451,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
4452,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4453,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
4454,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
4455,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
4456,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Bareland
4457,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4458,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4459,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4460,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4461,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4462,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
4463,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
4464,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4465,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4466,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
4467,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4468,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
4469,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4470,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4471,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4472,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4473,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
4474,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4475,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
4476,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4477,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
4478,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4479,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
4480,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4481,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
4482,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4483,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4484,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
4485,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4486,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,NULL
4487,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4488,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4489,Bareland,NULL,NULL,Water,Non_Wetland,Cropland,Grassland,Grassland
4490,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
4491,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
4492,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4493,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4494,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4495,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4496,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4497,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4498,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4499,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4500,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4501,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4502,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4503,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4504,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4505,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4506,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4507,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
4508,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4509,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4510,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4511,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4512,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Water
4513,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4514,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4515,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4516,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
4517,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4518,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4519,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4520,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4521,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4522,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4523,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4524,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4525,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4526,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4527,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4528,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4529,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
4530,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4531,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4532,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4533,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4534,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4535,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
4536,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4537,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4538,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4539,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4540,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4541,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4542,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4543,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4544,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4545,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4546,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4547,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
4548,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4549,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4550,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4551,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
4552,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
4553,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
4554,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
4555,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
4556,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
4557,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4558,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4559,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4560,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4561,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4562,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4563,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4564,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4565,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4566,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4567,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
4568,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4569,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4570,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4571,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4572,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4573,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
4574,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4575,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4576,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
4577,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4578,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4579,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
4580,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4581,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4582,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4583,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4584,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,NULL
4585,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4586,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4587,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Water,Forest
4588,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
4589,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4590,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
4591,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4592,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4593,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4594,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4595,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4596,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4597,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4598,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
4599,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4600,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4601,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4602,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4603,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
4604,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4605,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
4606,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4607,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4608,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4609,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4610,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4611,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
4612,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4613,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
4614,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Water
4615,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
4616,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
4617,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4618,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
4619,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
4620,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4621,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4622,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4623,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4624,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4625,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4626,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4627,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4628,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4629,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4630,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4631,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4632,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4633,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4634,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
4635,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
4636,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
4637,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
4638,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
4639,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
4640,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
4641,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
4642,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4643,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
4644,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4645,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4646,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4647,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4648,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
4649,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4650,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4651,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
4652,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4653,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
4654,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
4655,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4656,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
4657,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4658,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4659,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
4660,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
4661,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
4662,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
4663,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
4664,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
4665,Bareland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
4666,Bareland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
4667,Bareland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Water
4668,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
4669,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
4670,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
4671,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
4672,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4673,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
4674,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Water
4675,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4676,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4677,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4678,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
4679,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
4680,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
4681,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4682,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4683,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4684,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Bareland
4685,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
4686,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
4687,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
4688,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4689,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4690,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
4691,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4692,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4693,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
4694,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
4695,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
4696,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
4697,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4698,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4699,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland,Grassland,Grassland
4700,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
4701,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
4702,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
4703,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
4704,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4705,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4706,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4707,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4708,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4709,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4710,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4711,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4712,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
4713,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
4714,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
4715,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4716,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
4717,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
4718,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
4719,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
4720,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
4721,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4722,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4723,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
4724,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4725,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4726,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4727,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4728,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
4729,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4730,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4731,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4732,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4733,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4734,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4735,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4736,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4737,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4738,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
4739,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
4740,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4741,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
4742,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4743,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4744,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4745,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Built-up
4746,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4747,Bareland,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
4748,Bareland,NULL,Water,NULL,Water,Cropland,Grassland,Water
