Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNT_M_R
2464,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2465,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2466,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2467,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2468,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2469,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2470,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
2471,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2472,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2473,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2474,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2475,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2476,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2477,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
2478,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
2479,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2480,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2481,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2482,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2483,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2484,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2485,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2486,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2487,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2488,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
2489,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2490,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2491,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2492,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2493,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2494,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2495,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2496,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
2497,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2498,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
2499,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2500,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2501,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2502,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
2503,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2504,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
2505,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2506,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2507,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2508,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2509,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2510,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2511,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2512,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2513,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2514,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2515,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2516,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2517,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2518,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2519,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2520,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2521,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2522,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2523,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2524,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2525,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2526,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
2527,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
2528,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2529,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2530,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2531,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2532,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2533,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2534,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2535,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2536,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
2537,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
2538,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2539,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2540,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2541,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2542,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2543,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2544,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2545,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2546,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2547,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2548,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2549,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2550,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2551,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2552,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2553,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2554,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2555,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2556,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2557,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2558,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2559,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
2560,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2561,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2562,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2563,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2564,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2565,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2566,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
2567,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2568,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2569,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2570,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
2571,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2572,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2573,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2574,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2575,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2576,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2577,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2578,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2579,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2580,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2581,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2582,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2583,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2584,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2585,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2586,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2587,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2588,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2589,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2590,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2591,Water,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
2592,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2593,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2594,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2595,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2596,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2597,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2598,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2599,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
2600,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2601,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2602,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2603,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
2604,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2605,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2606,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
2607,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2608,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2609,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
2610,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2611,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2612,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2613,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2614,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2615,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2616,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2617,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2618,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
2619,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2620,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
2621,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2622,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2623,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
2624,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2625,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2626,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2627,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2628,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
2629,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2630,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2631,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
2632,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2633,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2634,Water,Water,Water,NULL,Water,NULL,Water,Water
2635,Water,Water,Water,NULL,Water,NULL,Water,Forest
2636,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
2637,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
2638,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
2639,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2640,Water,Water,Water,NULL,Water,Grassland,Forest,Water
2641,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
2642,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
2643,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2644,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2645,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2646,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
2647,Water,Water,Water,NULL,Water,Wetland,Water,Water
2648,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2649,Water,Water,Water,NULL,Water,Wetland,Forest,Water
2650,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
2651,Water,Water,Water,NULL,Water,Water,Grassland,Water
2652,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2653,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2654,Water,Water,Water,NULL,Water,Water,Wetland,Water
2655,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2656,Water,Water,Water,NULL,Water,Water,Water,Grassland
2657,Water,Water,Water,NULL,Water,Water,Water,Wetland
2658,Water,Water,Water,NULL,Water,Water,Water,Bareland
2659,Water,Water,Water,NULL,Water,Water,Water,Water
2660,Water,Water,Water,NULL,Water,Water,Water,Forest
2661,Water,Water,Water,NULL,Water,Water,Forest,Water
2662,Water,Water,Water,NULL,Water,Water,Forest,Forest
2663,Water,Water,Water,NULL,Water,Forest,Wetland,Water
2664,Water,Water,Water,NULL,Water,Forest,Water,Water
2665,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
2666,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2667,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2668,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
2669,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
2670,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
2671,Water,Water,Water,Non_Water,Water,Grassland,Forest,Forest
2672,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2673,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2674,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2675,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2676,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2677,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2678,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2679,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2680,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2681,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2682,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2683,Water,Water,Water,Non_Water,Water,Water,Water,Water
2684,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2685,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2686,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2687,Water,Water,Water,Non_Water,Water,Forest,Water,Water
2688,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
2689,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
2690,Water,Water,Water,Water,Water,NULL,Wetland,Water
2691,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2692,Water,Water,Water,Water,Water,NULL,Water,Grassland
2693,Water,Water,Water,Water,Water,NULL,Water,Water
2694,Water,Water,Water,Water,Water,NULL,Water,Forest
2695,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
2696,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2697,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
2698,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2699,Water,Water,Water,Water,Water,Grassland,Water,Wetland
2700,Water,Water,Water,Water,Water,Grassland,Water,Bareland
2701,Water,Water,Water,Water,Water,Grassland,Water,Water
2702,Water,Water,Water,Water,Water,Grassland,Water,Forest
2703,Water,Water,Water,Water,Water,Wetland,Grassland,Water
2704,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
2705,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2706,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2707,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2708,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2709,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2710,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2711,Water,Water,Water,Water,Water,Wetland,Water,Water
2712,Water,Water,Water,Water,Water,Wetland,Water,Forest
2713,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2714,Water,Water,Water,Water,Water,Water,Grassland,Water
2715,Water,Water,Water,Water,Water,Water,Grassland,Forest
2716,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2717,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2718,Water,Water,Water,Water,Water,Water,Wetland,Water
2719,Water,Water,Water,Water,Water,Water,Wetland,Forest
2720,Water,Water,Water,Water,Water,Water,Bareland,Grassland
2721,Water,Water,Water,Water,Water,Water,Water,Grassland
2722,Water,Water,Water,Water,Water,Water,Water,Wetland
2723,Water,Water,Water,Water,Water,Water,Water,Bareland
2724,Water,Water,Water,Water,Water,Water,Water,Water
2725,Water,Water,Water,Water,Water,Water,Water,Forest
2726,Water,Water,Water,Water,Water,Water,Forest,Water
2727,Water,Water,Water,Water,Water,Water,Forest,Forest
2728,Water,Water,Water,Water,Water,Forest,Water,Grassland
2729,Water,Water,Water,Water,Water,Forest,Water,Water
2730,Water,Water,Water,Water,Water,Forest,Water,Forest
2731,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2732,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2733,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2734,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2735,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2736,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2737,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2738,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2739,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2740,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2741,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2742,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2743,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2744,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2745,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2746,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2747,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2748,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2749,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2750,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2751,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2752,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2753,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2754,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2755,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2756,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2757,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2758,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2759,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2760,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2761,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2762,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2763,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2764,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2765,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2766,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2767,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2768,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2769,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2770,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2771,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2772,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2773,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2774,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2775,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2776,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2777,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2778,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2779,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2780,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2781,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2782,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2783,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2784,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2785,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2786,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2787,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2788,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2789,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2790,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2791,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2792,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2793,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2794,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2795,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2796,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2797,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2798,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2799,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2800,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2801,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2802,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2803,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2804,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2805,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2806,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2807,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2808,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2809,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2810,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2811,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2812,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
2813,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2814,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2815,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2816,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2817,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2818,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2819,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2820,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2821,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2822,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2823,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2824,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2825,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
2826,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2827,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2828,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2829,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2830,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2831,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2832,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2833,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2834,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2835,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2836,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2837,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2838,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2839,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2840,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2841,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2842,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2843,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2844,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2845,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2846,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2847,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
